"","state.abb","name","government_ID","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","geoID","original_name","CITY","COUNTY_AREA_NAME"
"1","IL","amity township","14305300100000",92081,2021,63220,0,0,0,63220,0,0,0,0,0,0,300,0,0,255778,-11044,267122,0,0,0,256078,"1600000US1701348","township of amity","CORNELL","LIVINGSTON"
"2","IL","anchor township","14305700200000",92082,2021,120718,0,0,120718,0,0,0,0,0,0,0,9330,98688,0,335834,89637,354215,0,0,0,443852,"1600000US1701374","township of anchor","ANCHOR","MCLEAN"
"3","IL","abington township","14306600100000",92073,2021,100112,0,0,0,0,100112,0,0,0,0,0,14034,15842,0,139175,48654,120397,0,0,0,169051,"1600000US1700126","township of abington","SEATON","MERCER"
"4","IL","alton township","14306000200000",71181,2021,0,0,0,0,0,0,0,286820,0,0,0,6872,0,0,895395,371495,530772,0,0,0,902267,"1600000US1701127","township of alton","ALTON","MADISON"
"5","IL","allin township","14305700100000",112282,2021,1740,0,1740,0,0,0,0,0,0,0,0,0,0,0,280326,76854,203472,0,0,0,280326,"1600000US1700893","township of allin","STANFORD","MCLEAN"
"6","IL","algonquin township","14305600200000",71161,2021,354183,0,338958,0,0,0,0,162468,15225,0,0,69887,0,0,4573669,-177447,4821003,0,0,0,4643556,"1600000US1700698","township of algonquin","CRYSTAL LAKE","MCHENRY"
"7","IL","addison township","14302200100000",71149,2021,87156,0,87156,0,0,0,0,99346,0,0,0,7100,303696,0,5272584,701926,4881454,0,0,0,5583380,"1600000US1700250","township of addison","ADDISON","DUPAGE"
"8","CT","bolton","07300700200000",68152,2021,13572698,9327776,2032077,0,0,0,0,0,1855131,0,357714,1013351,8682543,50581,17654135,138019,27262591,0,0,0,27400610,"1600000US0906260","town of bolton","BOLTON","TOLLAND"
"9","CT","bridgewater","07300300300000",68169,2021,657397,23454,589388,0,6995,0,0,0,0,0,37560,317939,29064,282868,6713643,231377,7112137,0,0,0,7343514,"1600000US0908210","town of bridgewater","BRIDGEWATER","LITCHFIELD"
"10","IL","andover township","14303700200000",92084,2021,80943,0,0,0,80943,0,0,0,0,0,0,0,0,0,267359,28826,238533,0,0,0,267359,"1600000US1701504","township of andover","ANDOVER","HENRY"
"11","CT","burlington","07300200400000",68171,2021,8914972,5270719,2604279,0,0,732995,0,693329,112454,0,194525,1608749,4113768,1275339,32531734,1495779,38033811,0,0,0,39529590,"1600000US0910100","town of burlington","BURLINGTON","HARTFORD"
"12","CT","sharon","07300301900000",68368,2021,6278949,4642000,943756,0,0,661528,0,0,0,0,31665,1126821,1652187,343883,10949516,1574626,12497781,0,0,0,14072407,"1600000US0967960","town of sharon","SHARON","LITCHFIELD"
"13","CT","barkhamsted","07300300100000",68146,2021,2267651,1590000,638286,0,0,0,0,0,0,0,39365,250439,3003805,13000,11297259,399536,14164967,0,0,0,14564503,"1600000US0902760","town of barkhamsted","BARKHAMSTED","LITCHFIELD"
"14","CT","hampton","07300800600000",68238,2021,1089157,0,528565,0,0,0,0,0,550441,0,10151,116877,2099318,9982,4080831,223198,6083810,0,0,0,6307008,"1600000US0936000","town of hampton","HAMPTON","WINDHAM"
"15","CT","chaplin","07300800400000",68183,2021,1082283,0,455871,0,0,0,0,0,332021,0,294391,140166,3267545,260345,7328681,718732,10278005,0,0,0,10996737,"1600000US0913810","town of chaplin","CHAPLIN","WINDHAM"
"16","CT","harwinton","07300300800000",68242,2021,1614461,0,1273985,0,0,0,0,283822,0,0,56654,438611,2713302,243425,16567525,980477,18982386,0,0,0,19962863,"1600000US0937280","town of harwinton","HARWINTON","LITCHFIELD"
"17","CT","kent","07300300900000",68270,2021,3302813,0,1614708,0,1309291,0,8366533,0,0,0,44201,1037669,1707562,0,11524991,757752,13512470,0,0,0,14270222,"1600000US0940290","town of kent","KENT","LITCHFIELD"
"18","CT","killingly","07300800700000",32171,2021,61035009,26470636,6591571,551091,409597,19130635,0,1676714,6674265,0,987214,9742183,34590791,2188967,37551313,5268920,78804334,0,0,0,84073254,"1600000US0940500","town of killingly","KILLINGLY","WINDHAM"
"19","CT","killingworth","07300401000000",68271,2021,3813453,1785000,1096899,0,0,0,568966,9113,168473,0,194115,613857,2126153,54673,19417677,1289476,20922884,0,0,0,22212360,"1600000US0940710","town of killingworth","KILLINGWORTH","MIDDLESEX"
"20","CT","lyme","07300601000000",68283,2021,1851730,1050000,481412,86924,0,0,0,0,0,0,0,286507,345552,89469,10061901,1410175,9373254,0,0,0,10783429,"1600000US0944210","town of lyme","LYME","NEW LONDON"
"21","CT","old lyme","07300601300000",68322,2021,4902913,2315000,2208656,0,0,0,0,0,0,0,27257,1568354,716616,603938,36366626,2150234,37105300,0,0,0,39255534,"1600000US0957040","town of old lyme","OLD LYME","NEW LONDON"
"22","CT","morris","07300301100000",68292,2021,1459431,0,883451,0,0,0,292256,0,0,0,64904,368755,154906,230566,8696812,451805,8999234,0,0,0,9451039,"1600000US0949460","town of morris","MORRIS","LITCHFIELD"
"23","CT","new milford","07300301300000",32141,2021,102240529,47975690,11238627,626881,0,9000000,11779100,0,20337866,0,1217891,9107871,37666707,117766,86099133,2496397,130495080,0,0,0,132991477,"1600000US0952630","town of new milford","NEW MILFORD","LITCHFIELD"
"24","CT","north stonington","07300601200000",68309,2021,35290660,25741546,2185718,632709,0,2735157,0,0,3485590,0,414274,656404,7829012,1288570,17064905,-292159,27131050,0,0,0,26838891,"1600000US0955500","town of north stonington","NORTH STONINGTON","NEW LONDON"
"25","CT","litchfield","07300301000000",68277,2021,857319,0,207319,0,650000,0,0,0,0,0,0,6609,0,0,506592,213438,299763,0,0,0,513201,"1600000US0943370","town of litchfield","LITCHFIELD","LITCHFIELD"
"26","CT","plainfield","07300800800000",32172,2021,24613224,9229284,7033669,86458,0,188208,0,2942630,6250467,0,1825138,3298150,24665923,82908,29823560,4286813,53583728,0,0,0,57870541,"1600000US0959980","town of plainfield","PLAINFIELD","WINDHAM"
"27","CT","salisbury","07300301800000",57820,2021,12688319,3007000,1210269,0,0,8226833,244217,0,0,0,0,2217808,2755613,634930,17524844,4244932,18888263,0,0,0,23133195,"1600000US0966420","town of salisbury","SALISBURY","LITCHFIELD"
"28","CT","scotland","07300801100000",68363,2021,2371397,875000,562772,371886,0,450000,0,0,102739,0,0,121047,2332721,161490,4774639,31124,7358773,0,0,0,7389897,"1600000US0967400","town of scotland","SCOTLAND","WINDHAM"
"29","CT","north haven","07300501200000",1266324,2021,231695847,93239339,5463580,0,0,16571754,14687925,0,91968818,0,6525059,8131573,16500584,10514970,97865964,19647686,113365405,0,0,0,133013091,"1600000US0954870","town of north haven","NORTH HAVEN","NEW HAVEN"
"30","CT","stonington borough","07300601700000",68389,2021,1012573,0,222965,0,0,318873,470735,0,0,0,0,129915,267854,15178,934359,108474,1238832,0,0,0,1347306,"1600000US0973770","town of stonington","STONINGTON","NEW LONDON"
"31","CT","bethlehem","07300300200000",68149,2021,4757077,0,1256928,0,0,0,3428879,0,0,0,38130,220727,1641171,2083148,10175533,1612272,12508307,0,0,0,14120579,"1600000US0904930","town of bethlehem","BETHLEHEM","LITCHFIELD"
"32","CT","franklin","07300600400000",68224,2021,6521945,5232372,661350,0,0,0,0,0,584325,0,13898,340840,2430353,268701,5532055,118617,8453332,0,0,0,8571949,"1600000US0929910","town of franklin","NORTH FRANKLIN","NEW LONDON"
"33","CT","brookfield","07300100200000",32111,2021,105982370,77785653,10552474,0,418433,1854747,0,14319565,10828780,0,899916,5068271,18943686,2539174,68522275,9192185,85881221,0,0,0,95073406,"1600000US0908980","town of brookfield","BROOKFIELD","FAIRFIELD"
"34","CT","windsor","07300202500000",32138,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US0987000","town of windsor","WINDSOR","HARTFORD"
"35","CT","woodbury","07300302500000",68426,2021,22798757,7910571,1547321,0,0,0,3697714,0,9308851,0,334300,2209434,1650076,1482161,32365582,1840584,35866669,0,0,0,37707253,"1600000US0987910","town of woodbury","WOODBURY","LITCHFIELD"
"36","CT","southbury","07300501700000",65444,2021,8757754,1828074,4778808,0,0,0,1848146,0,0,0,302726,2414617,4511816,63059,65485441,3719705,68755228,0,0,0,72474933,"1600000US0969640","town of southbury","SOUTHBURY","NEW HAVEN"
"37","CT","westbrook","07300401400000",223983,2021,21907310,12396369,4124948,0,0,0,69406,3030771,4917890,0,127212,1955924,7298762,0,30069425,3719610,35604501,0,0,0,39324111,"1600000US0981680","town of westbrook","WESTBROOK","MIDDLESEX"
"38","CT","warren","07300302100000",68411,2021,1929394,1383000,515690,0,0,0,30704,0,0,0,0,408420,43834,252648,5505495,967355,5243042,0,0,0,6210397,"1600000US0979510","town of warren","WARREN","LITCHFIELD"
"39","CT","washington","07300302200000",59192,2021,2261894,86184,1265344,0,0,0,0,456093,0,0,142758,1321341,126910,610180,17824519,3111614,16771336,0,0,0,19882950,"1600000US0979720","town of washington","WASHINGTON DEPOT","LITCHFIELD"
"40","CT","voluntown","07300601800000",54007,2021,1139921,0,495993,0,60464,251427,0,0,0,0,332037,154364,4952714,53434,6540243,-135168,11835923,0,0,0,11700755,"1600000US0978600","town of voluntown","VOLUNTOWN","NEW LONDON"
"41","IL","aroma township","14304600100000",92087,2021,0,0,0,0,0,0,18372,0,0,0,0,0,0,0,559860,65300,494560,0,0,0,559860,"1600000US1702245","township of aroma","ST ANNE","KANKAKEE"
"42","IL","arrington township","14309600100000",112451,2021,82345,0,82345,0,0,0,0,0,0,0,0,1780,35822,0,113906,55462,96046,0,0,0,151508,"1600000US1702297","township of arrington","FAIRFIELD","WAYNE"
"43","IL","arrowsmith township","14305700300000",92088,2021,3018,0,3018,0,0,0,0,103318,0,0,0,0,0,0,242709,51108,191601,0,0,0,242709,"1600000US1702369","township of arrowsmith","ARROWSMITH","MCLEAN"
"44","IL","artesia township","14303800100000",92089,2021,24130,0,2179,0,0,21951,0,0,0,0,0,0,0,0,574287,251629,322658,0,0,0,574287,"1600000US1702401","township of artesia","BUCKLEY","IROQUOIS"
"45","IL","arcola township","14302100100000",92085,2021,9957,0,0,0,9957,0,0,0,0,0,0,58156,0,0,728915,136189,650882,0,0,0,787071,"1600000US1701894","township of arcola","ARCOLA","DOUGLAS"
"46","IL","arenzville township","14300900100000",112006,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132304,51469,80835,0,0,0,132304,"1600000US1701959","township of arenzville","ARENZVILLE","CASS"
"47","IL","antioch township","14304900100000",71198,2021,0,0,0,0,0,0,0,0,0,0,0,12411,80285,0,3515572,446673,3161595,0,0,0,3608268,"1600000US1701608","township of antioch","ANTIOCH","LAKE"
"48","CT","manchester","07300201400000",32128,2021,523857000,133526000,31022000,0,0,41666000,68060000,0,206371000,0,12552000,34119000,97205000,1552000,172658000,-9284000,314818000,0,0,0,305534000,"1600000US0944700","town of manchester","MANCHESTER","HARTFORD"
"49","CT","middlebury","07300500900000",68287,2021,32438958,19359339,2341273,0,0,0,855213,0,9564405,0,318728,3286486,1233686,382699,34459095,1400486,37961480,0,0,0,39361966,"1600000US0946940","town of middlebury","MIDDLEBURY","NEW HAVEN"
"50","CT","middlefield","07300401100000",68288,2021,2577421,0,1475572,278331,72174,0,644624,0,0,0,106720,693504,2102745,31793,14518154,1024757,16321439,0,0,0,17346196,"1600000US0947080","town of middlefield","MIDDLEFIELD","MIDDLESEX"
"51","CT","north canaan","07300301500000",53725,2021,920609,43450,293381,0,409600,75600,0,0,0,0,0,291259,4305722,320334,9179003,912541,13183777,0,0,0,14096318,"1600000US0954030","town of north canaan","CANAAN","LITCHFIELD"
"52","CT","old saybrook","07300401200000",68324,2021,48462660,27877520,5638846,1753613,0,0,941667,0,10943231,0,997783,2757234,11541276,24860,45935863,5258309,55000924,0,0,0,60259233,"1600000US0957320","town of old saybrook","OLD SAYBROOK","MIDDLESEX"
"53","CT","orange","07300501300000",68325,2021,112739008,34629497,7470086,0,0,0,16220571,0,53146347,0,1272507,5473839,4699142,213860,69934510,1581610,78739741,0,0,0,80321351,"1600000US0957600","town of orange","ORANGE","NEW HAVEN"
"54","CT","newington","07300201600000",32129,2021,90437000,26167000,11603000,221000,0,0,39102000,0,10954000,0,2390000,3186000,43324000,726000,109467000,7650000,149053000,0,0,0,156703000,"1600000US0952140","town of newington","NEWINGTON","HARTFORD"
"55","CT","salem","07300601500000",68362,2021,7192869,3729061,2259530,383497,0,0,0,0,769428,0,41353,410111,5653079,193274,12478569,-471481,19206514,0,0,0,18735033,"1600000US0966210","town of salem","SALEM","NEW LONDON"
"56","CT","rocky hill","07300201800000",32131,2021,129529208,83771832,9176138,335579,0,11350000,1021455,4146782,19764267,0,4109937,3158516,23402780,2176795,77068855,2719634,103087312,0,0,0,105806946,"1600000US0965370","town of rocky hill","ROCKY HILL","HARTFORD"
"57","CT","roxbury","07300301700000",68358,2021,1398734,0,690309,0,0,0,0,0,224901,0,29958,656925,190794,381293,10986964,1553426,10662550,0,0,0,12215976,"1600000US0965930","town of roxbury","ROXBURY","LITCHFIELD"
"58","CT","ridgefield","07300101300000",32118,2021,99344356,50930092,11809467,103561,0,10819757,0,20376546,24161486,0,1519993,14734175,39102688,201507,138666302,13436585,179268087,0,0,0,192704672,"1600000US0963970","town of ridgefield","RIDGEFIELD","FAIRFIELD"
"59","CT","pomfret","07300800900000",64787,2021,19620562,8634879,1511687,163245,64000,0,0,0,8920410,0,326341,900402,5820163,4316783,10061584,1448909,19650023,0,0,0,21098932,"1600000US0961030","town of pomfret","POMFRET CENTER","WINDHAM"
"60","CT","north branford","07300501100000",68307,2021,42476436,18955533,6624121,1135118,0,0,12158771,0,0,246863,3104723,3164451,18739243,1195146,47051425,3238090,66912176,0,0,0,70150266,"1600000US0953890","town of north branford","NORTH BRANFORD","NEW HAVEN"
"61","CT","oxford","07300501400000",52742,2021,75188551,31961560,7260306,140739,0,19086241,12559430,0,3510140,0,611088,2275619,14855784,2650398,44763300,1664204,62880897,0,0,0,64545101,"1600000US0958300","town of oxford","OXFORD","NEW HAVEN"
"62","CT","monroe","07300100800000",32115,2021,66130782,26386736,4394622,0,0,2126745,6460938,0,16062524,0,1825816,5852595,21060772,1836128,80029437,9302989,99475943,0,0,0,108778932,"1600000US0948620","town of monroe","MONROE","FAIRFIELD"
"63","CT","simsbury","07300201900000",32132,2021,85533782,52289045,8823172,0,27842,0,17967751,0,4994097,0,1396875,11357305,38619783,2333645,95771974,5371205,142711502,0,0,0,148082707,"1600000US0968940","town of simsbury","SIMSBURY","HARTFORD"
"64","CT","somers","07300700800000",68375,2021,25405607,17719321,3722805,861262,0,0,0,1347772,1787767,0,1258452,2458720,14988672,147776,27028457,-522785,45146410,0,0,0,44623625,"1600000US0969220","town of somers","SOMERS","TOLLAND"
"65","CT","south windsor","07300202100000",32134,2021,150897851,103655896,20260127,3058540,0,547073,6391974,69009,8489278,0,8494963,11467265,43338815,6583653,112728734,20204790,153913677,0,0,0,174118467,"1600000US0971390","town of south windsor","SOUTH WINDSOR","HARTFORD"
"66","CT","southington","07300202000000",32133,2021,287716000,100258000,18542000,9878000,10592000,21175000,60730000,0,49877000,0,7432000,18859000,62121000,6150000,132116000,4542000,214704000,0,0,0,219246000,"1600000US0970550","town of southington","SOUTHINGTON","HARTFORD"
"67","CT","putnam","07300801000000",43108,2021,61839955,22648617,6768689,111666,27516577,0,0,5423325,3936622,0,469784,7439334,19618841,2439264,18655993,2870935,45282497,0,0,0,48153432,"1600000US0962710","town of putnam","PUTNAM","WINDHAM"
"68","CT","new canaan","07300100900000",46182,2021,122150867,102648790,9305656,0,0,931265,0,0,3961277,0,2682041,12248328,20068969,798500,141641819,14015223,160742393,0,0,0,174757616,"1600000US0950580","town of new canaan","NEW CANAAN","FAIRFIELD"
"69","CT","suffield","07300202200000",32135,2021,37594214,23893868,6860964,359883,0,0,3870805,0,2157901,0,402193,6680718,23765681,2439617,48977983,5579253,76284746,0,0,0,81863999,"1600000US0974540","town of suffield","SUFFIELD","HARTFORD"
"70","CT","thompson","07300801300000",32173,2021,19606011,7652909,3353443,455360,0,2514957,2342189,1195731,3013140,0,274013,1342137,16304917,54248,18507738,1031441,35177599,0,0,0,36209040,"1600000US0975870","town of thompson","NORTH GROSVENORDALE","WINDHAM"
"71","CT","redding","07300101200000",68342,2021,47389941,28470030,3539932,0,0,576052,11344324,0,3049370,0,406233,1978827,5559014,2952580,56272964,10368342,56395043,0,0,0,66763385,"1600000US0963480","town of redding","REDDING CENTER","FAIRFIELD"
"72","CT","new fairfield","07300101000000",32116,2021,55490186,48871601,3823111,0,0,164523,1178738,0,1059103,0,393110,3507686,12655176,2477632,50545853,2897189,66289158,0,0,0,69186347,"1600000US0950860","town of new fairfield","NEW FAIRFIELD","FAIRFIELD"
"73","CT","new hartford","07300301200000",68296,2021,10519144,4582487,2035755,0,566140,2870439,296884,0,0,0,167439,1427952,6205581,0,21294847,342905,28585475,0,0,0,28928380,"1600000US0951350","town of new hartford","NEW HARTFORD","LITCHFIELD"
"74","CT","marlborough","07300201500000",68284,2021,11130904,1236575,1895380,72265,6829782,0,0,0,469909,0,626993,960513,6585594,2408419,22213573,3762686,28405413,0,0,0,32168099,"1600000US0945820","town of marlborough","MARLBOROUGH","HARTFORD"
"75","CT","thomaston","07300302000000",64784,2021,57334062,20289750,8834597,0,0,5746943,0,40956,21552699,0,684450,2153496,9560177,3460998,21734751,6171939,30737483,0,0,0,36909422,"1600000US0975730","town of thomaston","THOMASTON","LITCHFIELD"
"76","CT","union","07300701100000",68406,2021,2344628,0,309682,0,0,2023936,0,0,0,0,11010,65744,856183,0,2800849,-214143,3936919,0,0,0,3722776,"1600000US0977830","town of union","UNION","TOLLAND"
"77","CT","portland","07300401300000",68336,2021,33355404,12153402,4321482,653894,0,1461811,8269868,0,4541637,0,1945310,4912329,14015970,332722,29249307,2118811,46391517,0,0,0,48510328,"1600000US0961800","town of portland","PORTLAND","MIDDLESEX"
"78","CT","willington","07300701300000",68424,2021,5949345,901944,2095971,392420,0,0,29384,0,2211111,0,303416,838025,7326424,198561,13553442,571603,21344849,0,0,0,21916452,"1600000US0985950","town of willington","WILLINGTON","TOLLAND"
"79","CT","wallingford","07300501800000",1266170,2021,197326000,55535000,34028000,0,0,0,39939000,420000,44924000,0,15594000,87671000,68558000,8535000,138543000,6175000,297132000,0,0,0,303307000,"1600000US0978740","town of wallingford","WALLINGFORD","NEW HAVEN"
"80","CT","waterford","07300601900000",32163,2021,147198294,77445888,11557128,0,0,0,33780610,0,16693761,0,7056006,7187653,19989764,594236,93864665,-2276637,123912955,0,0,0,121636318,"1600000US0980280","town of waterford","WATERFORD","NEW LONDON"
"81","CT","winchester","07300302400000",32144,2021,24232391,1632761,4958809,0,203823,5000000,7332041,0,3256148,0,1123503,5011781,15806665,2672166,25368199,3938809,44920002,0,0,0,48858811,"1600000US0986440","town of winchester","WINSTED","LITCHFIELD"
"82","CT","canton","07300200500000",64783,2021,22560455,13474553,4638186,0,0,581119,1904502,0,0,519233,1374580,3675686,14683612,924710,35864851,2030956,53117903,0,0,0,55148859,"1600000US0912270","town of canton","COLLINSVILLE","HARTFORD"
"83","CT","ashford","07300800100000",68142,2021,3445920,865307,1609105,26064,0,0,0,0,894977,0,50467,479863,6722419,11323,11532313,-92466,18838384,0,0,0,18745918,"1600000US0901430","town of ashford","ASHFORD","WINDHAM"
"84","CT","bozrah","07300600100000",68165,2021,6940549,3113980,1206685,57539,0,0,1829269,0,707558,0,25518,225069,3259640,188053,6609420,-735564,11017746,0,0,0,10282182,"1600000US0906820","town of bozrah","BOZRAH","NEW LONDON"
"85","CT","berlin","07300200200000",32122,2021,101698908,64369838,6200892,0,0,11980539,8117929,0,10159544,0,552116,11331349,19412541,4942795,81605986,9102667,108190004,0,0,0,117292671,"1600000US0904300","town of berlin","BERLIN","HARTFORD"
"86","CT","avon","07300200100000",42395,2021,77806270,18348769,12053658,400150,0,0,17586164,0,24969246,0,4358283,9093388,24506537,532830,85931717,7850811,112213661,0,0,0,120064472,"1600000US0902060","town of avon","AVON","HARTFORD"
"87","CT","brooklyn","07300800200000",64786,2021,13924629,1023559,1692764,8479,120000,6144250,2460557,0,1995794,0,407226,1367046,13155308,784070,17316394,961072,31661746,0,0,0,32622818,"1600000US0909190","town of brooklyn","BROOKLYN","WINDHAM"
"88","CT","bethel","07300100100000",32110,2021,132215670,66312485,11059518,0,0,27144723,5681543,0,18724474,0,3292927,9144571,18770075,10586228,70090693,16251579,92339988,0,0,0,108591567,"1600000US0904720","town of bethel","BETHEL","FAIRFIELD"
"89","CT","coventry","07300700400000",32164,2021,34930104,14433767,4227194,1270673,3114970,0,3492764,0,7282967,0,1040419,3943250,19457584,1962078,32392818,536000,57219730,0,0,0,57755730,"1600000US0917800","town of coventry","COVENTRY","TOLLAND"
"90","CT","cheshire","07300500400000",32148,2021,202864868,76977021,17325838,8091521,0,21522197,42966508,0,29976559,0,3032491,8295368,39021274,2756349,100297887,-2453606,152824484,0,0,0,150370878,"1600000US0914160","town of cheshire","CHESHIRE","NEW HAVEN"
"91","CT","clinton","07300400200000",32145,2021,97914411,55085865,6173200,0,0,4653787,12941136,0,9503063,0,2220956,1938869,12299941,2851881,51507442,7660193,60937940,0,0,0,68598133,"1600000US0915350","town of clinton","CLINTON","MIDDLESEX"
"92","CT","cromwell","07300400300000",32146,2021,36577940,20948300,6258646,0,0,406486,5101444,0,2181093,0,1497602,5723410,13613745,4038020,45784216,4486967,64672424,0,0,0,69159391,"1600000US0918080","town of cromwell","CROMWELL","MIDDLESEX"
"93","CT","colchester","07300600200000",32157,2021,46666197,22368895,5966759,0,0,5161368,270760,0,9020608,0,3832807,5152269,21245742,1673385,41578754,1037811,68612339,0,0,0,69650150,"1600000US0915910","town of colchester","COLCHESTER","NEW LONDON"
"94","CT","hartland","07300201300000",68241,2021,533689,0,514350,0,0,0,0,0,0,0,19339,110356,2182618,254842,5998132,152253,8393695,0,0,0,8545948,"1600000US0937140","town of hartland","EAST HARTLAND","HARTFORD"
"95","CT","columbia","07300700300000",68187,2021,2572259,0,1823231,19192,0,60138,0,0,478509,0,191189,481464,5810031,13412,14953788,281773,20976922,0,0,0,21258695,"1600000US0916400","town of columbia","COLUMBIA","TOLLAND"
"96","CT","ledyard","07300600800000",32160,2021,79830020,38713515,7603258,66214,0,15452288,0,109584,16267950,0,1635795,6051914,28983573,494782,41082502,1658346,74954425,0,0,0,76612771,"1600000US0942600","town of ledyard","LEDYARD","NEW LONDON"
"97","CT","deep river","07300400400000",68198,2021,9771083,339516,1415726,0,0,4311593,2413603,0,211292,0,312565,2062405,3336674,22630,15455061,1668,20875102,0,0,0,20876770,"1600000US0919130","town of deep river","DEEP RIVER","MIDDLESEX"
"98","CT","east windsor","07300200800000",32124,2021,16220661,4663355,4892141,0,0,1872198,2573972,0,598222,0,1346636,4707348,16200478,141529,34385844,3754207,51680992,0,0,0,55435199,"1600000US0924800","town of east windsor","BROAD BROOK","HARTFORD"
"99","CT","east granby","07300200600000",68201,2021,15256126,3431350,2494704,0,0,7000000,0,0,2091452,0,217825,1420054,8850031,672373,20969317,500977,31410798,0,0,0,31911775,"1600000US0922070","town of east granby","EAST GRANBY","HARTFORD"
"100","CT","ellington","07300700500000",32165,2021,40463515,15881661,5753047,1369588,0,0,9884999,0,6512352,0,1061868,7325273,27297852,704512,47961408,533841,82755204,0,0,0,83289045,"1600000US0925360","town of ellington","ELLINGTON","TOLLAND"
"101","CT","essex","07300400800000",55419,2021,13880570,10128251,1961589,96028,0,0,518791,0,1032460,0,143451,1406517,3331337,81092,23801712,1500686,27119972,0,0,0,28620658,"1600000US0926270","town of essex","ESSEX","MIDDLESEX"
"102","CT","farmington","07300201000000",68214,2021,172722164,28677120,8348620,0,0,46145485,30064831,0,56695758,0,2338673,30705556,17823880,4833098,107559820,18211459,142710895,0,0,0,160922354,"1600000US0927600","town of farmington","FARMINGTON","HARTFORD"
"103","CT","glastonbury","07300201100000",32126,2021,130989501,53091032,15571002,0,0,0,45329889,0,12868233,0,3807076,10885505,47389339,2401204,158966557,13468115,206174490,0,0,0,219642605,"1600000US0931240","town of glastonbury","GLASTONBURY","HARTFORD"
"104","CT","goshen","07300300700000",68230,2021,643362,0,524484,0,0,0,65655,0,0,0,53223,312289,633215,58848,11746813,804427,11946738,0,0,0,12751165,"1600000US0932290","town of goshen","GOSHEN","LITCHFIELD"
"105","CT","greenwich","07300100700000",32114,2021,403152657,159512646,51305576,0,0,56689129,42409695,0,23230459,0,99531,66008292,83901255,5919095,401366101,45782651,511412092,0,0,0,557194743,"1600000US0933620","town of greenwich","GREENWICH","FAIRFIELD"
"106","CT","granby","07300201200000",32127,2021,29067474,12891903,4634706,2017604,0,0,289968,0,8222656,0,1010637,4500692,15527562,169051,41201094,1854134,59544265,0,0,0,61398399,"1600000US0932640","town of granby","GRANBY","HARTFORD"
"107","CT","hamden","07300500700000",32151,2021,1297290580,316845009,27691726,0,0,0,311577890,0,633457592,0,6962384,7692405,71628361,661945,213308168,46532311,246758568,0,0,0,293290879,"1600000US0935650","town of hamden","HAMDEN","NEW HAVEN"
"108","CT","guilford","07300500600000",32150,2021,163386581,101315053,11372704,8364771,0,2650000,11832355,0,25422087,0,2429611,5569869,27438937,1161875,98569707,6481221,126259167,0,0,0,132740388,"1600000US0934950","town of guilford","GUILFORD","NEW HAVEN"
"109","CT","lebanon","07300600700000",68275,2021,14983393,3828985,2642000,278370,0,2301728,2087431,0,3727345,0,117534,1485112,12271635,51200,20489705,-123576,34421228,0,0,0,34297652,"1600000US0942390","town of lebanon","LEBANON","NEW LONDON"
"110","CT","lisbon","07300600900000",68276,2021,5128626,560814,952773,0,0,585000,981013,0,1698283,0,350743,489971,6155017,48000,10033161,-157138,16883287,0,0,0,16726149,"1600000US0943230","town of lisbon","LISBON","NEW LONDON"
"111","CT","east haddam","07300400600000",64785,2021,34834337,27962272,2911961,0,0,490000,393158,203442,1690494,0,1228766,1574539,11725975,1991704,30070904,4573466,40789656,0,0,0,45363122,"1600000US0922280","town of east haddam","EAST HADDAM","MIDDLESEX"
"112","CT","east hampton","07300400700000",43592,2021,65568094,48118451,3419298,0,0,378255,7732273,0,4467236,0,1452581,5673833,14129996,2258486,39074114,2393409,58743020,0,0,0,61136429,"1600000US0922490","town of east hampton","EAST HAMPTON","MIDDLESEX"
"113","CT","fairfield","07300100600000",1266323,2021,386924000,183676000,35090000,0,0,19460000,13088000,0,95990000,0,4846000,35702000,42377000,17938000,301702000,30217000,367502000,0,0,0,397719000,"1600000US0926620","town of fairfield","FAIRFIELD","FAIRFIELD"
"114","CT","hebron","07300700600000",68244,2021,14155607,8189630,2649341,940345,0,0,0,0,1282590,0,768501,2414089,10880367,1707044,29334230,2229597,42106133,0,0,0,44335730,"1600000US0937910","town of hebron","HEBRON","TOLLAND"
"115","CT","enfield","07300200900000",32125,2021,232605000,104033000,47008000,98000,0,25000000,0,17170000,38688000,0,7366000,16780000,54598000,34914000,103999000,84742000,125549000,0,0,0,210291000,"1600000US0925990","town of enfield","ENFIELD","HARTFORD"
"116","CT","east hartford","07300200700000",32123,2021,458314000,35339000,26580000,10668000,0,0,219275000,0,144565000,0,15066000,15414000,124370000,1769000,149309000,-12198000,303060000,0,0,0,290862000,"1600000US0922630","town of east hartford","EAST HARTFORD","HARTFORD"
