"","state.abb","name","government_ID","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","geoID","original_name","CITY","COUNTY_AREA_NAME"
"330","IL","dixon township","14305200700000",71819,2020,0,0,0,0,0,0,0,174669,0,0,0,0,64402,0,1089111,23171,1130342,0,0,0,1153513,"1600000US1720175","township of dixon","DIXON","LEE"
"331","IL","champaign township","14301080100000",92181,2020,1346,0,1346,0,0,0,0,376820,0,0,0,5041,0,0,1151417,158487,997971,0,0,0,1156458,"1600000US1712411","township of champaign city","CHAMPAIGN","CHAMPAIGN"
"332","IL","dorr township","14305600600000",71829,2020,30694,0,12416,0,0,0,0,159217,0,0,18278,12077,0,0,1889239,119354,1781962,0,0,0,1901316,"1600000US1720396","township of dorr","WOODSTOCK","MCHENRY"
"333","IL","centreville township","14308200400000",71564,2020,670845,0,670845,0,0,13794,0,1755248,0,0,0,3740,57958,0,1203636,55379,1209955,0,0,0,1265334,"1600000US1712210","township of centreville","EAST SAINT LOUIS","ST CLAIR"
"334","IL","dundee township","14304500700000",71847,2020,546589,0,65445,0,0,0,443198,0,0,0,37946,137970,12219,0,2711482,-476050,3337721,0,0,0,2861671,"1600000US1721046","township of dundee","DUNDEE","KANE"
"335","IL","chouteau township","14306000300000",71616,2020,398186,0,18525,0,0,324414,128449,0,0,0,55247,0,0,0,1131316,87585,1043731,0,0,0,1131316,"1600000US1714260","township of chouteau","GRANITE CITY","MADISON"
"336","IL","elk grove township","14301600700000",71930,2020,449109,0,0,0,388561,0,0,297245,0,0,60548,135708,4124,0,3342976,-981914,4464722,0,0,0,3482808,"1600000US1723243","township of elk grove","ARLINGTON HEIGHTS","COOK"
"337","IL","flagg township","14307100600000",72010,2020,0,0,0,0,0,0,0,0,0,0,0,19969,0,0,1477822,133238,1364553,0,0,0,1497791,"1600000US1726298","township of flagg","ROCHELLE","OGLE"
"338","IL","decatur township","14305800300000",71784,2020,12829,0,12829,0,0,0,241474,0,0,0,0,88367,0,0,1840668,362633,1566402,0,0,0,1929035,"1600000US1718836","township of decatur","DECATUR","MACON"
"339","IL","frankfort township","14309900600000",104919,2020,4215442,3380000,388561,0,0,0,446881,0,0,0,0,420013,0,0,5306723,601488,5125248,0,0,0,5726736,"1600000US1727631","township of frankfort","FRANKFORT","WILL"
"340","IL","germantown hills","14303400700000",112149,2020,5956506,0,449979,0,4811300,695227,0,101111,0,0,0,1388854,0,99097,1396131,692325,2191757,0,0,0,2884082,"1600000US1721306","township of durham","DALLAS CITY","HANCOCK"
"341","IL","goose lake township","14303200700000",72200,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932506,63052,869454,0,0,0,932506,"1600000US1730549","township of goose lake","MORRIS","GRUNDY"
"342","IL","hampton township","14308101100000",72302,2020,63583,0,23309,40274,0,0,78510,0,0,0,0,24784,0,0,1161744,142415,1044113,0,0,0,1186528,"1600000US1732577","township of hampton","EAST MOLINE","ROCK ISLAND"
"343","IL","greenwood township","14305600900000",104922,2020,137871,0,4941,0,0,26201,106729,0,0,0,0,3295,0,0,1645543,192438,1456400,0,0,0,1648838,"1600000US1731680","township of greenwood","WONDER LAKE","MCHENRY"
"344","IL","fort russell township","14306000600000",72048,2020,0,0,0,0,0,0,232368,0,0,0,0,8569,0,0,1163715,289841,882443,0,0,0,1172284,"1600000US1727130","township of fort russell","BETHALTO","MADISON"
"345","IL","grafton township","14305600800000",72206,2020,1667,0,1667,0,0,0,103590,0,0,0,0,6902,0,0,1686153,327830,1365225,0,0,0,1693055,"1600000US1730666","township of grafton","HUNTLEY","MCHENRY"
"346","IL","freeport township","14308900500000",72099,2020,3031,0,3031,33000,0,0,134488,0,0,0,0,0,0,0,1080945,207655,873290,0,0,0,1080945,"1600000US1727897","township of freeport","FREEPORT","STEPHENSON"
"347","IL","grant township","14309200800000",104921,2020,0,0,0,0,0,0,0,135807,0,0,0,5958,10422,53026,3775845,743044,3102207,0,0,0,3845251,"1600000US1730965","township of grant","HOOPESTON","VERMILION"
"348","IL","guilford township","14304300800000",72273,2020,0,0,0,0,0,0,287699,0,0,0,0,0,0,0,1041368,265959,775409,0,0,0,1041368,"1600000US1731979","township of guilford","GALENA","JO DAVIESS"
"349","IL","hampshire township","14304501000000",72298,2020,27308,0,6600,0,0,0,22428,0,0,0,0,39817,0,0,871321,134542,776596,0,0,0,911138,"1600000US1732538","township of hampshire","HAMPSHIRE","KANE"
"350","IL","hanover township","14304300900000",104924,2020,1833022,0,202805,0,0,0,1202400,0,0,0,427817,447742,399359,46892,8185331,-189205,9268529,0,0,0,9079324,"1600000US1732720","township of hanover","ELIZABETH","JO DAVIESS"
"351","IL","groveland township","14309000800000",104923,2020,0,0,0,0,0,0,0,0,0,0,0,3003,0,0,974636,268807,708832,0,0,0,977639,"1600000US1731940","township of groveland","GROVELAND","TAZEWELL"
"352","IL","hamilton township","14305200900000",112255,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2135277,2023113,112164,0,0,0,2135277,"1600000US1732447","township of hamilton","WALNUT","LEE"
"353","IL","cunningham township","14301000800000",71743,2020,0,0,0,0,0,0,0,0,0,0,0,30247,39984,0,1308382,-555854,1934467,0,0,0,1378613,"1600000US1718121","township of cunningham","URBANA","CHAMPAIGN"
"354","IL","jarvis township","14306001200000",72524,2020,672197,0,41162,0,0,0,605810,0,0,0,25225,0,0,107851,1398651,158831,1347671,0,0,0,1506502,"1600000US1738245","township of jarvis","TROY","MADISON"
"355","IL","homer township","14309900800000",72422,2020,1642723,1340000,0,302723,0,0,0,0,0,0,0,526576,267390,0,6169515,672432,6291049,0,0,0,6963481,"1600000US1735827","township of homer","HOMER GLEN","WILL"
"356","IL","joliet township","14309901000000",72551,2020,190719,0,136270,0,0,0,0,1169091,0,0,54449,106880,205831,0,5107837,928805,4491743,0,0,0,5420548,"1600000US1738583","township of joliet","JOLIET","WILL"
"357","IL","coral township","14305600500000",112281,2020,13000,0,13000,0,0,0,0,0,0,0,0,6969,0,488063,552482,633619,413895,0,0,0,1047514,"1600000US1716314","township of coral","UNION","MCHENRY"
"358","IL","lawndale township","14305701900000",112290,2020,0,0,0,0,0,0,0,0,0,0,0,1218,0,0,1286369,734421,553166,0,0,0,1287587,"1600000US1742353","township of lawndale","COLFAX","MCLEAN"
"359","IL","kendall township","14304700400000",72588,2020,124815,0,3280,34028,87507,0,0,0,0,0,0,30172,0,0,909149,148040,791281,0,0,0,939321,"1600000US1739454","township of kendall","YORKVILLE","KENDALL"
"360","IL","mahomet township","14301001400000",72858,2020,0,0,0,233936,0,0,0,0,0,0,0,18058,0,0,1341350,280934,1078474,0,0,0,1359408,"1600000US1746149","township of mahomet","MAHOMET","CHAMPAIGN"
"361","IL","kankakee township","14304600500000",72573,2020,263319,0,175237,0,0,42582,0,19032,0,0,45500,4404,4850,0,1716422,344286,1381390,0,0,0,1725676,"1600000US1738947","township of kankakee","KANKAKEE","KANKAKEE"
"362","IL","lake villa township","14304900900000",72671,2020,0,0,0,0,0,0,692125,0,0,0,99775,184954,0,0,4564037,697846,4051145,0,0,0,4748991,"1600000US1741599","township of lake villa","LAKE VILLA","LAKE"
"363","IL","leyden township","14301601100000",72729,2020,3695746,0,1323414,0,956550,0,780355,0,594840,0,40587,5592529,15863,0,7783593,2518763,10873222,0,0,0,13391985,"1600000US1743120","township of leyden","FRANKLIN PARK","COOK"
"364","IL","long creek township","14305800800000",72800,2020,45561,0,3041,0,0,42520,210083,0,0,0,0,82484,0,0,548039,-291,630814,0,0,0,630523,"1600000US1744511","township of long creek","DECATUR","MACON"
"365","IL","libertyville township","14304901000000",72734,2020,233781,0,142193,0,0,0,91588,0,0,0,0,0,120000,0,3582552,1009092,2693460,0,0,0,3702552,"1600000US1743263","township of libertyville","LIBERTYVILLE","LAKE"
"366","IL","milton township","14302200500000",73049,2020,1226493,0,803488,0,0,0,0,442687,383439,0,39566,0,172129,0,6366876,-572611,7111616,0,0,0,6539005,"1600000US1749451","township of milton","WHEATON","DUPAGE"
"367","IL","manhattan township","14309901200000",72874,2020,97208,34250,31144,0,10767,0,21048,0,0,0,0,1787,321648,0,1066459,-46531,1436425,0,0,0,1389894,"1600000US1746370","township of manhattan","MANHATTAN","WILL"
"368","IL","moraine township","14304900500000",73100,2020,47326,0,47326,0,0,0,0,229393,0,0,0,17354,191281,0,1676996,592986,1292645,0,0,0,1885631,"1600000US1750364","township of moraine","HIGHLAND PARK","LAKE"
"369","IL","dekalb township","14301900400000",71799,2020,134471,0,63637,0,0,0,56937,0,0,0,13897,2785,23107,0,2479357,142459,2362790,0,0,0,2505249,"1600000US1719174","township of dekalb","DEKALB","DEKALB"
"370","IL","maroa township","14305800900000",112299,2020,3592,0,3592,0,0,0,0,0,0,0,0,16855,0,0,779492,309868,486479,0,0,0,796347,"1600000US1747085","township of maroa","MAROA","MACON"
"371","IL","new lenox township","14309901400000",73223,2020,2979313,1760084,63191,0,0,0,1132753,0,0,0,23285,348383,0,0,3449211,433168,3364426,0,0,0,3797594,"1600000US1752597","township of new lenox","NEW LENOX","WILL"
"372","IL","oak park township","14301601800000",73340,2020,1324247,0,570940,0,0,0,0,3634,425959,0,327348,328833,1230591,0,5397114,368448,6588090,0,0,0,6956538,"1600000US1754898","township of oak park","OAK PARK","COOK"
"373","IL","nunda township","14305601400000",73325,2020,272149,0,115255,0,0,0,108570,0,0,0,48324,299964,10000,0,4258474,504077,4064361,0,0,0,4568438,"1600000US1754495","township of nunda","CRYSTAL LAKE","MCHENRY"
"374","IL","plato township","14304501200000",73564,2020,143499,0,67701,0,0,75798,66521,0,0,0,0,36802,0,0,1352465,495747,893520,0,0,0,1389267,"1600000US1760365","township of plato","PLATO CENTER","KANE"
"375","IL","o'fallon township","14308201500000",73328,2020,1042,0,1042,0,0,0,0,85719,0,0,0,2815,0,0,1841603,54771,1789647,0,0,0,1844418,"1600000US1755262","township of o fallon","O FALLON","ST CLAIR"
"376","IL","peoria township","14307280100000",92835,2020,0,0,0,0,0,0,0,0,0,0,0,0,129893,0,2161912,174069,2117736,0,0,0,2291805,"1600000US1759013","township of peoria city","PEORIA","PEORIA"
"377","IL","new trier township","14301601400000",73229,2020,336804,0,4724,0,0,0,325258,0,0,0,6822,14830,0,0,3056515,771,3070574,0,0,0,3071345,"1600000US1752909","township of new trier","WINNETKA","COOK"
"378","IL","orland township","14301601900000",73411,2020,1084033,0,111493,0,0,0,932888,0,0,0,39652,428168,85692,0,3155106,-580135,4249101,0,0,0,3668966,"1600000US1756614","township of orland","ORLAND PARK","COOK"
"379","IL","sycamore township","14301901800000",74163,2020,143876,0,105493,0,0,0,32383,0,0,0,6000,0,103586,0,1384775,-89948,1578309,0,0,0,1488361,"1600000US1774236","township of sycamore","SYCAMORE","DEKALB"
"380","IL","shields township","14304901200000",73941,2020,34867,0,11569,0,23298,0,0,0,0,0,0,22501,0,0,1083757,68596,1037662,0,0,0,1106258,"1600000US1769485","township of shields","LAKE BLUFF","LAKE"
"381","IL","schaumburg township","14301602600000",73887,2020,384505,0,67587,0,0,0,165289,0,0,0,151629,258510,86937,0,6430818,786656,5989609,0,0,0,6776265,"1600000US1768016","township of schaumburg","HOFFMAN ESTATES","COOK"
"382","IL","sugar grove township","14304501500000",74137,2020,71568,0,39956,0,0,0,16860,0,0,0,14752,36681,65261,0,1822689,-298012,2222643,0,0,0,1924631,"1600000US1773404","township of sugar grove","SUGAR GROVE","KANE"
"383","IL","taylorville township","14301101700000",74182,2020,9984,0,9984,0,0,0,0,117326,0,0,0,23262,0,0,879721,135808,767175,0,0,0,902983,"1600000US1774587","township of taylorville","TAYLORVILLE","CHRISTIAN"
"384","IL","sugar loaf township","14308202200000",74139,2020,3823,0,3823,0,0,0,0,0,0,0,0,556405,0,0,561126,-161563,1279094,0,0,0,1117531,"1600000US1773456","township of sugar loaf","DUPO","ST CLAIR"
"385","IL","thornton township","14301602800000",74210,2020,5883566,0,735769,0,0,3090000,1845890,0,0,106065,211907,175236,671359,0,19906436,729405,20023626,0,0,0,20753031,"1600000US1775198","township of thornton","SOUTH HOLLAND","COOK"
"386","IL","sterling","14309801900000",74090,2020,62557018,28735000,3759000,0,0,295943,27053800,0,2130353,0,434922,6116749,883158,1603084,19884997,5485674,23002314,0,0,0,28487988,"1600000US1772553","township of sterling","STERLING","WHITESIDE"
"387","IL","troy township","14309901800000",74261,2020,487036,0,9411,0,260935,216690,58462,0,0,0,0,27986,3447,0,2152728,457553,1726608,0,0,0,2184161,"1600000US1776212","township of troy","SHOREWOOD","WILL"
"388","IL","rich township","14301602300000",73684,2020,978609,0,182668,0,0,0,545050,0,0,0,250891,228126,0,0,5728344,1893991,4062480,0,0,0,5956471,"1600000US1763498","township of rich","RICHTON PARK","COOK"
"389","IL","wayne township","14302200700000",74400,2020,1549318,151450,1397868,0,0,0,14819,0,0,0,0,154927,0,0,3744285,-436220,4335432,0,0,0,3899212,"1600000US1779410","township of wayne","WEST CHICAGO","DUPAGE"
"390","IL","proviso township","14301602200000",73626,2020,116016,0,61628,0,0,0,0,456116,0,0,54388,50997,167235,0,5788588,1169480,4837340,0,0,0,6006820,"1600000US1762133","township of proviso","HILLSIDE","COOK"
"391","IL","waukegan township","14304901600000",74393,2020,70556,0,70556,0,0,0,0,305186,0,0,0,207281,120240,0,4320396,-693237,5341154,0,0,0,4647917,"1600000US1779306","township of waukegan","WAUKEGAN","LAKE"
"392","IL","zion township","14304901800000",74593,2020,305000,0,0,0,305000,0,65255,0,0,0,0,0,0,0,1069568,-165,1069733,0,0,0,1069568,"1600000US1784233","township of zion","ZION","LAKE"
"393","IN","abington township","15308900100000",113309,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US1800172","township of abington","CENTERVILLE","WAYNE"
"394","IL","york township","14302200900000",104954,2020,439476,0,126668,0,0,0,0,1448190,0,0,312808,78429,132476,0,6487801,1103278,5595428,0,0,0,6698706,"1600000US1783947","township of york","LOMBARD","DUPAGE"
"395","IL","richmond township","14305601500000",73692,2020,58294,0,11294,0,47000,0,0,162825,0,0,0,11135,22798,0,929128,92992,870069,0,0,0,963061,"1600000US1763654","township of richmond","RICHMOND","MCHENRY"
"396","IN","railroad township","15307500700000",113271,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US1862748","township of railroad","SAN PIERRE","STARKE"
"397","IL","roscoe township","14310101100000",73784,2020,36974,0,0,36974,0,0,0,0,0,0,0,59870,0,15000,1961733,749272,1287331,0,0,0,2036603,"1600000US1765624","township of roscoe","ROSCOE","WINNEBAGO"
"398","ME","avon","20300400100000",106249,2020,90904,90557,347,0,0,0,0,0,0,0,0,4375,30592,0,990927,107023,918871,0,0,0,1025894,"1600000US2302235","town of avon","PHILLIPS","FRANKLIN"
"399","ME","baileyville","20301500300000",106250,2020,14662083,7183554,1033615,0,5644942,0,721003,0,27572,0,51398,1400958,1098953,499328,8529390,1597812,9930817,0,0,0,11528629,"1600000US2302480","town of baileyville","BAILEYVILLE","WASHINGTON"
"400","ME","burlington","20301000600000",106273,2020,336150,0,331558,4592,0,0,0,0,0,0,0,25351,195317,22172,1623133,277574,1588399,0,0,0,1865973,"1600000US2309200","town of burlington","BURLINGTON","PENOBSCOT"
"401","ME","charleston","20301000800000",106286,2020,670646,662160,8486,0,0,0,0,0,0,0,0,13628,40601,0,1970699,540568,1484361,0,0,0,2024929,"1600000US2312105","town of charleston","CHARLESTON","PENOBSCOT"
"402","ME","brooksville","20300500600000",116345,2020,411755,0,11032,0,0,0,7784,0,377485,0,0,81524,274938,0,3029627,-187272,3573362,0,0,0,3386090,"1600000US2307975","town of brooksville","BROOKSVILLE","HANCOCK"
"403","ME","boothbay harbor","20300800300000",106261,2020,962019,0,364622,0,0,442343,155054,0,0,0,0,414345,19857,0,7905964,90674,8249491,0,0,0,8340166,"1600000US2306120","town of boothbay harbor","BOOTHBAY HBR","LINCOLN"
"404","ME","bristol","20300800500000",106268,2020,399976,0,236409,0,0,57819,105748,0,0,0,0,675071,1900455,0,8467942,808054,10235414,0,0,0,11043468,"1600000US2307485","town of bristol","BRISTOL","LINCOLN"
"405","ME","bingham","20301300300000",116418,2020,767350,98522,14927,0,0,653901,0,0,0,0,0,445103,21446,0,2450058,-78345,2994952,0,0,0,2916607,"1600000US2305000","town of bingham","BINGHAM","SOMERSET"
"406","ME","arrowsic","20301200100000",106246,2020,43890,0,43890,0,0,0,0,0,0,0,0,6299,10120,0,1084407,-7558,1108384,0,0,0,1100826,"1600000US2301570","town of arrowsic","ARROWSIC","SAGADAHOC"
"407","ME","bowerbank","20301100500000",106263,2020,115026,81367,33660,0,0,0,0,0,0,0,0,45,19860,0,484490,21703,482693,0,0,0,504396,"1600000US2306400","town of bowerbank","DOVER FOXCROFT","PISCATAQUIS"
"408","ME","berwick","20301600300000",93353,2020,9856526,7344730,356484,0,0,518690,1263029,0,108072,0,265521,1076730,458987,0,15720077,-292633,17548427,0,0,0,17255794,"1600000US2304720","town of berwick","BERWICK","YORK"
"409","ME","ashland","20300200300000",57031,2020,233313,0,11573,0,0,159046,0,0,62618,0,0,202231,159046,20098,2297238,-458766,3137379,0,0,0,2678613,"1600000US2301710","town of ashland","ASHLAND","AROOSTOOK"
"410","ME","chapman","20300201200000",106285,2020,46286,0,1448,0,0,0,31448,0,10716,0,2674,16806,17708,0,760145,29512,765147,0,0,0,794659,"1600000US2312000","town of chapman","MAPLETON","AROOSTOOK"
"411","ME","alton","20301000100000",106243,2020,18057,0,18057,0,0,0,0,0,0,0,0,258117,22908,0,871864,153500,999389,0,0,0,1152889,"1600000US2301115","town of alton","ALTON","PENOBSCOT"
"412","ME","alfred","20301600200000",106241,2020,460673,60000,102908,190360,0,0,51996,0,55409,0,0,249756,64253,0,5853288,-50057,6217354,0,0,0,6167297,"1600000US2300730","town of alfred","ALFRED","YORK"
"413","ME","brooklin","20300500500000",106269,2020,418766,0,225779,39798,0,21927,14380,0,116883,0,0,32139,337428,0,2783015,-4806,3157388,0,0,0,3152582,"1600000US2307800","town of brooklin","BROOKLIN","HANCOCK"
"414","ME","cambridge","20301300500000",106275,2020,3224,0,3224,0,0,0,0,0,0,0,0,0,16949,0,618570,-129847,765366,0,0,0,635519,"1600000US2309655","town of cambridge","CAMBRIDGE","SOMERSET"
"415","ME","anson","20301300100000",106244,2020,436272,269638,41277,0,0,68607,0,0,40231,0,16519,181660,88708,0,4156087,328302,4098153,0,0,0,4426455,"1600000US2301395","town of anson","ANSON","SOMERSET"
"416","ME","acton","20301600100000",106237,2020,1677366,0,655506,0,0,315021,172426,0,356122,0,178291,273604,716303,0,8265194,423426,8831675,0,0,0,9255101,"1600000US2300275","town of acton","ACTON","YORK"
"417","ME","boothbay","20300800200000",106260,2020,1177569,1060000,74037,0,0,0,0,0,0,0,43532,189884,57088,0,10738372,92110,10893234,0,0,0,10985344,"1600000US2306050","town of boothbay","BOOTHBAY","LINCOLN"
"418","ME","beals","20301500400000",106253,2020,110373,0,26337,0,0,0,32909,0,51127,0,0,264978,6796,0,1336877,-15989,1624640,0,0,0,1608651,"1600000US2303670","town of beals","BEALS","WASHINGTON"
"419","ME","buxton","20301600500000",116445,2020,2437108,1507013,157399,0,0,498229,0,0,202701,0,71766,809913,112624,0,15006044,837155,15091426,0,0,0,15928581,"1600000US2309410","town of buxton","BUXTON","YORK"
"420","ME","bar harbor","20300500300000",106251,2020,24710409,17656221,1378543,437198,1790559,0,1554778,0,1437956,0,454864,7833294,1472147,0,20748292,3406752,26646981,0,0,0,30053733,"1600000US2302865","town of bar harbor","BAR HARBOR","HANCOCK"
"421","ME","caswell","20300201100000",106284,2020,267543,0,6569,0,0,242123,18851,0,0,0,0,2794,604520,0,440674,-32866,1080854,0,0,0,1047988,"1600000US2311335","town of caswell","CASWELL","AROOSTOOK"
"422","ME","canton","20300900600000",106277,2020,1182788,888221,19739,0,0,271792,0,0,0,0,3036,73048,18836,0,2225202,201616,2115470,0,0,0,2317086,"1600000US2310005","town of canton","CANTON","OXFORD"
"423","ME","castine","20300500800000",106282,2020,9509612,8157552,1115300,0,0,0,9074,0,227686,0,0,1375101,288125,0,3329370,721665,4270931,611888,0,0,4992596,"1600000US2311265","town of castine","CASTINE","HANCOCK"
"424","ME","castle hill","20300201000000",106283,2020,89673,0,1271,0,0,48470,28055,0,9491,0,2386,11613,14300,0,603940,14423,615430,0,0,0,629853,"1600000US2311300","town of castle hill","MAPLETON","AROOSTOOK"
"425","ME","fort fairfield","20300201900000",106331,2020,2444199,500000,137931,306304,0,1109619,102773,0,124205,0,163367,21480,241919,0,4846826,-1315190,6425415,0,0,0,5110225,"1600000US2325615","town of fort fairfield","FORT FAIRFIELD","AROOSTOOK"
"426","ME","merrill","20300204100000",106402,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,9412,446400,31950,423862,0,0,0,455812,"1600000US2345180","town of merrill","SMYRNA MILLS","AROOSTOOK"
"427","ME","exeter","20301002100000",106326,2020,158700,0,158700,0,0,0,0,0,0,0,0,9470,628,34324,1383866,-57480,1485768,484,22000,0,1428288,"1600000US2324110","town of exeter","EXETER","PENOBSCOT"
"428","ME","lubec","20301502500000",106386,2020,418236,50000,120456,0,0,115788,49123,0,61583,0,21286,182547,225,146303,3543563,137520,3735118,0,0,0,3872638,"1600000US2341610","town of lubec","LUBEC","WASHINGTON"
"429","ME","madison","20301301800000",106392,2020,317988,0,86777,0,0,0,0,0,212494,0,18717,102577,62592,0,10149602,-107591,10422362,0,0,0,10314771,"1600000US2342660","town of madison","MADISON","SOMERSET"
"430","ME","new gloucester","20300301400000",106416,2020,4751018,4230000,119831,0,0,25887,79750,0,210880,0,84670,288520,70772,0,10187657,507487,10039462,0,0,0,10546949,"1600000US2348820","town of new gloucester","NEW GLOUCESTER","CUMBERLAND"
"431","ME","friendship","20300700400000",106337,2020,368606,352117,3974,0,0,0,0,0,12515,0,0,42232,14472,0,3608016,312206,3352514,0,0,0,3664720,"1600000US2326805","town of friendship","FRIENDSHIP","KNOX"
"432","ME","masardis","20300204000000",116312,2020,61483,0,1483,0,0,60000,0,0,0,0,0,0,0,11432,697897,49242,660087,0,0,0,709329,"1600000US2343990","town of masardis","MASARDIS","AROOSTOOK"
"433","ME","monroe","20301401200000",106407,2020,28610,0,28610,0,0,0,0,0,0,0,0,28,7657,49981,1697787,-104452,1859905,0,0,0,1755453,"1600000US2346475","town of monroe","MONROE","WALDO"
"434","ME","new vineyard","20300401300000",106419,2020,76883,0,5302,71581,0,0,0,0,0,0,0,19553,26452,0,1530503,185855,1390653,0,0,0,1576508,"1600000US2349520","town of new vineyard","NEW VINEYARD","FRANKLIN"
"435","ME","kingfield","20300401000000",106372,2020,553704,336326,252,0,0,157913,0,0,33308,0,25904,337081,40817,14928,3555872,720840,3227858,0,0,0,3948698,"1600000US2337025","town of kingfield","KINGFIELD","FRANKLIN"
"436","ME","mercer","20301302600000",116427,2020,0,0,0,0,0,0,0,0,0,0,0,79633,27848,0,1487252,255868,1338865,0,0,0,1594733,"1600000US2345110","town of mercer","MERCER","SOMERSET"
"437","ME","new portland","20301302100000",106418,2020,534903,413951,64007,0,0,56945,0,0,0,0,0,47306,37863,0,2106983,116029,2076123,0,0,0,2192152,"1600000US2349205","town of new portland","NEW PORTLAND","SOMERSET"
"438","ME","mount chase","20301004400000",106412,2020,17357,0,3775,0,0,13582,0,0,0,0,0,2210,5952,47485,733463,34782,754328,0,0,0,789110,"1600000US2347560","town of mount chase","MOUNT CHASE","PENOBSCOT"
"439","ME","ogunquit","20301660100000",106430,2020,11261639,8673705,410562,0,99000,632,1403968,0,228722,0,445050,3004114,213637,0,12394561,205663,15406649,0,0,0,15612312,"1600000US2354980","town of ogunquit","OGUNQUIT","YORK"
"440","ME","crystal","20300201300000",106302,2020,264,0,0,0,0,0,0,0,0,0,0,0,0,8264,422516,29285,401495,0,0,0,430780,"1600000US2315395","town of crystal","ISLAND FALLS","AROOSTOOK"
"441","ME","nobleboro","20300801200000",106424,2020,310564,0,242916,0,0,23114,44533,0,0,0,0,796085,823943,25000,4742475,19428,6368075,0,0,0,6387503,"1600000US2349660","town of nobleboro","NOBLEBORO","LINCOLN"
"442","ME","lyman","20301601600000",106389,2020,353756,0,300609,2000,0,0,0,0,51148,0,0,830080,36183,50392,7952554,222641,8646567,0,0,0,8869209,"1600000US2341750","town of lyman","LYMAN","YORK"
"443","ME","harrison","20300301200000",106354,2020,878181,576000,58674,0,0,0,51520,0,158312,0,33675,162280,0,0,7442850,730915,6874215,0,0,0,7605130,"1600000US2331600","town of harrison","HARRISON","CUMBERLAND"
"444","ME","milo","20301101300000",106406,2020,515570,411902,48401,0,0,0,0,0,55267,0,0,75795,65259,0,3647734,4590,3784198,0,0,0,3788788,"1600000US2346020","town of milo","MILO","PISCATAQUIS"
"445","ME","milbridge","20301503000000",106404,2020,393887,160592,26686,0,0,160583,0,0,33675,0,12351,123576,25728,0,3237500,229903,3156901,0,0,0,3386804,"1600000US2345600","town of milbridge","MILBRIDGE","WASHINGTON"
"446","ME","north berwick","20301601800000",116448,2020,2679845,1648783,168292,0,0,28668,387600,0,386827,0,59675,656289,72020,0,10962646,722085,10968870,0,0,0,11690955,"1600000US2350325","town of north berwick","NORTH BERWICK","YORK"
"447","ME","hancock","20300501600000",106350,2020,1196505,0,673621,0,0,0,99768,0,421115,0,2000,92942,762334,0,4760966,390443,5225799,0,0,0,5616242,"1600000US2330970","town of hancock","HANCOCK","HANCOCK"
"448","ME","cooper","20301501300000",106296,2020,47951,0,5165,0,0,42786,0,0,0,0,0,5898,54499,0,480054,11132,529319,0,0,0,540451,"1600000US2314100","town of cooper","COOPER","WASHINGTON"
"449","ME","cranberry isles","20300500900000",106300,2020,2048205,1975118,34176,0,0,0,9660,0,29252,0,0,84865,114668,0,1988357,377937,1809953,0,0,0,2187890,"1600000US2314905","town of cranberry isles","CRANBERRY ISLES","HANCOCK"
"450","ME","lee","20301003500000",106378,2020,319247,0,39465,145686,0,134096,0,0,0,0,4342,31486,44252,0,1836469,84054,1828153,0,0,0,1912207,"1600000US2338530","town of lee","LEE","PENOBSCOT"
"451","ME","howland","20301003000000",106360,2020,2531121,2470974,46131,4092,0,0,0,0,0,0,9924,1791650,34058,0,1766774,-165054,3757536,0,0,0,3592482,"1600000US2334190","town of howland","HOWLAND","PENOBSCOT"
"452","ME","lowell","20301003800000",106385,2020,523137,0,2535,0,0,520602,0,0,0,0,0,6590,42525,0,1014068,121646,941537,0,0,0,1063183,"1600000US2341435","town of lowell","WESTENFIELD","PENOBSCOT"
"453","ME","hanover","20300901200000",106351,2020,10500,0,10500,0,0,0,0,0,0,0,0,7326,4808,0,673009,-6934,692078,0,0,0,685144,"1600000US2331110","town of hanover","HANOVER","OXFORD"
"454","ME","dover-foxcroft","20301100700000",106315,2020,4541744,3029791,328288,568167,0,0,352134,0,263364,0,0,1026369,395318,62151,8151955,153479,9482314,0,0,0,9635793,"1600000US2318195","town of dover foxcroft","DOVER FOXCROFT","PISCATAQUIS"
"455","ME","kenduskeag","20301003200000",106370,2020,53254,0,4237,0,0,0,0,0,44421,0,4596,31744,25588,0,1666402,135567,1588168,0,0,0,1723735,"1600000US2336325","town of kenduskeag","KENDUSKEAG","PENOBSCOT"
"456","ME","holden","20301002900000",116393,2020,1195110,854828,16192,0,0,0,184975,0,79577,0,59539,138454,53084,16272,6327374,352055,6183129,0,0,0,6535184,"1600000US2333490","town of holden","HOLDEN","PENOBSCOT"
