"","state.abb","name","government_ID","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","geoID","population","city_place"
"28","GA","social circle","11214700400000",224017,2021,9423643,6091210,1123502,0,548222,1353459,147471,0,0,0,159779,8092401,589444,1079774,3645891,1550326,11857184,0,0,0,13407510,"1600000US1371660",4974,"Social Circle city"
"29","GA","chattahoochee hills","11206010400000",70777,2021,959680,0,398469,0,0,509327,0,0,0,0,51884,627360,195747,834251,3702862,1498936,3861284,0,0,0,5360220,"1600000US1315552",2950,"Chattahoochee Hills city"
"30","GA","argyle","11203200100000",92024,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US1302844",190,"Argyle town"
"31","GA","leesburg","11208800100000",70912,2021,3371183,0,466730,0,0,2341038,483790,0,0,0,79625,2172731,354346,1055265,1548284,1007538,4123088,0,0,0,5130626,"1600000US1345768",3480,"Leesburg city"
"32","IA","afton","16208800100000",114132,2021,0,0,0,0,0,1994000,100071,0,0,0,11462,1101563,158011,56058,355218,242280,1428570,0,0,0,1670850,"1600000US1900595",874,"Afton city"
"33","IA","baxter","16205000100000",113792,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US1904915",962,"Baxter city"
"34","IA","arnolds park","16203000100000",113613,2021,0,9170000,0,0,0,0,455475,0,0,0,31714,1427892,218180,0,7050592,276728,8419936,0,0,0,8696664,"1600000US1903025",1110,"Arnolds Park city"
"35","IA","cedar falls","16200700200000",33317,2021,56017122,19130154,6180613,0,0,0,24099298,0,3560585,0,3046472,15330016,3012469,4715371,47210781,12541632,57727005,0,0,0,70268637,"1600000US1911755",40713,"Cedar Falls city"
"36","IA","burlington","16202900100000",42546,2021,90056714,47241747,3645341,0,0,15606440,20758041,0,1129133,0,1676015,13795720,7424587,1986907,23821035,5410076,41618173,7198870,346808,0,47028249,"1600000US1909550",23982,"Burlington city"
"37","IA","cedar rapids","16205700300000",33329,2021,794711877,470214897,125298365,0,0,30463546,127728236,0,17397406,0,10325698,197792072,23771021,50023222,168507459,28140979,411952795,0,0,0,440093774,"1600000US1912000",137710,"Cedar Rapids city"
"38","IA","carlisle","16209100200000",114151,2021,0,0,0,0,0,13443740,1022667,0,0,0,136000,5516846,812941,78847,12000538,6912939,11496233,0,0,0,18409172,"1600000US1910765",4160,"Carlisle city"
"39","IA","carter lake","16207800300000",114029,2021,0,0,0,0,4790000,0,581702,0,0,0,174000,1706404,733031,3048,6048949,2695765,5795667,0,0,0,8491432,"1600000US1911215",3791,"Carter Lake city"
"40","AK","soldotna","02200900600000",31597,2021,14925747,1514593,2000066,0,2029399,0,8745616,0,14595,727607,621478,3403889,8213710,2882660,11285988,2398206,23388041,0,0,0,25786247,"1600000US0271640",4342,"Soldotna city"
"41","AK","nome","02201400700000",31601,2021,15262199,4881160,2264987,0,0,0,6271667,0,15068,553162,444516,2676962,5274552,1135866,11879707,-5068987,26036074,0,0,0,20967087,"1600000US0254920",3699,"Nome city"
"42","AK","kenai","02200900300000",31596,2021,18307879,935000,1687312,0,0,0,14607516,0,27350,1267838,1050701,6659814,9321043,3711493,18995952,9661065,29027237,0,0,0,38688302,"1600000US0238420",7424,"Kenai city"
"43","AK","kodiak","02201200200000",49495,2021,38792522,11603434,1763008,0,9001253,0,15428229,0,28781,1333044,967817,19458471,9079388,1639958,17190657,5885930,41482544,0,0,0,47368474,"1600000US0240950",5581,"Kodiak city"
"44","AK","sitka borough","02201700100000",95986,2021,208454991,147780649,6912368,235991,0,30491749,21214552,0,32035,1755309,1077980,36996834,18022046,3414002,30194044,22905920,65721006,0,0,0,88626926,"1600000US0270540",8458,"Sitka city and borough"
"45","AK","wasilla","02201300300000",31600,2021,25090829,0,7642970,0,0,496350,15774228,0,30424,1340513,1146857,8126287,12868598,1019404,21544973,9582169,33977093,0,0,0,43559262,"1600000US0283080",9054,"Wasilla city"
"46","IA","camanche","16202300300000",113552,2021,0,0,0,0,0,0,515155,0,0,0,0,1703235,837691,0,0,0,5469096,0,0,0,5469096,"1600000US1910135",4570,"Camanche city"
"47","IA","cascade","16203100500000",113627,2021,0,10494672,0,0,0,30163,612213,0,0,0,0,1661047,489397,63002,2241512,-640977,5095935,0,0,0,4454958,"1600000US1911305",2386,"Cascade city"
"48","IA","carson","16207800200000",114028,2021,0,0,0,1999,0,789000,150167,0,0,0,0,443008,255772,19451,601578,319236,1000573,0,0,0,1319809,"1600000US1911170",766,"Carson city"
"49","AL","jackson","01201300400000",64740,2021,16028341,2694720,479426,701496,0,0,1960739,0,0,0,92682,3576866,0,1930432,11906702,3355455,14058545,3185971,71536,0,17414000,"1600000US0138152",4748,"Jackson city"
"50","AL","opelika","01204100200000",66760,2021,180652190,76773224,14560789,0,0,0,43843605,0,12961506,0,3464291,55577922,4227992,3743170,83329671,36324162,110554593,0,0,0,146878755,"1600000US0157048",30995,"Opelika city"
"51","AL","foley","01200200500000",31558,2021,82227899,19001197,4933733,28866,634235,0,9162898,0,6807501,0,1049346,46561831,11154471,3226090,18324663,20597283,58669772,0,0,0,79267055,"1600000US0126992",20335,"Foley city"
"52","AL","prattville","01200100300000",43863,2021,80122153,0,6803911,578163,0,0,19468006,0,4014633,0,1714240,18514749,2855387,799992,41373033,13192327,50350834,0,0,0,63543161,"1600000US0162328",37781,"Prattville city"
"53","CA","redding","05204500100000",31881,2021,666538981,216297780,53800876,0,1211564,0,314463973,0,40637719,0,20654110,266185293,42081055,34800035,67353743,50516371,359903755,158320116,206106,2087229,410420126,"1600000US0659920",93611,"Redding city"
"54","CA","san leandro","05200101200000",31742,2021,343433260,43941395,28784608,11919031,35182642,227467,204059810,0,2752343,0,4774283,40407170,15881854,11522928,111537760,12956121,166393591,16410274,146539,3644686,179349712,"1600000US0668084",91008,"San Leandro city"
"55","CA","rosemead","05201952300000",31807,2021,23042435,0,12875493,0,0,0,9007798,951026,494841,0,664303,6579445,6590283,1780851,19386533,4297816,30039296,0,0,0,34337112,"1600000US0662896",51185,"Rosemead city"
"56","CA","riverside","05203301200000",31836,2021,2634527000,1731664000,169564000,17276000,457000,64678000,229566000,0,52276000,0,42906000,589373000,68381000,40557000,288936000,20496000,966751000,0,0,0,987247000,"1600000US0662000",314998,"Riverside city"
"57","CA","yorba linda","05203080100000",68051,2021,72491806,14852372,10406871,7611000,0,0,22596356,0,14625902,0,1431892,9987010,3474747,5418822,52570617,15120668,56330528,0,0,0,71451196,"1600000US0686832",68336,"Yorba Linda city"
"58","CA","san luis obispo","05204000400000",31867,2021,295169549,36810950,19946806,734673,56461657,0,167890655,0,4775631,0,3629770,76837267,7344567,5688200,73023209,33866131,129027112,0,0,0,162893243,"1600000US0668154",47063,"San Luis Obispo city"
"59","CA","rohnert park","05204970200000",104672,2021,84814957,8661864,12319719,0,808668,0,52281654,0,7565000,0,3178052,40622961,18738724,8401162,35076742,21220134,81619455,10294531,60480,0,102839589,"1600000US0662546",44390,"Rohnert Park city"
"60","CA","seaside","05202700900000",31817,2021,98986669,21371701,11189404,1388640,0,0,51059227,0,11571760,0,1407098,3478970,3433800,1575799,40930006,10318,49408257,0,0,0,49418575,"1600000US0670742",32366,"Seaside city"
"61","CA","tulare","05205400500000",101870,2021,322721296,226426483,17079921,0,0,0,69878659,0,3383363,0,4507995,72114419,6249833,0,61436172,23709398,116091026,0,0,0,139800424,"1600000US0680644",68875,"Tulare city"
"62","CA","san rafael","05202100800000",31814,2021,275596382,57339743,16908988,0,0,919874,157279576,0,25955000,0,4924298,23115482,5132596,8718764,90322261,17440720,109848383,3351864,4065,0,127289103,"1600000US0668364",61271,"San Rafael city"
"63","CA","santee","05203760200000",64767,2021,71213676,0,11649863,848189,140000,7091768,47342296,0,1091740,0,1666070,10625701,5139851,5589506,43343901,4972,64693987,0,0,0,64698959,"1600000US0670224",60037,"Santee city"
"64","CA","twentynine palms","05203640100000",67982,2021,4400547,0,2069227,0,1263036,0,793186,0,0,325643,275098,1254033,2791174,1853592,10132564,3341186,12690177,0,0,0,16031363,"1600000US0680994",28065,"Twentynine Palms city"
"65","CA","vista","05203770300000",31862,2021,227931379,94749053,23628521,0,26214325,0,72141839,0,0,0,4699641,51465148,13643897,6274173,77805287,26239709,122948796,0,0,0,149188505,"1600000US0682996",98381,"Vista city"
"66","CA","tustin","05203001900000",31827,2021,166732188,39348321,32949267,46761,0,0,68086178,0,12190997,0,4807442,26020062,8618631,4422891,71569269,-11754325,122385178,0,0,0,110630853,"1600000US0680854",80276,"Tustin city"
"67","CA","san mateo","05204101200000",31870,2021,779164922,422707224,63591396,0,5500619,0,247922220,0,10576957,0,10316241,99475422,19005126,15285635,119061004,35634394,217192793,68168853,851242,0,252827187,"1600000US0668252",105661,"San Mateo city"
"68","CA","reedley","05201001200000",49491,2021,55077598,28982270,3111351,345589,0,0,15095168,0,6953478,0,558120,15181729,4371502,4542406,12194609,-2246453,38536699,0,0,0,36290246,"1600000US0660242",25227,"Reedley city"
"69","CA","visalia","05205400600000",46963,2021,297291275,3636177,32771690,3501514,89265836,0,140295967,0,0,0,6891191,85661282,21518813,24240815,112927897,70825193,173523614,26541600,1248993,1403790,244348807,"1600000US0682954",141384,"Visalia city"
"70","IL","arrowsmith","14205700100000",96607,2021,70250,0,862,0,0,69388,0,0,0,0,0,91284,0,0,118824,1679,208429,0,0,0,210108,"1600000US1702342",276,"Arrowsmith village"
"71","IL","armington","14209000100000",96605,2021,16458,0,16458,0,0,0,0,0,0,0,0,92689,9656,11302,140376,10665,243358,0,0,0,254023,"1600000US1702206",310,"Armington village"
"72","IL","arcola","14202100100000",65644,2021,2008117,1218599,41938,0,0,747580,0,0,0,0,0,1453971,323669,272419,2293005,651261,3691803,0,0,0,4343064,"1600000US1701881",2927,"Arcola city"
"73","IL","argenta","14205800100000",96602,2021,146832,0,8737,0,0,138095,0,0,0,0,0,236045,67849,0,424682,86804,641772,0,0,0,728576,"1600000US1701972",913,"Argenta village"
"74","IL","apple river","14204300100000",96600,2021,1822,0,1822,0,0,0,0,0,0,0,0,146434,0,12060,140404,41716,257182,0,0,0,298898,"1600000US1701673",347,"Apple River village"
"75","IL","aroma park","14204600100000",111845,2021,1581144,1580000,1144,0,0,0,0,0,0,0,0,494273,50846,272000,450476,370889,896706,0,0,0,1267595,"1600000US1702258",664,"Aroma Park village"
"76","IL","arlington","14200600100000",96604,2021,289442,274500,14942,0,0,0,0,0,0,0,0,69938,0,6494,117487,21109,172810,0,0,0,193919,"1600000US1702102",169,"Arlington village"
"77","IL","algonquin","14205600100000",96588,2021,47009311,3293277,8249401,0,21317732,0,9200572,0,3231317,0,1447012,13112430,2942253,2679874,25442880,10829805,33347632,0,0,0,44177437,"1600000US1700685",29700,"Algonquin village"
"78","AZ","avondale","03200700100000",31632,2021,188672136,66074994,25546872,3824370,0,0,81560935,0,181037,215946,7933838,48479481,14311696,61320658,104991991,84439247,144664579,0,0,0,229103826,"1600000US0404720",89334,"Avondale city"
"79","AZ","safford","03200500200000",66969,2021,53140016,6525000,7601160,131840,7583755,0,23394002,0,0,0,494174,24355080,1886539,1684334,13760818,7900225,33786546,1918447,0,0,41686771,"1600000US0462000",10129,"Safford city"
"80","AZ","show low","03200900200000",64750,2021,34480651,7425000,5562612,1139318,4959256,0,14338093,0,39425,224052,989957,14676364,3900094,1778639,22081566,9258345,33178319,0,0,0,42436664,"1600000US0466470",11732,"Show Low city"
"81","AZ","kingman","03200800100000",43416,2021,91979128,1475000,9579219,794801,21367634,0,51029949,0,5716833,165399,2015692,29680491,8553302,6762592,38126177,22788893,60333669,10362343,10726,0,83122562,"1600000US0437620",32689,"Kingman city"
"82","AZ","prescott","03201300200000",31646,2021,194870090,22318371,15623600,0,66401945,0,83332122,0,532804,263054,4703391,56492377,2704113,24148759,80237591,46021027,117561813,0,0,0,163582840,"1600000US0457380",45827,"Prescott city"
"83","AZ","buckeye","03200700200000",48770,2021,404864045,302918800,33946542,0,0,0,64788393,0,0,0,3210310,83069892,16005789,30970867,106451425,56362701,180135272,13407055,5863916,1187207,236497973,"1600000US0407940",91502,"Buckeye city"
"84","AZ","cottonwood","03201350200000",31647,2021,93173880,37708858,3995534,893847,18283570,0,30075185,6614,100105,164276,1367633,15508870,6480841,567018,27986081,12722919,37819891,8649599,15340,0,50542810,"1600000US0416410",12029,"Cottonwood city"
"85","AZ","scottsdale","03200701100000",31637,2021,1719985000,985338000,106185000,1799000,0,0,421583000,0,1923000,0,33927000,256516000,52751000,339814000,439657000,443746000,644992000,0,0,0,1088738000,"1600000US0465000",241361,"Scottsdale city"
"86","AZ","eloy","03201100300000",43495,2021,40899234,6039572,6308878,413416,8787557,0,13806178,0,0,0,989457,8277086,5493127,7293300,15723004,10534752,26251765,3143123,216,0,36786517,"1600000US0422360",15635,"Eloy city"
"87","AZ","mesa","03200700800000",31634,2021,4282895000,1932351000,345738000,0,0,1285000,1014811000,0,953762000,0,34949000,505109000,101375000,45415000,571600000,52246000,1171253000,0,0,0,1223499000,"1600000US0446000",504258,"Mesa city"
"88","AZ","maricopa","03201110100000",65753,2021,73743950,35160760,5148574,2890971,4161881,0,24663673,0,0,0,1718091,11923032,4893003,12422823,61237022,20727513,69748367,0,0,0,90475880,"1600000US0444410",58125,"Maricopa city"
"89","AZ","surprise","03200750200000",31639,2021,293593805,123782101,25432655,0,0,2390000,121011203,0,309247,421648,9476864,95226463,22724609,139103955,159664810,182109688,234610149,0,0,0,416719837,"1600000US0471510",143148,"Surprise city"
"90","AZ","page","03200390100000",31630,2021,23432364,5374702,5167709,735625,0,0,10689031,0,42869,473672,1422428,19947862,6766527,1778121,14438617,6684180,36246947,0,0,0,42931127,"1600000US0451810",7440,"Page city"
"91","AZ","goodyear","03200700700000",66950,2021,663049336,468101185,69664876,0,2488002,24223918,90716013,0,230946,471120,7624396,109115342,9587222,56981140,165312794,121749823,219246675,62983880,4725,26481652,340996498,"1600000US0428380",95294,"Goodyear city"
"92","AZ","tempe","03200701200000",31638,2021,1425994727,632716012,146886861,1306299,9246583,0,493723063,0,96033887,703550,36783727,156598497,36398251,36754274,315069738,55736491,489084269,91419451,10980920,0,544820760,"1600000US0473000",180587,"Tempe city"
"93","AZ","tucson","03201000200000",31644,2021,3382060447,613720192,268899451,10533273,26851862,0,1291047640,0,212813304,0,52396915,436980206,258542441,114021672,636946327,304253927,1142236719,0,0,0,1446490646,"1600000US0477000",542629,"Tucson city"
"94","AZ","bullhead","03200840100000",31640,2021,77202529,27590878,8031244,144257,0,6034525,32526847,0,0,192872,2874779,16065077,9413545,382494,33706878,3019663,56548331,9902545,25202,0,59567994,"1600000US0408220",41348,"Bullhead City city"
"95","AZ","san luis","03201460100000",64754,2021,86859644,53884193,10635033,309382,0,703232,20305556,0,0,0,1022248,15546706,5517652,13960490,24054496,19818040,39261304,4840917,227670,1597206,59079344,"1600000US0463470",35257,"San Luis city"
"96","AZ","coolidge","03201100200000",44392,2021,25983147,6737000,1772073,0,793508,0,15199950,289979,30056,111916,468678,6781990,6910114,3600285,17513650,13073972,21732067,0,2718,0,34806039,"1600000US0415500",13218,"Coolidge city"
"97","AZ","el mirage","03200700400000",64748,2021,68176805,21130822,5566934,0,17198541,0,22883880,0,45137,104127,1351491,18440965,10654161,447025,29686727,17344386,41884492,0,0,0,59228878,"1600000US0422220",35805,"El Mirage city"
"98","AZ","florence","03201100400000",64752,2021,47206385,19777206,9863861,256365,0,3801521,12849113,0,0,0,658319,13304444,4602226,4943929,24484734,14729305,32606028,4489923,35502,0,47335333,"1600000US0423760",26785,"Florence town"
"99","AZ","lake havasu","03200860100000",110889,2021,358893208,167792763,16622968,2091068,52805133,925126,102039990,0,13052925,0,3563235,49948025,15056265,4117560,69461166,26835217,111747799,0,0,0,138583016,"1600000US0439370",57144,"Lake Havasu City city"
"100","AZ","oro valley","03201090100000",66962,2021,104316700,33139455,13511314,0,2713108,0,52157801,0,0,0,2795022,32293410,8171190,33170037,39364932,35292153,77707416,18199075,4495497,3350964,112999569,"1600000US0451600",47070,"Oro Valley town"
"101","AZ","marana","03201090200000",64751,2021,175112033,95878475,13528585,0,16776531,0,46802533,0,0,0,1581632,22825259,14465174,24301721,61837240,28285206,95144188,7492968,150350,3302873,123429394,"1600000US0444270",51908,"Marana town"
"102","AZ","queen creek","03200740500000",66967,2021,432306110,252435085,27483972,0,112819931,0,29817469,0,0,0,2567893,84862697,9617280,28283079,90090050,97190920,115662186,29348982,5784031,5838848,212853106,"1600000US0458150",59519,"Queen Creek town"
"103","AZ","prescott valley","03201360100000",31648,2021,85800272,56843483,12229792,0,3997,0,13300134,0,0,0,1596950,21356797,4416308,14937832,62511152,32917650,70304439,5578690,3418401,1024209,103222089,"1600000US0457450",46785,"Prescott Valley town"
"104","AZ","sahuarita","03201020100000",65828,2021,59348996,17175027,2589140,1223793,22378978,0,14652383,0,45820,221041,1283855,8988803,5517384,3448469,25612222,6162002,37404876,0,0,0,43566878,"1600000US0462140",34134,"Sahuarita town"
"105","AZ","fountain hills","03200740400000",66947,2021,2051624,0,1536861,0,0,0,0,0,0,0,514763,1899349,4733757,135525,24585835,3592174,27762292,0,0,0,31354466,"1600000US0425300",23820,"Fountain Hills town"
"106","AZ","gilbert","03200700500000",96335,2021,628037312,380118303,72295451,0,0,0,153554553,0,970620,0,21098385,123996189,45579596,79632506,224279538,93942181,379545648,52917756,3758882,16291108,473487829,"1600000US0427400",267918,"Gilbert town"
"107","IL","antioch","14204900100000",96599,2021,48680761,4106761,720438,0,9743404,0,28333898,2694182,5195647,0,580613,4993833,669114,475497,16587594,2010914,20715124,0,559723,0,22726038,"1600000US1701595",14622,"Antioch village"
"108","CA","dixon","05204800200000",31882,2021,59652073,0,5167334,0,24910953,0,23525245,0,4684837,0,1363704,23571757,7230798,15569163,24312848,14354407,56330159,0,0,0,70684566,"1600000US0619402",18988,"Dixon city"
"109","CA","biggs","05200400100000",91960,2021,6907692,0,1075477,0,4831600,0,796000,0,85000,0,119615,4139117,815900,9075146,679342,9501320,5208185,0,0,0,14709505,"1600000US0606560",1964,"Biggs city"
"110","CA","modesto","05205000200000",31888,2021,924422665,274770722,135118423,4104503,28100033,1282000,364250642,0,30427400,0,12275660,209083826,41321509,66497608,194423077,120984162,390341858,0,0,0,511326020,"1600000US0648354",218464,"Modesto city"
"111","CA","carlsbad","05203700100000",31855,2021,245990489,0,62613154,0,13749899,0,166473462,0,3153974,0,0,95210911,29943096,17166709,160348819,28488868,274180667,51460006,4986832,0,302669535,"1600000US0611194",114746,"Carlsbad city"
"112","CA","beaumont","05203300200000",46689,2021,251420000,166384497,58113926,252165,0,0,19940189,0,0,0,3147991,17178786,6367909,18434678,37993981,12014951,67960403,0,0,0,79975354,"1600000US0604758",53036,"Beaumont city"
"113","CA","brea","05203000200000",43106,2021,247829250,44985000,21688901,301222,0,0,138346740,0,30255880,0,3114061,39719610,12253092,3239077,58666527,8367492,105510814,0,0,0,113878306,"1600000US0608100",47325,"Brea city"
"114","CA","lomita","05201970300000",67501,2021,24851331,5995000,2470456,0,0,0,8604362,0,7024932,0,756581,10022862,3100247,526724,10703519,5060836,19292516,8206024,7720,0,24353352,"1600000US0642468",20921,"Lomita city"
"115","CA","cathedral","05203360100000",31840,2021,233345415,70132068,17931292,0,0,0,40904252,0,96081378,0,4700708,17577371,13694896,22019101,102328584,80358991,75260961,0,0,0,155619952,"1600000US0612048",51493,"Cathedral City city"
"116","CA","chico","05200400200000",31744,2021,202542629,0,22758731,1997874,21580309,0,144649772,0,0,0,3968494,37674306,9060513,19647031,68112753,32488989,102005614,0,0,0,134494603,"1600000US0613014",101475,"Chico city"
"117","CA","antioch","05200700100000",43096,2021,202648427,3087668,38511306,0,8821493,0,123775961,107846,23296041,0,3624137,66860718,14395361,16809093,77540924,39940283,135665813,45158872,99516,0,175606096,"1600000US0602252",115291,"Antioch city"
"118","CA","corona","05203300600000",31831,2021,525565044,56777058,45024837,12277385,19163158,0,261086344,0,92198046,0,10321273,149108587,35608943,23400628,122430997,49411911,281137244,65486307,392853,2405704,330549155,"1600000US0616350",157136,"Corona city"
"119","CA","coronado","05203700300000",67203,2021,72061487,0,5059132,0,0,0,54602574,0,2054149,0,3098944,19497616,3089246,1081528,51993338,-1479607,77141335,0,0,0,75661728,"1600000US0616378",20192,"Coronado city"
"120","CA","crescent","05200800100000",31754,2021,49629503,0,2323162,0,34828253,0,11314498,0,797661,0,365929,8968016,4375106,5973126,5335053,7214308,17436993,4785176,0,0,24651301,"1600000US0617022",6673,"Crescent City city"
"121","CA","cypress","05203050200000",67220,2021,78140162,0,9664212,0,0,0,53272251,0,0,0,2295261,5581755,3862424,1869583,37533278,965768,47881272,0,0,0,48847040,"1600000US0617750",50151,"Cypress city"
"122","CA","dublin","05200160100000",67246,2021,40670194,0,22131747,0,0,0,17023464,0,0,0,1296513,20455759,5545115,5674477,89607230,13182731,108099850,5015725,265537,0,121282581,"1600000US0620018",72589,"Dublin city"
"123","CA","agoura hills","05201960400000",66988,2021,24591499,12713708,5297088,0,0,0,5422335,0,642396,0,515972,1648889,5461487,4731794,13841791,5558031,20125930,0,0,0,25683961,"1600000US0600394",20299,"Agoura Hills city"
"124","CA","highland","05203640300000",31850,2021,19429008,0,11555623,0,953364,0,5040141,0,1052760,0,678071,5098157,3909827,4994406,21539810,-2223865,37766065,0,0,0,35542200,"1600000US0633588",56999,"Highland city"
"125","CA","escondido","05203700500000",31858,2021,535293254,154193457,42345932,941695,31282926,0,267103762,0,0,0,10584054,131600068,19072104,28179696,104911368,33952757,249810479,0,0,0,283763236,"1600000US0622804",151038,"Escondido city"
"126","CA","exeter","05205400200000",47320,2021,25032374,0,9469782,1273837,0,8171905,5709474,0,0,0,333403,5735691,762330,5739542,4675550,6933850,9979263,0,0,0,16913113,"1600000US0623126",10321,"Exeter city"
