"","state.abb","name","government_ID","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","geoID","population","city_place"
"600","IL","germantown","14201400700000",92333,2021,1030963,0,5300,0,0,1025663,259481,0,0,0,0,691215,51206,41816,953249,420918,1316568,0,0,0,1737486,"1600000US1729041",1324,"Germantown village"
"601","IL","gifford","14201000400000",92334,2021,624563,0,0,0,624563,0,0,259767,0,0,0,339607,0,0,453481,4553,788535,0,0,0,793088,"1600000US1729145",911,"Gifford village"
"602","IL","gladstone","14203600200000",104920,2021,285000,0,0,0,0,285000,0,0,0,0,0,64086,6300,0,88829,38576,120639,0,0,0,159215,"1600000US1729431",234,"Gladstone village"
"603","IL","gilman","14203801000000",72156,2021,1313393,145000,0,0,0,1168393,0,0,0,0,0,541371,0,0,2128560,1079973,1589958,0,0,0,2669931,"1600000US1729275",1738,"Gilman city"
"604","IL","hardin","14200700400000",92393,2021,108113,0,8900,0,83887,0,0,0,0,0,0,201069,352180,0,465322,44701,973870,0,0,0,1018571,"1600000US1732850",801,"Hardin village"
"605","IL","harvard","14205600500000",72331,2021,26784049,11177440,1047312,0,1700762,602600,7605665,317656,3004329,0,395941,3200000,856641,0,7510821,1574714,9992748,0,0,0,11567462,"1600000US1733331",9469,"Harvard city"
"606","IL","harvel","14206800700000",92400,2021,6286,0,236,0,0,0,0,0,0,0,0,30478,4899,0,92160,19708,107829,0,0,0,127537,"1600000US1733357",178,"Harvel village"
"607","IL","yorkville","14204700700000",96833,2021,44662136,20247669,5146205,0,943766,673426,10450027,311802,1231480,0,798576,12512099,3037020,2939887,17734360,9553626,26669740,0,0,0,36223366,"1600000US1784038",21533,"Yorkville city"
"608","IL","harwood heights","14201603800000",92401,2021,26516795,4499834,855881,237273,2778683,528875,14553308,0,1823135,0,1239806,4036999,284028,0,8520581,576455,12265153,0,0,0,12841608,"1600000US1733435",9065,"Harwood Heights village"
"609","IL","herrick","14208700300000",92414,2021,210673,137000,53088,0,0,20585,0,37334,0,0,0,162078,43828,0,162075,-2728,370709,0,0,0,367981,"1600000US1734332",358,"Herrick village"
"610","IL","hampton","14208100600000",92387,2021,291951,128000,133634,839,0,0,0,105824,0,0,9648,810657,3493,107083,1302506,605099,1618640,0,0,0,2223739,"1600000US1732564",1779,"Hampton village"
"611","IL","havana","14206300400000",72338,2021,1990838,99009,266212,0,0,1362296,0,764793,185944,0,77377,1129766,486202,0,3630573,1309935,3936606,0,0,0,5246541,"1600000US1733513",2963,"Havana city"
"612","IL","hanaford","14202800500000",92388,2021,170167,134000,10082,0,0,26085,0,0,0,0,0,188889,64578,10775,16361,26051,254552,0,0,0,280603,"1600000US1732616",320,"Hanaford village"
"613","IL","herrin","14210000900000",100156,2021,8730774,3857301,862016,2385122,0,385513,274696,0,0,0,966126,6284776,311118,0,10089821,3022935,13662780,0,0,0,16685715,"1600000US1734358",12352,"Herrin city"
"614","IL","harristown","14205880100000",92396,2021,290863,0,93,0,290770,0,0,0,0,0,0,400910,0,0,1108299,859067,650142,0,0,0,1509209,"1600000US1733227",1310,"Harristown village"
"615","IL","hanna city","14207200800000",92389,2021,362935,0,495,0,311272,0,83601,0,0,0,0,558410,50535,40366,573900,74336,1148875,0,0,0,1223211,"1600000US1732668",1253,"Hanna City village"
"616","IL","hartford","14206001100000",92397,2021,767107,0,313980,0,0,0,248161,0,0,0,204966,1369685,159060,47088,2472031,59196,3988668,0,0,0,4047864,"1600000US1733279",1185,"Hartford village"
"617","IL","hanover","14204300500000",92391,2021,856838,695000,125327,0,0,36511,0,0,0,0,0,1102020,57753,111005,351959,432308,1190429,0,0,0,1622737,"1600000US1732707",863,"Hanover village"
"618","IL","hazel crest","14201603900000",92405,2021,50133131,9717564,1955337,0,0,0,18722570,248456,19140909,0,596751,6249034,1577664,1212171,15864019,5033542,19869346,0,0,0,24902888,"1600000US1733695",13382,"Hazel Crest village"
"619","IL","normal","14205701600000",73259,2021,229857948,84514864,8295838,0,1300166,0,89013650,0,42775902,0,2972528,27134379,3272314,4728711,60853912,1442779,94546537,0,0,0,95989316,"1600000US1753234",52736,"Normal town"
"620","IL","henry","14206200100000",72364,2021,168534,0,18534,0,150000,0,0,344699,0,0,0,915093,115022,0,1351294,236722,2144687,0,0,0,2381409,"1600000US1734163",2320,"Henry city"
"621","IL","hebron","14205600600000",92406,2021,3555935,0,1003,0,3300983,218840,4741,0,0,0,0,1044346,58773,0,777875,395045,1485949,0,0,0,1880994,"1600000US1733851",1368,"Hebron village"
"622","IL","henderson","14204800500000",92409,2021,544073,0,0,0,0,544073,0,0,0,0,0,110401,0,0,85302,45366,150337,0,0,0,195703,"1600000US1734007",266,"Henderson village"
"623","IL","hecker","14206700300000",92407,2021,138219,0,0,0,0,0,0,0,0,0,0,170634,23261,0,63178,51248,466000,0,0,0,517248,"1600000US1733877",429,"Hecker village"
"624","IL","inverness","14201670100000",92454,2021,3033096,2419406,562708,0,0,0,15728,0,0,0,35254,498577,372505,325082,4232326,1730531,3697959,0,0,0,5428490,"1600000US1737608",7616,"Inverness village"
"625","IL","iola","14201300300000",92455,2021,250498,245500,1123,0,0,3875,0,0,0,0,0,58984,0,0,46217,-19840,125041,0,0,0,105201,"1600000US1737621",98,"Iola village"
"626","IL","ipava","14202901100000",92456,2021,105799,94139,1200,0,10460,0,0,0,0,0,0,223516,0,0,177864,28005,373375,0,0,0,401380,"1600000US1737647",447,"Ipava village"
"627","IL","island lake","14204901000000",92463,2021,8187863,175000,219678,0,0,103733,7526927,0,0,0,162525,2168052,603603,0,4598383,-304266,7674304,0,0,0,7370038,"1600000US1737894",8051,"Island Lake village"
"628","IL","jewett","14201800200000",92472,2021,31537,0,16050,0,0,15487,0,0,0,0,0,47384,15333,0,64096,35,126778,0,0,0,126813,"1600000US1738427",196,"Jewett village"
"629","IL","greenview","14206500200000",92372,2021,563357,0,23357,0,540000,0,0,0,0,0,0,131818,32095,0,293584,-1252,458749,0,0,0,457497,"1600000US1731576",745,"Greenview village"
"630","IL","greenville","14200300100000",46151,2021,8791714,4730000,764709,0,0,367212,2593924,889334,335869,0,0,3885454,823362,120000,4416662,1946364,7299114,0,0,0,9245478,"1600000US1731589",7083,"Greenville city"
"631","IL","hainesville","14204900700000",92380,2021,167747,0,90708,0,0,0,24908,0,0,0,14781,1343255,135308,121527,1686190,-154725,3441005,0,0,0,3286280,"1600000US1732200",3546,"Hainesville village"
"632","IL","hammond","14207400600000",92385,2021,434972,130000,13418,0,291554,0,0,0,0,0,0,201256,2215,0,185658,17338,371791,0,0,0,389129,"1600000US1732499",508,"Hammond village"
"633","IL","green oaks","14204951600000",92365,2021,11096866,10649931,446935,0,0,0,0,0,0,0,0,986854,127192,161048,5000692,1582990,4692796,0,0,0,6275786,"1600000US1731446",4128,"Green Oaks village"
"634","IL","gridley","14205701000000",92374,2021,312297,282000,30297,0,0,0,0,0,0,0,0,537740,0,0,845498,276259,1106979,0,0,0,1383238,"1600000US1731732",1456,"Gridley village"
"635","IL","hamel","14206001000000",92384,2021,517945,0,5330,0,484615,0,0,0,0,0,0,567752,60547,0,908081,329633,1206747,0,0,0,1536380,"1600000US1732408",929,"Hamel village"
"636","IL","hampshire","14204501000000",92386,2021,8603580,1460000,1045481,0,742171,0,4698482,790957,0,0,152922,4101719,855845,715187,3822767,1041845,8453673,0,0,0,9495518,"1600000US1732525",7667,"Hampshire village"
"637","IL","gurnee","14204900600000",92378,2021,32992508,0,3563151,0,5129401,2778024,12827636,0,7023577,0,1219404,21412234,1871594,1000000,33344601,9070875,48557554,0,0,0,57628429,"1600000US1732018",30706,"Gurnee village"
"638","IL","granville","14207800100000",92362,2021,1838472,1202000,88389,0,514600,33483,0,0,0,0,0,611426,58868,0,884777,343890,1211181,0,0,0,1555071,"1600000US1731017",1359,"Granville village"
"639","IL","griggsville","14207500600000",72267,2021,444451,0,3981,0,194533,245937,6063,0,0,0,0,328471,18396,24000,613491,-15156,999514,0,0,0,984358,"1600000US1731771",1097,"Griggsville city"
"640","IL","grand ridge","14205000500000",92355,2021,1425387,1046000,11158,0,368229,0,0,0,0,0,0,161790,23102,25375,236015,5309,440973,0,0,0,446282,"1600000US1730757",515,"Grand Ridge village"
"641","IL","illiopolis","14208401000000",92447,2021,22317,0,22317,0,0,0,0,0,0,0,0,342226,24335,0,948526,672008,643079,0,0,0,1315087,"1600000US1737127",846,"Illiopolis village"
"642","IL","heyworth","14205701100000",92416,2021,4928806,4769500,178152,0,0,0,0,56365,0,0,37519,1096437,119137,93617,3518679,966025,3861845,0,0,0,4827870,"1600000US1734449",2791,"Heyworth village"
"643","IL","hillside","14201604100000",92421,2021,112468224,24014986,1414099,686349,0,0,71689684,740148,12277370,0,2385736,5035481,871778,222097,21006841,-4657129,31793326,0,0,0,27136197,"1600000US1735086",8320,"Hillside village"
"644","IL","hinckley","14201900400000",92422,2021,5440248,0,85092,0,5313650,0,0,208442,0,0,19017,1115743,142326,0,1044390,477109,1825350,0,0,0,2302459,"1600000US1735268",2006,"Hinckley village"
"645","IL","homewood","14201604400000",92431,2021,74446839,1790000,3768855,0,0,0,54963610,1482865,13149880,0,496535,10560381,2166052,0,20701546,91716,33336263,0,0,0,33427979,"1600000US1735879",19463,"Homewood village"
"646","IL","herscher","14204600800000",92415,2021,307277,0,7277,0,0,300000,0,157548,0,0,0,747172,65634,0,986125,230903,1568028,0,0,0,1798931,"1600000US1734384",1521,"Herscher village"
"647","IL","hoopeston","14209201000000",72432,2021,2232057,0,144347,0,2087710,0,0,0,0,0,0,2424669,0,0,3653146,583307,5494508,0,0,0,6077815,"1600000US1736061",4915,"Hoopeston city"
"648","IL","highwood","14204900900000",72388,2021,11913620,5013248,1083141,0,2335005,0,3370908,497232,0,0,111318,2725179,510587,378105,5422255,1345209,7690917,0,0,0,9036126,"1600000US1734865",5074,"Highwood city"
"649","IL","indian head park","14201651000000",224236,2021,3519815,1635000,468638,0,444778,0,496610,0,429048,0,15741,2144507,325807,667208,2748664,910733,4975453,0,0,0,5886186,"1600000US1737257",4065,"Indian Head Park village"
"650","IL","hopedale","14209000700000",92435,2021,1791814,0,45595,0,92053,1654166,0,67144,0,0,0,433450,44390,45220,722862,216226,1029696,0,0,0,1245922,"1600000US1736126",830,"Hopedale village"
"651","IL","hillcrest","14207150100000",92418,2021,527340,0,5226,0,0,522114,0,0,0,0,0,344605,19351,79296,700539,550125,593666,0,0,0,1143791,"1600000US1734982",1224,"Hillcrest village"
"652","IL","industry","14205500600000",92453,2021,1322027,0,4350,0,1317677,0,0,0,0,0,0,216174,15751,584823,132988,661426,288310,0,0,0,949736,"1600000US1737439",399,"Industry village"
"653","IL","hudson","14205701200000",92439,2021,360598,0,103792,0,0,0,234987,0,0,0,21819,450044,0,136389,916308,420115,1082626,0,0,0,1502741,"1600000US1736438",1753,"Hudson village"
"654","IL","hull","14207500700000",92440,2021,332152,312155,19997,0,0,0,0,0,0,0,0,137051,30178,0,110065,94892,182402,0,0,0,277294,"1600000US1736516",392,"Hull village"
"655","IL","humboldt","14201500300000",92441,2021,32283,0,32283,0,0,0,0,0,0,0,0,153836,30046,0,98055,38781,243156,0,0,0,281937,"1600000US1736542",361,"Humboldt village"
"656","IL","hume","14202300300000",92442,2021,0,0,0,0,0,0,0,0,0,0,0,66311,0,0,120857,94158,93010,0,0,0,187168,"1600000US1736568",325,"Hume village"
"657","IL","hurst","14210001000000",72467,2021,1211504,982000,39604,0,0,189900,0,0,0,0,0,352789,72271,0,327073,65500,686633,0,0,0,752133,"1600000US1736815",764,"Hurst city"
"658","IL","hutsonville","14201700200000",92446,2021,9236,0,9236,0,0,0,0,0,0,0,0,195630,66634,0,163743,63500,362507,0,0,0,426007,"1600000US1736841",478,"Hutsonville village"
"659","IL","homer glen","14209930000000",92429,2021,2115907,0,1452651,0,0,127969,401952,0,0,0,133335,2976516,1078612,4812023,12635925,9627323,11875753,0,0,0,21503076,"1600000US1735835",24543,"Homer Glen village"
"660","IL","hindsboro","14202100500000",92423,2021,8306,0,8306,0,0,0,0,0,0,0,0,80845,1200,0,132232,57227,157050,0,0,0,214277,"1600000US1735281",275,"Hindsboro village"
"661","IL","hoffman","14201400800000",92427,2021,5700,0,5700,0,0,0,0,0,0,0,0,138163,0,0,173458,6419,305202,0,0,0,311621,"1600000US1735398",439,"Hoffman village"
"662","IL","hopkins park","14204680100000",224235,2021,59683,45212,0,0,0,14471,0,0,0,0,0,157706,41262,0,246045,-7192,452205,0,0,0,445013,"1600000US1736190",597,"Hopkins Park village"
"663","IL","hillsboro","14206800800000",72391,2021,8711764,5720000,214779,0,0,299320,2370665,575221,0,0,60000,3707904,443559,301294,3768859,2006837,6214779,0,0,0,8221616,"1600000US1735047",5902,"Hillsboro city"
"664","IL","homer","14201000500000",92430,2021,2703667,0,8472,0,2695195,0,0,0,0,0,0,585251,2542,0,1735470,794486,1528777,0,0,0,2323263,"1600000US1735814",1073,"Homer village"
"665","IL","highland","14206001200000",72383,2021,52844856,16069657,3155038,300000,8829473,10506781,8944750,1046766,2541460,0,1312256,28556720,927832,2496412,12789550,4967160,39803354,0,0,0,44770514,"1600000US1734670",9991,"Highland city"
"666","IL","ina","14204100300000",92448,2021,0,0,0,0,0,0,0,0,0,0,0,94727,93202,0,767669,380665,574933,0,0,0,955598,"1600000US1737179",1641,"Ina village"
"667","IL","hopewell","14206260100000",92437,2021,20555,0,7518,0,13037,0,0,0,0,0,0,89997,0,0,158634,44842,203789,0,0,0,248631,"1600000US1736150",421,"Hopewell village"
"668","IL","kildeer","14204950700000",92496,2021,8808704,1320000,354635,0,0,0,7125540,54928,0,0,8529,667528,395136,0,3907473,-245831,5215968,0,0,0,4970137,"1600000US1739883",4091,"Kildeer village"
"669","IL","kenney","14202000400000",92493,2021,10327,0,0,0,0,10327,0,0,0,0,0,110057,10742,0,120911,22572,219138,0,0,0,241710,"1600000US1739532",311,"Kenney village"
"670","IL","kirkwood","14209400200000",92505,2021,2338449,0,4000,0,2279762,54687,0,0,0,0,0,305974,11000,23528,264599,125183,479918,0,0,0,605101,"1600000US1740182",678,"Kirkwood village"
"671","IL","jeffersonville","14209600400000",92469,2021,150568,105000,33548,0,0,0,0,0,0,0,0,227384,25234,0,77986,-30733,361337,0,0,0,330604,"1600000US1738323",355,"Jeffersonville village"
"672","IL","jerome","14208401100000",92470,2021,263886,0,68102,186656,0,0,9128,0,0,0,0,585668,123213,0,981906,389338,1301449,0,0,0,1690787,"1600000US1738375",1692,"Jerome village"
"673","IL","joppa","14206400200000",92477,2021,752,0,752,0,0,0,0,0,0,0,0,95232,11457,26000,119177,38936,212930,0,0,0,251866,"1600000US1738674",350,"Joppa village"
"674","IL","joy","14206600200000",92478,2021,1738088,1730000,1442,0,6646,0,0,0,0,0,0,198333,36841,1385011,194757,1497454,317488,0,0,0,1814942,"1600000US1738739",372,"Joy village"
"675","IL","itasca","14202200900000",92464,2021,67206077,23569844,2853829,0,15608972,0,22132653,231919,2426750,0,614029,10384917,349935,325818,11661931,-420788,23143389,0,0,0,22722601,"1600000US1737907",9543,"Itasca village"
"676","IL","jerseyville","14204200500000",72536,2021,142335,0,13823,0,0,10000,10733738,0,0,0,0,3147832,687258,278938,24354362,17331949,11136441,0,0,0,28468390,"1600000US1738414",8337,"Jerseyville city"
"677","IL","iuka","14206100400000",92466,2021,331908,330000,1908,0,0,0,0,0,0,0,0,207423,9695,7536,180249,82059,322844,0,0,0,404903,"1600000US1737933",512,"Iuka village"
"678","IL","irving","14206800900000",92459,2021,49698,0,1549,0,0,48149,0,0,0,0,0,113774,16311,0,137902,-6976,274963,0,0,0,267987,"1600000US1737738",373,"Irving village"
"679","IL","kane","14203100500000",92484,2021,2386993,2379000,0,0,7993,0,0,0,0,0,0,146491,0,2736450,131119,2696348,317712,0,0,0,3014060,"1600000US1738869",296,"Kane village"
"680","IL","ivesdale","14201000600000",92467,2021,306057,0,0,0,199513,106544,0,0,0,0,0,70013,0,0,120465,14957,175521,0,0,0,190478,"1600000US1737998",265,"Ivesdale village"
"681","IL","karnak","14207700200000",92488,2021,104348,92000,0,0,0,12348,0,0,0,0,0,385996,0,0,173175,932,558239,0,0,0,559171,"1600000US1739077",430,"Karnak village"
"682","IL","keensburg","14209300300000",96816,2021,190772,158000,17991,0,14781,0,0,0,0,0,0,66680,0,0,102221,-18360,187261,0,0,0,168901,"1600000US1739259",174,"Keensburg village"
"683","IL","libertyville","14204901500000",92546,2021,92751705,41680000,4292095,0,1638727,1754995,31174848,0,8720875,0,2404090,20170794,0,2461696,30132581,10790366,41974705,0,0,0,52765071,"1600000US1743250",20579,"Libertyville village"
"684","IL","kansas","14202300400000",92487,2021,11040,0,11040,0,0,0,0,0,0,0,0,130675,54131,0,235387,24129,396064,0,0,0,420193,"1600000US1738986",670,"Kansas village"
"685","IL","lisle","14202201000000",92555,2021,21663598,3030099,4330202,0,0,0,12493196,152608,1066520,0,743581,8152281,897852,204409,19862088,2227055,26889575,0,0,0,29116630,"1600000US1743939",24223,"Lisle village"
"686","IL","montgomery","14204501300000",92679,2021,31657563,11400759,3203028,0,4594071,0,6992087,737038,4185292,0,747326,8935617,2377050,672298,17589935,1863068,27711832,0,0,0,29574900,"1600000US1750218",20262,"Montgomery village"
"687","IL","naplate","14205001300000",92708,2021,1139820,638000,8352,0,323383,170085,0,0,0,0,0,264612,12487,314774,180012,314905,456980,0,0,0,771885,"1600000US1751648",412,"Naplate village"
"688","IL","new lenox","14209901200000",92725,2021,90661442,49185442,11782478,0,6098438,0,16010865,0,6366908,0,875357,22365770,1998468,5974441,25998344,10853102,45483921,0,0,0,56337023,"1600000US1752584",27214,"New Lenox village"
"689","IL","north aurora","14204501400000",92745,2021,26958869,9236810,3219537,0,0,0,11719800,0,1489583,0,553139,4414697,2349712,217332,15595560,1832878,20744423,0,0,0,22577301,"1600000US1753442",18261,"North Aurora village"
"690","IL","oswego","14204700500000",92800,2021,73189393,57582741,6481174,0,328081,0,5478712,0,1901048,0,852255,12208843,2761196,3133639,24799012,-788299,43690989,0,0,0,42902690,"1600000US1756887",34585,"Oswego village"
"691","IL","mokena","14209901000000",92671,2021,2509080,2509080,0,0,0,0,5507197,0,2827905,0,0,11047744,840203,726090,18366349,6694716,24285670,0,0,0,30980386,"1600000US1749854",19887,"Mokena village"
"692","IL","rantoul","14201001300000",92905,2021,48274078,34517373,10824446,0,0,0,0,3389582,1427222,0,1314224,28644909,1803664,795891,12282375,2458077,41068762,0,0,0,43526839,"1600000US1762783",12371,"Rantoul village"
"693","IL","round lake beach","14204901900000",92967,2021,27022888,9811650,3653131,229856,717818,1021011,9748766,1169346,997942,0,363957,6937362,2123931,2159482,14583636,6652285,19152126,0,0,0,25804411,"1600000US1766040",27252,"Round Lake Beach village"
"694","IL","romeoville","14209901600000",92954,2021,181433812,117668206,15654270,2366605,0,16095247,14756061,67910,6465332,0,7718091,34017564,3751011,6338389,57555040,17168858,84493146,0,0,0,101662004,"1600000US1765442",39863,"Romeoville village"
"695","IL","round lake","14204901800000",92970,2021,8606915,8474591,132324,0,0,0,14935541,395420,1222438,0,0,8135723,1563451,602659,8277477,2858044,15721266,0,0,0,18579310,"1600000US1766027",18721,"Round Lake village"
"696","IL","pulaski","14207700600000",92891,2021,627798,562000,45159,0,20639,0,0,0,0,0,0,111730,0,1073750,102202,1008154,279528,0,0,0,1287682,"1600000US1762211",154,"Pulaski village"
"697","IL","plainfield","14209901400000",92862,2021,52075575,25860557,14294673,0,1844623,0,6192629,0,2095003,0,1413090,27829245,3777693,5437107,35290991,5964351,66370685,0,0,0,72335036,"1600000US1760287",44762,"Plainfield village"
"698","IL","keithsburg","14206600300000",100157,2021,1992,0,1992,0,0,0,0,0,0,0,0,269842,49611,0,286462,-172121,778036,0,0,0,605915,"1600000US1739298",550,"Keithsburg city"
"699","IL","kempton","14202700400000",92491,2021,154,0,154,0,0,0,0,0,0,0,0,81109,25807,0,75670,57223,125363,0,0,0,182586,"1600000US1739441",176,"Kempton village"
"700","IL","kampsville","14200700500000",92482,2021,92963,0,339,0,0,92624,0,0,0,0,0,103846,134852,0,91751,40053,290396,0,0,0,330449,"1600000US1738856",310,"Kampsville village"
"701","IL","jonesboro","14209100500000",72552,2021,88351,8515,79836,0,0,0,0,0,0,0,0,1161023,80098,0,737027,160397,1817751,0,0,0,1978148,"1600000US1738635",1711,"Jonesboro city"
"702","IL","johnston city","14210001100000",72548,2021,258948,0,146448,0,0,112500,0,685884,0,0,0,1577552,18726,250175,2445721,318859,3973315,0,0,0,4292174,"1600000US1738544",3384,"Johnston City city"
"703","IL","kingston mines","14207200900000",92500,2021,75122,75000,122,0,0,0,0,0,0,0,0,120686,0,0,134392,51281,203797,0,0,0,255078,"1600000US1740091",266,"Kingston Mines village"
"704","IL","kirkland","14201900600000",92504,2021,621235,0,162364,0,0,458871,0,99946,0,0,0,624059,191856,0,888932,-63301,1768148,0,0,0,1704847,"1600000US1740156",1650,"Kirkland village"
"705","IL","kewanee","14203701300000",72595,2021,0,7502038,0,0,861151,0,0,0,0,0,1328000,6441687,38666,0,11339650,341017,17478986,0,0,0,17820003,"1600000US1739727",12509,"Kewanee city"
"706","IL","kingston","14201900500000",92502,2021,101813,0,4785,0,97028,0,46405,0,0,0,0,413886,0,0,541019,207863,747042,0,0,0,954905,"1600000US1740065",1108,"Kingston village"
"707","IL","kincaid","14201100600000",92497,2021,159822,72000,87822,0,0,0,0,0,0,0,0,551154,64706,0,606191,221896,1000155,0,0,0,1222051,"1600000US1739909",1349,"Kincaid village"
"708","IL","knoxville","14204800600000",72628,2021,918902,0,159941,0,0,717666,0,0,0,0,41295,1201300,103992,0,1751893,375854,2681331,0,0,0,3057185,"1600000US1740416",2901,"Knoxville city"
"709","IL","lake bluff","14204901100000",92517,2021,19106144,2821341,1805884,0,0,0,10191432,814572,3733122,0,554365,2603899,458298,234245,9878149,1366488,11808103,0,0,0,13174591,"1600000US1740910",5616,"Lake Bluff village"
"710","IL","la moille","14200601000000",92511,2021,116857,0,23560,0,0,93297,0,0,0,0,0,247425,0,0,317929,48645,516709,0,0,0,565354,"1600000US1741794",679,"La Moille village"
"711","IL","lake villa","14204901300000",92519,2021,6613813,2118235,784500,0,3711078,0,0,0,0,0,0,4185232,396542,313033,6083583,314456,10663934,0,0,0,10978390,"1600000US1741586",8741,"Lake Villa village"
"712","IL","lake barrington","14204950400000",96817,2021,5006274,4095000,857736,0,0,0,39791,0,0,0,13747,884172,389720,0,3364097,942799,3695190,0,0,0,4637989,"1600000US1740884",5100,"Lake Barrington village"
"713","IL","lanark","14200800200000",72688,2021,108855,0,42829,0,66026,0,0,0,0,0,0,833698,157501,0,904087,280525,1614761,0,0,0,1895286,"1600000US1741859",1504,"Lanark city"
"714","IL","lemont","14201605000000",92538,2021,43685226,30642866,4543835,122238,0,101750,6278714,0,1257332,0,738491,8949569,615468,2048439,12989534,6431979,18171031,0,0,0,24603010,"1600000US1742795",17629,"Lemont village"
"715","IL","lily lake","14204520100000",92548,2021,2500,0,2500,0,0,0,0,0,0,0,0,64572,0,0,436200,47514,453258,0,0,0,500772,"1600000US1743406",1032,"Lily Lake village"
"716","IL","lewistown","14202901200000",72725,2021,731092,238679,23944,0,0,0,0,0,0,0,0,853120,0,0,1231805,252506,1832419,0,0,0,2084925,"1600000US1743055",2041,"Lewistown city"
"717","IL","lincoln","14205400700000",72746,2021,84442137,6578476,25926,753732,8417114,1175950,58099057,807214,9391882,0,0,5332466,703129,0,9915260,-2586130,18536985,0,0,0,15950855,"1600000US1743536",13288,"Lincoln city"
"718","IL","liberty","14200150100000",92545,2021,27104,0,27104,0,0,0,59160,0,0,0,0,162701,38275,0,190080,154183,236873,0,0,0,391056,"1600000US1743133",543,"Liberty village"
"719","IL","lexington","14205701400000",72726,2021,9156729,834000,91285,0,0,8058794,0,302040,0,0,0,869362,46535,67881,1779948,-99892,2863618,0,0,0,2763726,"1600000US1743094",2090,"Lexington city"
"720","IL","latham","14205400600000",92531,2021,4737,0,4737,0,0,0,0,0,0,0,0,101130,0,0,146422,56682,190870,0,0,0,247552,"1600000US1742249",333,"Latham village"
"721","IL","woodhull","14203701500000",93263,2021,4037044,3760000,8376,0,0,268668,162824,0,0,0,0,384765,100675,2029000,492106,2035917,970629,0,0,0,3006546,"1600000US1783063",754,"Woodhull village"
"722","IL","vernon hills","14204951400000",93182,2021,66186031,33280336,6381001,0,0,0,18694621,27059,5773659,0,1656414,4678990,969194,1948924,30725054,6763421,31558741,0,0,0,38322162,"1600000US1777694",26850,"Vernon Hills village"
"723","IL","lerna","14201500400000",92542,2021,14696,0,14377,0,0,0,0,0,0,0,0,60078,19664,0,39797,21903,97636,0,0,0,119539,"1600000US1742938",226,"Lerna village"
"724","IL","leroy","14205701300000",72723,2021,8487027,8235000,200021,0,0,187719,0,261861,0,0,126148,2037967,3856,117309,2766654,759916,4165870,0,0,0,4925786,"1600000US1742971",3512,"Le Roy city"
"725","IL","lakemoor","14205600900000",92522,2021,10576359,4342619,215370,101380,0,0,5791072,0,0,0,125918,659725,7335,0,5388742,-85802,6141604,0,0,0,6055802,"1600000US1741326",6182,"Lakemoor village"
"726","IL","leaf river","14207100500000",92532,2021,1027645,932387,35712,0,31865,26881,0,0,0,0,800,193227,0,30458,182120,-42740,448545,0,0,0,405805,"1600000US1742457",432,"Leaf River village"
"727","IL","lakewood","14205601000000",92524,2021,11477125,7963143,512734,0,2051259,0,0,315951,46463,0,101401,3428791,3404,262030,2893305,-208227,6795757,0,0,0,6587530,"1600000US1741651",4283,"Lakewood village"
"728","IL","lee","14205200700000",92534,2021,1266,0,1266,0,0,0,0,0,0,0,0,89660,12500,0,131948,55213,178895,0,0,0,234108,"1600000US1742587",313,"Lee village"
"729","IL","london mills","14202901400000",92566,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US1744446",350,"London Mills village"
"730","IL","loami","14208401300000",92560,2021,134141,0,51202,0,82939,0,0,0,0,0,0,338033,0,0,278021,-71127,687181,0,0,0,616054,"1600000US1744173",812,"Loami village"
"731","IL","leland","14205000800000",92537,2021,609317,285000,0,0,0,324317,10911,0,0,0,0,175204,66854,0,501262,177975,565345,0,0,0,743320,"1600000US1742756",951,"Leland village"
"732","IL","royalton","14202800800000",92973,2021,847359,710000,131034,0,0,0,0,0,0,0,6325,447996,497482,60198,436063,211552,1230187,0,0,0,1441739,"1600000US1766209",1068,"Royalton village"
"733","IL","windsor","14208701100000",104951,2021,4366216,4275000,1216,0,0,90000,0,0,0,0,0,153753,0,3015234,241453,3080297,330143,0,0,0,3410440,"1600000US1782322",1079,"Windsor city"
"734","IL","loda","14203801200000",92563,2021,6,0,6,0,0,0,0,0,0,0,0,98850,0,0,174621,42669,230802,0,0,0,273471,"1600000US1744264",356,"Loda village"
"735","IL","long grove","14204950800000",92568,2021,5649368,4003279,1469208,0,0,0,49881,0,0,0,0,620316,467514,505711,4855707,2062630,4386618,0,0,0,6449248,"1600000US1744524",8366,"Long Grove village"
"736","IL","tampico","14209801100000",93130,2021,1654278,0,0,0,1647014,7264,0,0,0,0,0,315338,92755,942260,284989,1006773,628569,0,0,0,1635342,"1600000US1774470",689,"Tampico village"
"737","IL","la grange park","14201604800000",224238,2021,23380281,8765514,1206521,0,0,0,11246705,1744768,1727430,0,434111,7323205,858659,451330,10368648,5305826,13696016,0,0,0,19001842,"1600000US1740793",13475,"La Grange Park village"
