"","state.abb","name","government_ID","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","sumlev","state","county_code","place","cousub","concit","funcstat","state.name","population"
"748","CO","garfield county","06102302200000",31967,2020,12772498,0,7909127,278844,0,0,0,0,0,0,2765100,10112472,35180205,3144443,53194291,-9190584,110821995,0,0,0,101631411,50,8,45,0,0,0,"A","Colorado",61792
"749","NY","livingston county","33102602400000",35991,2020,280839370,54930864,23635510,2308218,0,2576000,49583136,0,146599641,0,1206001,34498279,29090472,4887012,80121072,-4830616,153427451,0,0,0,148596835,50,36,51,0,0,0,"A","New York",61728
"750","NY","columbia county","33101101000000",35979,2020,245242516,46698463,29557493,0,0,4135000,43628951,0,105512511,0,4180564,13057106,31432907,5098601,96820509,-9812288,156221411,0,0,0,146409123,50,36,21,0,0,0,"A","New York",61403
"751","TN","cumberland county","43101801800000",197430,2020,67020320,14350000,5165851,0,40694652,0,0,0,2772846,0,1166510,9530181,4889925,1362914,24911585,3316043,37378562,0,0,0,40694605,50,47,35,0,0,0,"A","Tennessee",61377
"752","NY","washington county","33105805300000",42754,2020,173760004,12673417,14502686,22206,30000,13229128,30084492,0,98379467,0,1295696,6426290,25121435,2981865,61815504,-2377156,98722250,0,0,0,96345094,50,36,115,0,0,0,"A","New York",61202
"753","NC","granville county","34103903900000",36566,2020,138404393,55719311,5011337,0,0,0,4884254,79410,18286905,0,1359614,5615599,9476498,682086,55127999,3569434,67332748,0,0,0,70902182,50,37,77,0,0,0,"A","North Carolina",61060
"754","TN","tipton county","43108408400000",197524,2020,1780926,0,0,0,0,0,0,3377926,685015,0,923485,4214907,3948431,3058753,21609394,6250828,26580657,0,0,0,32831485,50,47,167,0,0,0,"A","Tennessee",61041
"755","NC","pender county","34107107100000",36630,2020,206956827,169691694,8266265,1214779,512887,1390448,9090323,0,15321736,0,1468695,22927582,13979376,65710,84513688,11202708,110283648,5651966,428574,0,121486356,50,37,141,0,0,0,"A","North Carolina",60642
"756","VA","pittsylvania county","47107207200000",230402,2020,90788194,58310385,8433762,7912215,0,0,8219431,0,3205719,0,1236969,4613263,19872881,217699,57418922,15024641,67098124,0,0,0,82122765,50,51,143,0,0,0,"A","Virginia",60365
"757","AR","crawford county","04101701700000",96081,2020,1948162,3870000,1948162,0,0,295226,9608499,0,0,0,306884,0,0,0,26669835,4264949,22404886,0,0,0,26669835,50,5,33,0,0,0,"A","Arkansas",60147
"758","MN","otter tail county","24105605600000",42730,2020,111160373,68723399,6439863,0,406499,0,24221748,0,3292083,0,6308847,18361922,33815394,1450427,61004217,13788648,100843312,0,0,0,114631960,50,27,111,0,0,0,"A","Minnesota",60072
"759","NY","herkimer county","33102202100000",35989,2020,240833003,46061120,21738998,138046,0,0,17349498,0,143378114,0,742815,13460376,29471937,0,65469054,-2285494,110686861,0,0,0,108401367,50,36,43,0,0,0,"A","New York",60024
"760","PA","bradford county","39100800800000",42907,2020,24410013,0,12848595,209475,0,750863,9264014,0,0,0,1147367,18100893,31177699,1061347,18113038,5822038,62630939,0,0,0,68452977,50,42,15,0,0,0,"A","Pennsylvania",59969
"761","MO","lincoln county","26105705700000",46193,2020,0,798479,0,796098,0,0,0,0,0,0,0,0,0,0,30224698,1204040,29020658,0,0,0,30224698,50,29,113,0,0,0,"A","Missouri",59849
"762","TX","van zandt county","44123423400000",88489,2020,4854178,2008000,1555526,0,0,900223,28403,0,0,0,362026,4445841,1959790,232965,18268945,5217329,19690212,0,0,0,24907541,50,48,467,0,0,0,"A","Texas",59749
"763","OH","washington county","36108408400000",44215,2020,58975547,1823705,5993620,162026,3305685,0,28299678,274821,18746211,83065,434622,8490405,24633485,1053372,31901560,3564988,62513834,0,0,0,66078822,50,39,167,0,0,0,"A","Ohio",59644
"764","WV","mercer county","49102802800000",1240988,2020,7195089,3274690,234255,0,0,0,1170881,0,2276604,0,238659,3217072,1209726,214539,12432963,591789,16482511,0,0,0,17074300,50,54,55,0,0,0,"A","West Virginia",59517
"765","NV","lyon county","29101001000000",35511,2020,74015937,17037192,5844399,0,0,0,42760038,0,5374966,0,2987928,15849667,8237057,4183124,41520840,9078295,60712393,0,0,0,69790688,50,32,19,0,0,0,"A","Nevada",59466
"766","AL","blount county","01100500500000",95992,2020,14152777,0,654975,0,0,0,3539139,0,2910560,0,307287,3903873,8565537,381579,15258262,6840281,21268971,0,0,0,28109252,50,1,9,0,0,0,"A","Alabama",59102
"767","NC","sampson county","34108208200000",36651,2020,151934786,122169664,3117454,0,0,0,11375697,81499,10758000,0,2766632,13828026,14108358,0,62044184,2069276,87911292,0,0,0,89980568,50,37,163,0,0,0,"A","North Carolina",59078
"768","AL","autauga county","01100100100000",103500,2020,15713834,0,604852,0,0,1760469,4182589,0,0,0,784924,1467192,6230508,563563,11408271,1889496,17780038,0,0,0,19669534,50,1,1,0,0,0,"A","Alabama",58902
"769","OH","sandusky county","36107207200000",36911,2020,73524006,0,0,0,0,0,28039027,272876,18624042,64629,0,11428838,22912813,653484,33116708,4144299,63967544,0,0,0,68111843,50,39,143,0,0,0,"A","Ohio",58865
"770","MS","lowndes county","25104404400000",119282,2020,83316458,34324422,6722332,0,6707005,0,34458732,0,471698,0,632269,8505559,1606762,80997,38625184,2878479,45940023,2711859,0,0,48818502,50,28,87,0,0,0,"A","Mississippi",58767
"771","MO","newton county","26107307300000",119575,2020,0,0,0,727328,0,0,0,0,0,0,231127,3332486,7288724,210875,13899911,6780747,17951249,0,42,0,24731996,50,29,145,0,0,0,"A","Missouri",58684
"772","OH","pickaway county","36106506500000",36905,2020,60763954,11564807,1553774,107039,2204856,5794650,22595624,0,15349111,12110,1594093,8526086,21039996,150000,22465710,3168187,49013605,0,0,0,52181792,50,39,129,0,0,0,"A","Ohio",58646
"773","PA","pike county","39105205100000",37723,2020,108645680,28035733,4605819,0,0,0,0,6252953,74052711,0,1951417,11188151,16064547,1308654,24986575,-5003037,58550964,0,0,0,53547927,50,42,103,0,0,0,"A","Pennsylvania",58560
"774","WI","columbia county","50101101100000",42540,2020,70362248,16938628,8467647,1119194,0,35200000,0,5734862,7452940,0,1183839,27524164,20162958,608092,36657241,3527627,81424828,0,0,0,84952455,50,55,21,0,0,0,"A","Wisconsin",58516
"775","OH","huron county","36103903900000",36889,2020,49946373,3849000,2495051,245546,161715,0,23144715,0,15780617,19876,1604529,8622296,24368947,3456259,24806522,7647769,53606255,0,0,0,61254024,50,39,77,0,0,0,"A","Ohio",58485
"776","NY","otsego county","33103903600000",35999,2020,216666209,333334,12814342,0,0,8000000,21435859,0,165153930,0,1265431,10691049,24938921,3718773,53157355,-3630844,96136942,0,0,0,92506098,50,36,77,0,0,0,"A","New York",58377
"777","NY","genesee county","33101901800000",35985,2020,95709182,21844376,19651474,0,0,0,29168790,0,936762,0,1974637,29023305,22462307,5386107,78885954,7167872,128589801,0,0,0,135757673,50,36,37,0,0,0,"A","New York",58313
"778","TN","coffee county","43101601600000",197427,2020,76942226,73470449,625662,0,1466862,0,0,2678241,551664,0,827589,8081892,4071128,1298816,25161210,1429780,37183266,0,0,0,38613046,50,47,31,0,0,0,"A","Tennessee",58134
"779","UT","box elder county","45100200200000",102819,2020,13764053,0,7330304,0,425000,0,4933748,0,0,0,708926,5591043,10240203,52926,27535529,3531857,39887844,1554199,567947,0,43419701,50,49,3,0,0,0,"A","Utah",57946
"780","TX","anderson county","44100100100000",88052,2020,37841367,23385169,1501487,3819763,0,0,3689023,0,5161182,0,284743,3325251,3147137,88387,19113534,-1715126,27389435,0,0,0,25674309,50,48,1,0,0,0,"A","Texas",57926
"781","ME","oxford county","20100900900000",116288,2020,8800088,0,621795,0,0,114100,2158796,0,5522226,0,383171,781269,1156380,687025,9140928,861192,10904410,0,0,0,11765602,50,23,17,0,0,0,"A","Maine",57894
"782","TX","maverick county","44116216200000",65058,2020,36897870,27458342,2349734,1170386,0,2120342,2474396,0,661286,0,765757,7737229,1819131,2518229,22125990,6297813,27902766,0,0,0,34200579,50,48,323,0,0,0,"A","Texas",57873
"783","WV","jefferson county","49101901900000",130880,2020,5352530,0,877691,0,0,0,1851685,0,1699486,0,923668,6011668,3026359,112736,23895372,4459540,28586595,0,0,0,33046135,50,54,37,0,0,0,"A","West Virginia",57783
"784","GA","gordon county","11106406400000",70845,2020,17386009,0,1447461,6821464,0,0,0,0,2052265,0,899682,6087554,371822,1128039,41110274,4445354,44252335,0,0,0,48697689,50,13,129,0,0,0,"A","Georgia",57716
"785","UT","iron county","45101101100000",53249,2020,20249796,5531844,7355479,0,0,0,4543945,0,0,0,861280,11399407,13027210,316077,22976028,7410776,40307946,0,0,0,47718722,50,49,21,0,0,0,"A","Utah",57708
"786","KY","scott county","18110510500000",196803,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37248578,-6047637,43296215,0,0,0,37248578,50,21,209,0,0,0,"A","Kentucky",57520
"787","LA","acadia parish","19100100100000",116185,2020,15358961,5170000,2929833,326698,0,0,256976,0,0,0,378380,629178,3384553,233994,21758015,3555481,22450259,0,0,0,26005740,50,22,1,0,0,0,"A","Louisiana",57472
"788","WV","putnam county","49104004000000",39750,2020,29705269,11157007,1606884,11401522,0,281717,1549932,0,2970477,0,737730,4848857,3325183,0,18060754,3073568,23161226,0,0,0,26234794,50,54,79,0,0,0,"A","West Virginia",57432
"789","TX","waller county","44123723700000",88491,2020,74024447,39375371,6110685,155167,0,5065000,420965,0,22457446,0,439812,4211749,587597,1973885,38419484,9545961,35646754,0,0,0,45192715,50,48,473,0,0,0,"A","Texas",57304
"790","AL","colbert county","01101701700000",1017587,2020,19865997,8118831,361367,1903580,0,0,5905692,0,2963949,0,612577,8003643,5609266,372121,10528710,-2185704,26699444,0,0,0,24513740,50,1,33,0,0,0,"A","Alabama",57299
"791","LA","vermilion parish","19105705500000",116235,2020,28061153,10400000,7207123,219003,0,0,264169,0,5210903,0,0,1148629,5925383,5908125,20033682,-6245851,39261670,0,0,0,33015819,50,22,113,0,0,0,"A","Louisiana",56918
"792","MN","chisago county","24101301300000",34713,2020,75408880,45780380,2565009,942904,0,0,19115385,0,2114169,0,4891033,6761787,29533354,1520902,48356970,22833353,63339660,0,0,0,86173013,50,27,25,0,0,0,"A","Minnesota",56713
"793","TN","hawkins county","43103703700000",197453,2020,75462475,47592255,3415329,0,17365440,0,0,1508059,6376233,0,713218,4049456,3599570,783203,22939282,2908806,28462705,0,0,0,31371511,50,47,73,0,0,0,"A","Tennessee",56710
"794","TN","carter county","43101001000000",197421,2020,23414070,16911810,1743024,0,0,0,0,3038847,2137097,0,960283,7912972,3508047,1352414,16540995,4635358,24679070,0,0,0,29314428,50,47,19,0,0,0,"A","Tennessee",56362
"795","WV","marion county","49102502500000",1240987,2020,4544440,0,96294,0,0,0,1314960,0,2639375,0,493811,3148549,4054995,0,17833794,-110225,25147563,0,0,0,25037338,50,54,49,0,0,0,"A","West Virginia",56230
"796","MS","pearl river county","25105505500000",119289,2020,51026391,15527313,1680835,1436942,1755000,0,28803241,0,0,0,1823060,3017829,4068613,1833937,27846481,2701329,34065531,0,0,0,36766860,50,28,109,0,0,0,"A","Mississippi",56198
"797","MO","taney county","26110710600000",119581,2020,0,0,0,0,0,3935000,0,0,0,0,270846,7140483,6809862,360411,28772447,-3098329,46181532,0,122742,0,43083203,50,29,213,0,0,0,"A","Missouri",56057
"798","CO","la plata county","06103403300000",31973,2020,11572069,0,6328634,0,205318,0,0,0,0,0,2039370,7834339,16695566,4982957,45330286,12908741,61934407,0,0,0,74843148,50,8,67,0,0,0,"A","Colorado",55675
"799","CO","eagle county","06101901800000",44625,2020,99689422,35118491,6808436,0,0,31788471,0,0,0,0,2044123,36632315,19104757,13206269,66335620,19100951,116178010,3485059,20007,0,135278961,50,8,37,0,0,0,"A","Colorado",55665
"800","VA","campbell county","47101601600000",230267,2020,56894024,24526207,8474874,0,1591702,942248,7435551,0,9683575,0,1536090,3468470,16958658,1361198,62907583,8690399,76005510,0,0,0,84695909,50,51,31,0,0,0,"A","Virginia",55625
"801","IL","whiteside county","14109809800000",32789,2020,15409189,0,2265918,406372,0,72240,9534049,0,1243890,0,923576,11540782,10419007,2498656,17808031,3059199,39207277,0,0,0,42266476,50,17,195,0,0,0,"A","Illinois",55553
"802","ME","hancock county","20100500500000",105873,2020,4920723,0,688292,0,0,0,1758491,0,2150957,0,322983,3070121,1169880,1293654,6560029,304893,11788791,0,0,0,12093684,50,23,9,0,0,0,"A","Maine",55500
"803","CA","tuolumne county","05105505400000",31732,2020,219503103,32296554,19521239,0,0,0,118048260,0,32555518,0,4153971,28043503,49749599,21611040,55795070,11650331,143548881,0,0,0,155199212,50,6,109,0,0,0,"A","California",55374
"804","TN","loudon county","43105305300000",197475,2020,79886327,55219862,1603311,0,5501277,132000,0,2246588,16680595,0,749282,4358371,3684467,92831,26797215,5342116,29590768,0,0,0,34932884,50,47,105,0,0,0,"A","Tennessee",55127
"805","OH","seneca county","36107407400000",84322,2020,60011448,11418378,2713519,0,419365,0,26000185,208836,17068937,74511,2391064,9532120,22018168,1588961,26338336,2841937,56635648,0,0,0,59477585,50,39,147,0,0,0,"A","Ohio",55051
"806","NC","lenoir county","34105405400000",36596,2020,74581634,34094025,6020963,111082,0,10352973,9989724,60831,9721789,0,1535875,6793223,22015228,0,49823277,820834,77810894,0,0,0,78631728,50,37,107,0,0,0,"A","North Carolina",55050
"807","GA","camden county","11102002000000",46501,2020,11700621,943533,3728243,1305901,0,0,0,0,0,0,902967,12907617,1974221,362348,39383856,3086315,51541727,0,0,0,54628042,50,13,39,0,0,0,"A","Georgia",54925
"808","TN","jefferson county","43104504500000",197463,2020,70220487,51903732,1350544,0,10920492,0,0,2958140,747831,0,435388,10686698,5715541,992606,27769285,8145211,37018919,0,0,0,45164130,50,47,89,0,0,0,"A","Tennessee",54908
"809","OK","grady county","37102602600000",125419,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36641029,1547656,35093373,0,0,0,36641029,50,40,51,0,0,0,"A","Oklahoma",54873
"810","VA","franklin county","47103403400000",230316,2020,81573962,52255755,6515769,3269864,0,0,4078108,0,2543139,0,1706524,3890253,19661629,186191,75393661,7927150,91204584,0,0,0,99131734,50,51,67,0,0,0,"A","Virginia",54486
"811","TN","dickson county","43102202200000",197433,2020,84407113,12681313,4125827,0,62358128,4285679,0,2529020,0,0,556166,11677262,4152206,256945,32196877,3018318,45264972,0,0,0,48283290,50,47,43,0,0,0,"A","Tennessee",54442
"812","KS","saline county","17108508500000",33453,2020,0,212786,0,1995818,0,0,0,0,0,0,0,0,0,0,58688110,2696408,55991702,0,0,0,58688110,50,20,169,0,0,0,"A","Kansas",54253
"813","NC","watauga county","34109509500000",36680,2020,62224653,48879460,4198816,0,0,0,4769586,0,2176887,0,1157441,7686632,6170902,971519,63972294,17795967,61005380,0,0,0,78801347,50,37,189,0,0,0,"A","North Carolina",54117
"814","MO","johnson county","26105105100000",81474,2020,0,262263,0,3894331,0,0,221083491,0,0,0,0,3991061,7137573,0,22941627,6467125,27603136,0,0,0,34070261,50,29,101,0,0,0,"A","Missouri",54018
"815","MO","pulaski county","26108508500000",44849,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19225674,1804425,17421249,0,0,0,19225674,50,29,169,0,0,0,"A","Missouri",54017
"816","NV","elko county","29100400400000",35508,2020,60439253,1476312,6174528,0,188347,0,43667486,0,6913581,0,1440307,9659073,3038294,929544,53619023,4249591,62996343,0,0,0,67245934,50,32,7,0,0,0,"A","Nevada",53670
"817","TN","roane county","43107307300000",197506,2020,43716530,31313445,2715426,0,6038072,0,0,3388306,2938338,0,539310,9731484,4023532,970859,23608729,4878762,33455842,0,0,0,38334604,50,47,145,0,0,0,"A","Tennessee",53510
"818","AZ","gila county","03100400400000",101829,2020,81859698,0,4545113,0,0,0,55546832,0,147925,796717,1704651,5530588,12608662,5588035,43446813,1582855,65591243,0,0,0,67174098,50,4,7,0,0,0,"A","Arizona",53351
"819","TN","mcminn county","43105405400000",197479,2020,7652284,0,422128,0,0,0,0,2751308,367386,0,375555,5599012,5869375,0,16891993,2070944,26289436,0,0,0,28360380,50,47,107,0,0,0,"A","Tennessee",53344
"820","IL","boone county","14100400400000",1036298,2020,14080543,2488557,2213446,304075,304000,258303,3389546,0,4221091,0,643525,5173305,5020855,2392038,19088543,4563001,27111740,0,0,0,31674741,50,17,7,0,0,0,"A","Illinois",53334
"821","MI","tuscola county","23107907900000",34286,2020,30211983,16145208,5414831,120650,4206209,0,3396223,0,0,0,928862,29131983,8535386,0,17639984,3006541,52300812,0,0,0,55307353,50,26,157,0,0,0,"A","Michigan",53310
"822","NY","fulton county","33101801700000",47964,2020,220248972,0,13693867,0,0,0,24385467,0,167115616,0,1149467,11094212,15657088,2072936,59828670,-5275082,93927988,0,0,0,88652906,50,36,35,0,0,0,"A","New York",53132
"823","KY","jessamine county","18105705700000",33579,2020,0,3377401,0,799984,0,0,0,0,0,0,0,0,0,0,30077581,1772035,28305546,0,0,0,30077581,50,21,113,0,0,0,"A","Kentucky",53016
"824","IL","jackson county","14103903900000",196575,2020,26274146,3300000,2815012,0,0,0,4370617,216458,12302308,0,3486209,12667165,2105818,1059550,19165611,675683,34322461,0,0,0,34998144,50,17,77,0,0,0,"A","Illinois",52906
"825","TX","navarro county","44117517500000",38640,2020,13724440,6050000,885879,765607,0,957000,3102150,0,1721913,0,241891,3612184,5945622,245723,28757991,4294791,34266729,0,0,0,38561520,50,48,349,0,0,0,"A","Texas",52828
"826","VA","culpeper county","47102402400000",230285,2020,105963218,83017673,6628781,0,3375000,0,7966100,0,1997679,0,2551440,8538425,17329845,3433713,83165277,306323,112160937,0,0,0,112467260,50,51,47,0,0,0,"A","Virginia",52766
"827","OR","columbia county","38100500500000",90900,2020,30037341,6095000,2224633,306391,0,1447124,17700572,0,708321,206393,1555300,11971975,16889675,0,16540677,4223263,41179064,0,0,0,45402327,50,41,9,0,0,0,"A","Oregon",52730
"828","TX","kerr county","44113313300000",48806,2020,70161047,17138823,24129805,755289,0,13811779,4779061,0,8828006,0,718284,4658242,1698221,4048278,29995659,5665772,34734628,0,0,0,40400400,50,48,265,0,0,0,"A","Texas",52691
"829","OK","washington county","37107407400000",125462,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16696052,938105,15757947,0,0,0,16696052,50,40,147,0,0,0,"A","Oklahoma",52604
"830","IA","warren county","16109109100000",33313,2020,52238462,0,1826762,0,42669630,0,5545490,0,1085912,0,977500,2366964,6620304,3216665,19672354,3725843,28150444,0,0,0,31876287,50,19,181,0,0,0,"A","Iowa",52588
"831","AL","jackson county","01103603600000",103591,2020,23510203,0,809063,245596,0,1991142,11314126,0,7937634,0,1212639,5649248,6677632,0,10205980,1223396,21309464,0,0,0,22532860,50,1,71,0,0,0,"A","Alabama",52545
"832","IL","grundy county","14103203200000",48949,2020,325495,0,0,0,0,325495,0,0,0,0,0,7688756,6814206,59889,24603617,3257460,35909008,0,0,0,39166468,50,17,63,0,0,0,"A","Illinois",52517
"833","MD","worcester county","21102402300000",33975,2020,231766511,118630398,15332440,1615768,184280,9904417,28758121,0,21742809,0,2414882,28773015,9125988,942814,194028821,-8630467,241501105,0,0,0,232870638,50,24,47,0,0,0,"A","Maryland",52511
"834","OH","ashland county","36100300300000",36865,2020,37681048,0,2762158,0,46934,0,19726148,97888,12737563,71266,1392274,5376082,19771492,133230,23784125,4372244,44692685,0,0,0,49064929,50,39,5,0,0,0,"A","Ohio",52468
