"","state.abb","name","government_ID","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","geoID","population","city_place"
"2057","TN","bulls gap","43203700100000",87796,2020,180454,0,33614,0,0,146841,0,0,0,0,0,213987,28186,0,458901,5224,695851,0,0,0,701075,"1600000US4709560",756,"Bulls Gap town"
"2058","TN","caryville","43200780100000",87802,2020,637374,0,71672,0,0,405963,67392,0,64866,0,36641,209055,128017,350837,1304042,378118,1613833,0,0,0,1991951,"1600000US4711360",2212,"Caryville town"
"2059","TN","murfreesboro","43207500200000",38559,2020,648861427,286248140,57031039,0,83428396,0,35263825,15681627,164807646,0,18711344,247138233,95654416,22015420,145584434,41078428,469314075,0,0,0,510392503,"1600000US4751560",152769,"Murfreesboro city"
"2060","TN","morristown","43203200100000",46916,2020,222809661,148836653,18671661,238661,0,35931125,6574310,0,8958090,0,1619722,109837175,203610,616990,43299179,8864956,145091998,0,0,0,153956954,"1600000US4750280",30431,"Morristown city"
"2061","TN","columbia","43206000100000",65045,2020,94959748,41991335,17147000,0,0,1940704,26910454,0,3133241,0,3837014,108594252,5171661,5694950,28982189,17817143,130625909,0,396445,608760,148443052,"1600000US4716540",41690,"Columbia city"
"2062","TN","covington","43208400300000",38566,2020,22765784,7652603,6377393,2997522,0,991581,3799851,348846,0,0,946834,29428789,890263,610711,10265547,2770181,38425129,0,0,0,41195310,"1600000US4717680",8663,"Covington city"
"2063","TN","dyer","43202700200000",87841,2020,1042808,669928,137461,0,0,146185,64288,0,0,0,23229,1021873,93400,68602,1282622,153410,2313087,0,0,0,2466497,"1600000US4722180",2308,"Dyer city"
"2064","TN","estill springs","43202600300000",87850,2020,430955,328025,37694,0,0,0,0,139509,43893,0,21343,892229,87269,0,1079730,29190,2030038,0,12918,0,2059228,"1600000US4724440",2267,"Estill Springs town"
"2065","TN","eagleville","43207500100000",87843,2020,2695805,248827,96001,0,1650907,0,0,0,0,0,0,306585,92169,89250,896274,203700,1180578,0,0,0,1384278,"1600000US4722360",813,"Eagleville city"
"2066","TN","doyle","43209370100000",87838,2020,3832,0,3832,0,0,0,0,0,0,0,0,2071,35912,0,113816,-25849,177648,0,0,0,151799,"1600000US4721500",493,"Doyle town"
"2067","TN","east ridge","43203300200000",87844,2020,18224369,2960000,1089845,120000,0,9666900,477219,0,3362000,0,548405,2739663,781351,0,15801191,896088,18426117,0,0,0,19322205,"1600000US4722720",22167,"East Ridge city"
"2068","TN","coopertown","43207430100000",87818,2020,128280,0,117433,0,0,0,0,29991,10847,0,0,197652,209601,0,1389282,271171,1525364,0,0,0,1796535,"1600000US4716980",4480,"Coopertown town"
"2069","TN","cumberland","43208100100000",129341,2020,247515,179802,67713,0,0,0,0,199199,0,0,0,266358,22049,0,554465,153720,689152,0,0,0,842872,"1600000US4718820",305,"Cumberland City town"
"2070","TN","clifton","43209100100000",87811,2020,663189,418573,122865,0,8674,0,0,515698,113077,0,0,1762850,176685,0,711786,92481,2558840,0,0,0,2651321,"1600000US4715480",2651,"Clifton city"
"2071","TN","cowan","43202600100000",87821,2020,495568,100339,68540,0,326690,0,0,534526,0,0,0,747981,69276,0,866466,183039,1500683,0,0,0,1683723,"1600000US4717700",1759,"Cowan city"
"2072","TN","ducktown","43207000300000",401764,2020,409309,392000,11817,0,0,0,0,28278,0,0,5492,10382,0,60302,519298,87748,502234,0,0,0,589982,"1600000US4721740",461,"Ducktown city"
"2073","TN","cornersville","43205900200000",87819,2020,19682,0,16762,0,0,0,0,43968,0,0,2920,119829,58337,0,466179,89180,555165,0,0,0,644345,"1600000US4717180",1228,"Cornersville town"
"2074","TN","dowelltown","43202100200000",87837,2020,0,0,0,0,0,0,0,0,0,0,0,400,13384,0,49142,26704,36222,0,0,0,62926,"1600000US4721420",342,"Dowelltown town"
"2075","TN","eastview","43205580100000",87845,2020,61646,0,61646,0,0,0,0,0,0,0,0,352973,36737,0,233003,84992,537721,0,0,0,622713,"1600000US4722920",763,"Eastview town"
"2076","TN","collierville","43207900300000",65048,2020,163929572,127621606,11543120,2374601,0,0,9229465,14070427,8116311,6328946,2177967,25643295,94186950,14710094,63779029,32164801,166154567,0,0,0,198319368,"1600000US4716420",51324,"Collierville town"
"2077","TN","dickson","43202200200000",65873,2020,45855217,5153737,15667974,214966,4722410,0,6071602,1196393,10517200,0,2795392,89046156,204172,305260,17250593,5382418,101423763,0,0,0,106806181,"1600000US4720620",16058,"Dickson city"
"2078","TN","elkton","43202800200000",87847,2020,35347,0,15410,0,0,0,19937,0,0,0,0,136603,25859,28250,216366,44967,362111,0,0,0,407078,"1600000US4723660",545,"Elkton city"
"2079","TN","cross plains","43207490100000",87824,2020,88339,65302,23037,0,0,0,0,0,0,0,0,288794,100765,0,662666,341861,710364,0,0,0,1052225,"1600000US4718420",1789,"Cross Plains city"
"2080","TN","crossville","43201800100000",87825,2020,31542965,21587395,1524605,0,5507452,0,0,724551,2249305,0,488706,12250806,276605,662761,16398422,2334893,27253701,0,0,0,29588594,"1600000US4718540",12071,"Crossville city"
"2081","TN","crump","43203640100000",401762,2020,8581,0,8581,0,0,0,0,0,0,0,0,13273,378130,0,147047,52580,485870,0,0,0,538450,"1600000US4718620",1594,"Crump city"
"2082","TN","dandridge","43204500100000",87829,2020,8001622,6743700,192795,21087,0,742421,0,892663,183429,0,71509,3381606,298770,282937,3526993,1114351,6375955,0,0,66618,7490306,"1600000US4719380",3344,"Dandridge town"
"2083","TN","decaturville","43202000100000",87832,2020,40817,0,40817,0,0,0,0,31540,0,0,0,592723,33533,45124,482649,114540,1039489,0,0,0,1154029,"1600000US4719900",807,"Decaturville town"
"2084","TN","englewood","43205400200000",129331,2020,1152972,393912,100852,14551,536614,107042,0,0,0,0,0,1446990,67038,106522,603648,-513009,2737207,0,0,0,2224198,"1600000US4724040",1483,"Englewood town"
"2085","TN","ethridge","43205090100000",87851,2020,896710,0,17417,0,879293,0,0,0,0,0,0,305958,44841,0,304094,76376,578517,0,0,0,654893,"1600000US4724460",537,"Ethridge town"
"2086","TN","enville","43201200100000",87848,2020,996,0,996,0,0,0,0,0,0,0,0,2028,7122,0,34052,-7512,50714,0,0,0,43202,"1600000US4724240",188,"Enville town"
"2087","TN","farragut","43204760100000",87853,2020,546060,0,335733,0,0,0,0,2600,0,0,210327,1483042,810606,388491,11941689,5266775,9357053,0,0,0,14623828,"1600000US4725760",23506,"Farragut town"
"2088","TN","collegedale","43203380100000",1239447,2020,11123128,7218000,2207543,0,0,149476,179271,0,1049065,0,319773,4606699,403196,400380,11099905,2469528,14040652,3760862,0,0,16510180,"1600000US4716300",11109,"Collegedale city"
"2089","TN","erin","43204200100000",57920,2020,2644667,2304883,304461,0,0,0,0,78813,35323,0,0,1838313,96170,21444,1150526,10968,3095485,0,0,0,3106453,"1600000US4724320",1224,"Erin city"
"2090","TN","fairview","43209450100000",87852,2020,4148184,2199748,273268,0,0,1130646,206843,0,48108,0,289571,1012708,60690,21692,6071419,336133,6830376,0,0,0,7166509,"1600000US4725440",9357,"Fairview city"
"2091","TN","finger","43205580200000",87855,2020,230,0,230,0,0,0,0,0,0,0,0,1650,8294,0,45671,-47287,102902,0,0,0,55615,"1600000US4726160",276,"Finger city"
"2092","TN","dover","43208100200000",87836,2020,6469349,4880358,534342,0,577322,0,0,415331,44760,0,0,1754278,113398,0,1403545,547622,2723599,0,0,0,3271221,"1600000US4721400",1826,"Dover city"
"2093","TN","forest hills","43201950100000",87856,2020,352527,0,341491,0,0,0,11036,0,0,0,0,265149,514121,0,2523678,1597597,1705351,0,0,0,3302948,"1600000US4727020",5038,"Forest Hills city"
"2094","TN","dresden","43209200100000",87839,2020,1110223,132365,282826,0,0,0,590972,0,0,0,0,1515465,215266,0,1891211,517464,3104478,0,0,0,3621942,"1600000US4721540",3019,"Dresden town"
"2095","TN","elizabethton","43201000100000",87846,2020,75369506,50328067,12440149,0,3158153,764675,7162080,30234,0,706547,1053098,67634583,297032,554467,14471400,5802131,77155351,0,0,0,82957482,"1600000US4723500",14546,"Elizabethton city"
"2096","TN","greenbrier","43207400100000",87869,2020,7909803,0,747890,0,0,666019,0,543622,368606,0,67528,3340781,329167,217896,3740400,667152,6961092,0,0,0,7628244,"1600000US4730960",6898,"Greenbrier town"
"2097","TN","friendsville","43200500200000",106859,2020,1402838,1039152,179746,55040,0,128900,0,44548,0,0,0,1199431,20000,0,343307,52516,1510222,0,0,0,1562738,"1600000US4728060",896,"Friendsville city"
"2098","TN","gallaway","43202470100000",87860,2020,863945,258620,47801,0,550069,0,7455,0,0,0,0,697124,28934,26493,646162,110262,1288451,0,0,0,1398713,"1600000US4728560",528,"Gallaway city"
"2099","TN","gates","43204900100000",87862,2020,75764,0,75764,0,0,0,0,0,0,0,0,317298,24278,166331,226846,116322,618431,0,0,0,734753,"1600000US4728740",664,"Gates town"
"2100","TN","garland","43208400400000",87861,2020,94383,0,9083,0,0,85300,0,0,0,0,0,5078,60375,0,113641,-12663,191757,0,0,0,179094,"1600000US4728680",289,"Garland town"
"2101","TN","greeneville","43203000200000",38545,2020,42632255,17939834,4529841,22901,0,200000,2904423,3603535,15684388,0,1116181,13807462,21543643,1705163,29022439,3537232,62541475,0,0,0,66078707,"1600000US4730980",15479,"Greeneville town"
"2102","TN","greenfield","43209200300000",87870,2020,407111,0,78791,21578,12612,111177,34225,0,0,0,20526,926057,18965,2751,1183336,241670,1889439,0,0,0,2131109,"1600000US4731000",2031,"Greenfield city"
"2103","TN","gordonsville","43208000200000",59269,2020,2577400,2322737,71958,0,0,0,157349,0,25356,0,0,398940,55350,322376,1358808,643958,1491516,0,0,0,2135474,"1600000US4730120",1363,"Gordonsville town"
"2104","TN","guys","43205540100000",106906,2020,4244,0,4244,0,0,0,0,0,0,0,0,925,19750,0,75650,-84817,181142,0,0,0,96325,"1600000US4731680",414,"Guys town"
"2105","TN","henderson","43201200200000",87876,2020,3601120,1259101,364301,0,0,1479002,75953,0,177023,0,171306,5583881,283305,647187,3550296,910566,9154103,0,0,0,10064669,"1600000US4733260",6308,"Henderson city"
"2106","TN","harriman","43207300100000",106936,2020,25931246,8641800,7521307,55473,379204,0,5915460,16449,0,0,1705759,32561125,533812,358350,6306724,1608701,38151310,0,0,0,39760011,"1600000US4732520",5892,"Harriman city"
"2107","TN","harrogate","43201320100000",87874,2020,1989235,1778000,106315,0,0,0,104920,0,0,0,0,715846,176494,351873,877189,415372,1706030,0,0,0,2121402,"1600000US4732640",4400,"Harrogate city"
"2108","TN","fayetteville","43205200100000",87854,2020,65120716,33055095,9403128,0,16932608,315818,52676,1691009,3394567,0,1687736,65313999,10991645,1400021,11092465,5144418,83653712,0,0,0,88798130,"1600000US4725920",7068,"Fayetteville city"
"2109","TN","gilt edge","43208480100000",87864,2020,20910,0,9265,0,11644,0,0,0,0,0,0,4000,215612,7706,83969,84914,226373,0,0,0,311287,"1600000US4729160",476,"Gilt Edge city"
"2110","TN","hollow rock","43200900300000",87881,2020,524099,484145,33953,0,0,0,0,0,0,0,6001,273195,47154,55996,320021,184352,512014,0,0,0,696366,"1600000US4735280",683,"Hollow Rock town"
"2111","TN","franklin","43209400100000",46448,2020,335483662,245634639,29732074,0,0,0,27838506,0,20873087,0,10975717,47789101,3810803,35547227,105549226,42648679,150047678,0,0,0,192696357,"1600000US4727740",83454,"Franklin city"
"2112","TN","halls","43204900200000",87872,2020,3020018,1642936,190480,0,426902,759700,0,74998,0,0,0,2898415,327208,106582,1390859,496591,4226473,0,0,0,4723064,"1600000US4731820",2091,"Halls town"
"2113","TN","gainesboro","43204400100000",87859,2020,1789274,1737641,51633,0,0,0,0,62926,0,0,0,949341,49561,180532,672585,203430,1648589,0,0,0,1852019,"1600000US4728420",920,"Gainesboro town"
"2114","TN","greenback","43205350100000",87868,2020,1988,0,1988,0,0,0,0,0,0,0,0,10573,39759,0,218918,123006,146244,0,0,0,269250,"1600000US4730880",1102,"Greenback city"
"2115","TN","gruetli laager","43203160100000",87871,2020,324771,0,9331,0,0,315440,0,0,0,0,0,8339,98469,46250,346645,149508,350195,0,0,0,499703,"1600000US4731490",1742,"Gruetli-Laager city"
"2116","TN","lafollette","43200700200000",401779,2020,54708541,34439377,6890117,294334,4503111,1263000,0,96923,2422341,0,2269655,55874779,285101,761111,6300168,2244118,60977041,0,0,0,63221159,"1600000US4740180",7430,"La Follette city"
"2117","TN","hornbeak","43206600100000",401773,2020,319144,95445,6919,0,0,215180,0,0,0,0,0,150609,23860,1928,200053,21178,355272,0,0,0,376450,"1600000US4736000",511,"Hornbeak town"
"2118","TN","lynnville","43202800300000",87914,2020,39950,0,39950,0,0,0,0,0,0,0,0,303641,26076,0,95319,-63633,488669,0,0,0,425036,"1600000US4744420",292,"Lynnville town"
"2119","TN","livingston","43206700100000",65711,2020,16094361,8375233,653092,0,0,7015075,0,991095,0,0,50961,6137771,481356,628625,3601301,1383277,9465776,4243569,954,51464,10849053,"1600000US4743140",3905,"Livingston town"
"2120","TN","huntingdon","43200900400000",87884,2020,6726785,668000,352750,0,2005547,3487699,0,52557,0,0,139293,3546371,216652,1098751,3572137,1469618,6964293,0,0,0,8433911,"1600000US4736580",4439,"Huntingdon town"
"2121","TN","manchester","43201600100000",401784,2020,50967322,38596986,2703367,27800,4435353,0,0,2663950,2810161,0,2469525,8854082,10650040,804440,19253267,3548088,36013741,0,0,0,39561829,"1600000US4745500",12212,"Manchester city"
"2122","TN","linden","43206800100000",87907,2020,721062,442069,278993,0,0,0,0,211955,0,0,0,2126762,141305,38390,659810,73461,2892806,0,0,0,2966267,"1600000US4742720",997,"Linden town"
"2123","TN","jonesborough","43209000200000",87890,2020,19900371,4177565,688972,399814,12357137,517126,0,1055278,0,0,1317216,9046406,1619758,406123,4806576,1473384,14405479,0,0,0,15878863,"1600000US4738540",5860,"Jonesborough town"
"2124","TN","maury city","43201700500000",129307,2020,802348,0,113691,36195,142011,500000,0,16545,0,0,10451,1056286,25410,264112,278840,368761,1255887,0,0,0,1624648,"1600000US4746540",583,"Maury City town"
"2125","TN","huntland","43202600400000",87885,2020,185908,0,64068,0,0,30246,91594,0,0,0,0,433231,75135,5700,398872,153820,759119,0,0,0,912939,"1600000US4736600",886,"Huntland town"
"2126","TN","la vergne","43207590100000",87897,2020,28184426,24616875,2495637,407271,0,0,0,0,0,0,664643,14616301,1986726,5700985,24818702,11729173,35393541,0,0,0,47122714,"1600000US4741200",38719,"La Vergne city"
"2127","TN","lewisburg","43205900300000",47817,2020,48176829,7270136,3310614,0,33026,1676267,6566315,0,18757438,0,716973,40230163,659999,708588,9850139,2397168,49051721,0,0,0,51448889,"1600000US4741860",12288,"Lewisburg city"
"2128","TN","kingston","43207300200000",87893,2020,9190601,8644803,422917,0,0,0,0,688412,122881,0,0,4519190,241369,385828,4485489,205834,9426042,0,0,0,9631876,"1600000US4739620",5953,"Kingston city"
"2129","TN","loretto","43205000200000",87910,2020,1854277,1106352,82688,0,0,635643,0,241952,29594,0,0,1601093,503275,0,915407,-48067,3067842,0,0,0,3019775,"1600000US4743700",1739,"Loretto city"
"2130","TN","martin","43209200400000",52744,2020,25487794,1088000,2294079,0,0,20383090,939729,0,0,0,587743,8676412,745517,1799761,7715282,-2153272,21090244,0,0,0,18936972,"1600000US4746240",10825,"Martin city"
"2131","TN","lookout mountain","43203300300000",87909,2020,637776,0,49200,0,0,0,588576,0,0,0,0,279478,81318,4991,3485330,69548,3781569,0,0,0,3851117,"1600000US4743640",2058,"Lookout Mountain town"
"2132","TN","kenton","43202700500000",87891,2020,1651560,1498942,73050,0,0,79568,0,109649,0,0,0,465738,143974,0,697713,163326,1144099,0,0,0,1307425,"1600000US4739140",1205,"Kenton town"
"2133","TN","louisville","43200520100000",107132,2020,87954,0,87954,0,0,0,0,0,0,0,0,160929,189712,0,995368,137402,1208607,0,0,0,1346009,"1600000US4743820",4384,"Louisville city"
"2134","TN","lafayette","43205600100000",38552,2020,6564185,0,1214018,0,5140644,0,0,108384,209523,0,0,6459360,1123876,20966,3890606,1221825,10272983,0,0,0,11494808,"1600000US4740160",5584,"Lafayette city"
"2135","TN","liberty","43202100300000",401782,2020,2912,0,2912,0,0,0,0,0,0,0,0,3550,11686,0,89134,27181,77189,0,0,0,104370,"1600000US4742040",334,"Liberty town"
"2136","TN","la grange","43202400100000",87896,2020,12207,0,12207,0,0,0,0,0,0,0,0,90298,0,460513,117373,449749,218435,0,0,0,668184,"1600000US4740200",123,"La Grange town"
"2137","TN","kimball","43205870100000",87892,2020,86971,0,51211,0,0,0,0,97684,0,0,35760,229132,59545,9640,2589943,307308,2580952,0,0,0,2888260,"1600000US4739400",1545,"Kimball town"
"2138","TN","lobelville","43206850100000",87908,2020,2039236,1031573,223595,0,631306,0,152762,0,0,0,0,1336819,106451,0,506341,-18692,1968303,0,0,0,1949611,"1600000US4743160",919,"Lobelville city"
"2139","TN","lawrenceburg","43205000100000",129328,2020,97226929,43825625,10432565,0,0,5017826,9049887,0,27429517,0,795448,67224691,379293,901078,11594707,6440198,73659571,0,0,0,80099769,"1600000US4741340",11633,"Lawrenceburg city"
"2140","TN","milledgeville","43203650100000",107213,2020,14578,0,14578,0,0,0,0,0,0,0,0,550,58947,0,69102,-2966,131565,0,0,0,128599,"1600000US4748920",271,"Milledgeville town"
"2141","TN","michie","43205570100000",107205,2020,73770,0,73770,0,0,0,0,0,0,0,0,489898,36521,12829,161487,115463,585272,0,0,0,700735,"1600000US4748180",679,"Michie town"
"2142","TN","middleton","43203500500000",87927,2020,2846022,2680272,127459,0,0,0,12552,0,0,0,25739,1347279,49248,29760,773835,365847,1834275,422736,0,0,2200122,"1600000US4748340",658,"Middleton city"
"2143","TN","oak hill","43201900400000",87950,2020,198599,0,165648,0,0,0,0,140648,0,0,32951,1013450,166633,0,1893905,1484884,1589104,0,0,0,3073988,"1600000US4754780",4891,"Oak Hill city"
"2144","TN","new hope","43205890100000",87942,2020,6797,0,6797,0,0,0,0,0,0,0,0,8918,41232,0,232588,21591,261147,0,0,0,282738,"1600000US4752780",987,"New Hope city"
"2145","TN","mcminnville","43208900200000",44861,2020,26629240,9778677,4063670,0,7339255,107000,2666452,208069,298142,0,1478835,27928907,891769,26454,10981059,1708616,38119573,0,0,0,39828189,"1600000US4745100",13788,"McMinnville city"
"2146","TN","nolensville","43209430100000",87948,2020,5364250,0,441227,0,4698000,0,206176,0,18847,0,0,4012846,539094,0,3952067,4255982,4248025,0,0,0,8504007,"1600000US4753460",13829,"Nolensville town"
"2147","TN","new johnsonville","43204300200000",87943,2020,2893477,2779000,30283,31544,0,0,0,133921,23197,0,29453,1927382,0,1500,937007,393720,2472169,0,0,0,2865889,"1600000US4752820",1804,"New Johnsonville city"
"2148","TN","medina","43202700600000",229295,2020,3956866,2068995,5698,0,0,1857245,0,83867,0,0,24928,853435,0,7000,2461644,475666,2846413,0,0,0,3322079,"1600000US4747000",5126,"Medina city"
"2149","TN","oakdale","43206500100000",87951,2020,9081,0,3783,0,5298,0,0,0,0,0,0,41504,17201,0,67308,7376,118637,0,0,0,126013,"1600000US4754280",191,"Oakdale town"
"2150","TN","monterey","43207100400000",87934,2020,3895179,2167641,477064,162574,0,1087900,0,83592,0,0,0,2770112,162890,292678,1563895,322837,4466738,0,0,0,4789575,"1600000US4749760",2746,"Monterey town"
"2151","TN","orlinda","43207470100000",87955,2020,23549,0,23549,0,0,0,0,0,0,0,0,209989,35381,0,352657,182900,415127,0,0,0,598027,"1600000US4756020",947,"Orlinda city"
"2152","TN","memphis","43207900500000",38563,2020,4403060000,1870382000,605559000,28184000,328819000,0,578293000,0,933940000,0,132839000,2002165000,60921000,13834000,792533000,-55604000,2925057000,0,0,0,2869453000,"1600000US4748000",633104,"Memphis city"
"2153","TN","monteagle","43205870200000",87933,2020,2871986,345000,228665,0,0,2269674,0,0,0,0,28647,1731835,287218,82777,1290855,-24256,3416941,0,0,0,3392685,"1600000US4749740",1393,"Monteagle town"
"2154","TN","milan","43202700700000",87928,2020,11615066,1612000,3677303,64566,0,1014957,3990466,1121029,670771,0,433101,23403712,721462,147855,6906775,1100289,30079515,0,0,0,31179804,"1600000US4748660",8171,"Milan city"
"2155","TN","mitchellville","43208300200000",87932,2020,83224,79692,3532,0,0,0,0,0,0,0,0,70883,7125,0,41572,-858,120438,0,0,0,119580,"1600000US4749460",163,"Mitchellville city"
"2156","TN","mclemoresville","43200900600000",87919,2020,7719,0,7719,0,0,0,0,0,0,0,0,134428,6290,293,104843,2872,242982,64663,0,0,245854,"1600000US4745000",288,"McLemoresville town"
"2157","TN","millersville","43208360100000",87929,2020,4624588,2946325,617713,0,432023,565734,0,308562,0,0,62793,2308803,243751,68623,2723397,583829,4760745,1245877,3567,58872,5344574,"1600000US4748980",6299,"Millersville city"
"2158","TN","morrison","43208900300000",87935,2020,17779,0,14837,0,0,0,0,18506,0,0,2942,35554,50605,8000,553942,173808,474293,0,0,0,648101,"1600000US4750220",733,"Morrison town"
"2159","TN","mountain city","43204600100000",65044,2020,3283460,2473298,304606,0,0,472424,0,179120,0,0,33132,3555881,230703,991719,1746513,1522200,5002616,0,0,0,6524816,"1600000US4750400",2415,"Mountain City town"
"2160","TN","mcewen","43204300100000",59632,2020,3708511,3511360,93939,0,0,84000,0,87764,0,0,19212,1707308,0,546679,749020,703095,2299912,0,0,0,3003007,"1600000US4744840",1643,"McEwen city"
"2161","TN","minor hill","43202880100000",87930,2020,9618,0,9618,0,0,0,0,0,0,0,0,56768,22472,0,179387,-23628,282255,0,0,0,258627,"1600000US4749360",504,"Minor Hill city"
"2162","TN","norris","43200100300000",87949,2020,526839,0,138222,0,0,118100,198508,0,0,0,72009,1166992,167550,0,1269793,424550,2179785,0,0,0,2604335,"1600000US4753600",1599,"Norris city"
"2163","TN","mosheim","43203090100000",87936,2020,1628255,1129116,15292,0,483846,0,0,64955,0,0,0,1650837,89093,11903,974882,340086,2386629,0,0,0,2726715,"1600000US4750320",2479,"Mosheim town"
"2164","TN","obion","43206600200000",87953,2020,299484,238737,60747,0,0,0,0,45238,0,0,0,988950,44434,99262,426895,143907,1415634,0,0,0,1559541,"1600000US4755240",991,"Obion town"
"2165","TN","palmer","43203100200000",87957,2020,24199,20656,3543,0,0,0,0,0,0,0,0,2799,38962,0,105287,-3190,150238,0,0,0,147048,"1600000US4756560",551,"Palmer town"
"2166","TN","mount pleasant","43206000200000",87937,2020,19715145,4871113,2956299,0,11663936,0,398259,0,0,0,223797,21011115,245247,0,3548200,2159748,22644814,0,0,0,24804562,"1600000US4751080",4784,"Mount Pleasant city"
"2167","TN","munford","43208400600000",87940,2020,6745210,0,475012,11621,5857031,0,183878,0,0,0,217668,6693794,218682,104713,3529567,-21768,10568524,0,0,0,10546756,"1600000US4751540",6302,"Munford city"
"2168","TN","medon","43205700300000",107175,2020,3845,0,3845,0,0,0,0,0,0,0,0,2894,8481,0,64762,9144,66993,0,0,0,76137,"1600000US4747020",189,"Medon city"
"2169","TN","pleasant hill","43201800200000",87967,2020,2775,0,2775,0,0,0,0,2014,0,0,0,17092,29726,0,158610,27585,177843,0,0,0,205428,"1600000US4759240",540,"Pleasant Hill town"
"2170","TN","portland","43208300300000",87970,2020,29974771,24256440,2015224,0,805922,2067512,0,2241709,495934,0,333739,15861094,4640,1694645,9972681,4689284,22843776,0,0,0,27533060,"1600000US4760280",13156,"Portland city"
"2171","TN","pleasant view","43201130100000",87968,2020,295493,0,104189,0,0,0,191304,0,0,0,0,335268,185300,0,1653003,212982,1960589,0,0,0,2173571,"1600000US4759560",4807,"Pleasant View city"
"2172","TN","paris","43204000300000",401790,2020,49189986,13077131,11392860,0,0,16011299,6701073,776081,519983,0,1160669,53799383,294663,536080,10474468,4744538,60360056,0,0,0,65104594,"1600000US4756720",10316,"Paris city"
"2173","TN","ripley","43204900400000",87979,2020,15768194,500000,3912768,0,0,6944868,1885520,800828,1966871,0,502406,28117015,532681,507227,6437293,2199058,33395158,0,0,0,35594216,"1600000US4763340",7800,"Ripley city"
"2174","TN","parsons","43202000200000",87961,2020,7234529,1615000,906620,0,0,4712909,0,250101,0,0,0,4414574,713195,43523,1827483,2018737,4980038,0,0,0,6998775,"1600000US4757080",2100,"Parsons city"
"2175","TN","powells crossroads","43205890200000",87971,2020,9054,0,9054,0,0,0,0,0,0,0,0,59379,16745,0,225410,15407,286127,0,0,0,301534,"1600000US4760500",1296,"Powells Crossroads town"
"2176","TN","niota","43205400400000",401788,2020,270199,205995,64205,0,0,0,0,0,0,0,0,1272124,217870,125043,522827,236171,1901694,0,0,0,2137865,"1600000US4753380",772,"Niota city"
"2177","TN","ridgeside","43203300500000",87977,2020,764158,0,21158,0,0,743000,0,0,0,0,0,76456,14634,0,378331,77373,392048,0,0,0,469421,"1600000US4763080",446,"Ridgeside city"
"2178","TN","pegram","43201190100000",87962,2020,540798,0,31344,0,504996,0,0,34572,4458,0,0,202603,339414,0,783884,493135,832766,0,0,0,1325901,"1600000US4757480",2072,"Pegram town"
"2179","TN","plainview","43208720100000",107319,2020,12698,0,12698,0,0,0,0,0,0,0,0,25638,81339,0,298575,-25774,431326,0,0,0,405552,"1600000US4759020",2060,"Plainview city"
"2180","TN","piperton","43202460100000",401791,2020,634625,0,585822,0,0,0,0,0,0,0,48803,2071329,105321,0,2109627,108330,4177947,1005036,0,0,4286277,"1600000US4758840",2263,"Piperton city"
"2181","TN","red bank","43203300400000",129315,2020,3479832,2484100,175340,0,0,122342,226718,0,0,0,402032,1530294,480743,428269,6476044,669611,8245739,0,0,0,8915350,"1600000US4761960",11899,"Red Bank city"
"2182","TN","puryear","43204000400000",87973,2020,118615,0,51129,0,0,0,57156,0,10330,0,0,312655,34546,0,224600,-168682,740483,0,0,0,571801,"1600000US4761160",706,"Puryear city"
"2183","TN","red boiling springs","43205600200000",87975,2020,763529,0,110610,0,432091,220805,23,0,0,0,0,1585439,56128,127383,601940,39508,2331382,0,0,0,2370890,"1600000US4762000",1205,"Red Boiling Springs city"
"2184","TN","rives","43206600300000",87980,2020,2912,0,2912,0,0,0,0,0,0,0,0,86009,12290,6132,97634,39156,162909,0,0,0,202065,"1600000US4763800",246,"Rives town"
"2185","TN","tennessee ridge","43204250100000",107360,2020,959179,514117,75485,0,369577,0,0,0,0,0,0,608911,51573,17500,452004,40646,1089342,0,0,0,1129988,"1600000US4773460",1332,"Tennessee Ridge town"
"2186","TN","ridgely","43204800100000",87976,2020,653712,0,56590,0,597122,0,0,0,0,0,0,831514,74882,302501,555557,370276,1394178,0,0,0,1764454,"1600000US4763060",1690,"Ridgely town"
"2187","TN","smyrna","43207500300000",65047,2020,74784769,48331152,12717238,0,10446933,0,861678,0,0,0,2427768,40578112,2025256,19500636,38628099,29832943,70899160,0,0,0,100732103,"1600000US4769420",53070,"Smyrna town"
"2188","TN","ridgetop","43207400200000",87978,2020,315205,0,69537,0,126075,108000,0,0,0,0,11593,957791,135655,0,927571,515015,1506002,0,0,0,2021017,"1600000US4763140",2155,"Ridgetop city"
"2189","TN","soddy daisy","43203380200000",56588,2020,1873974,0,775157,0,0,0,246714,0,514203,0,337900,188465,509879,81035,8458886,871691,8366574,0,0,0,9238265,"1600000US4769560",13070,"Soddy-Daisy city"
"2190","TN","signal mountain","43203300600000",87995,2020,7404377,5082000,567447,0,0,0,1071797,0,189441,0,296382,2128692,481615,288534,8084933,431098,10552676,0,0,0,10983774,"1600000US4768540",8852,"Signal Mountain town"
