"","state.abb","name","government_ID","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","geoID","population","city_place"
"1","MI","twining","23200600600000",1240045,2020,209322,207000,2322,0,0,0,0,0,0,0,0,43509,42715,39300,72874,63202,135196,0,0,0,198398,"1600000US2681020",130,"Twining village"
"2","MI","shelby","23206400500000",1240031,2020,2973597,2817000,136546,0,0,0,0,0,0,0,20051,672544,356171,24300,778913,76830,1755098,0,0,0,1831928,"1600000US2672840",1964,"Shelby village"
"3","MI","hillman","23206000100000",1091471,2020,438347,415000,23347,0,0,0,0,0,0,0,0,322353,151386,0,270877,-56190,800806,0,0,0,744616,"1600000US2638380",605,"Hillman village"
"4","MI","bellaire","23200500100000",1239922,2020,694145,564000,16185,0,99526,0,0,0,0,0,14434,748596,171420,0,694714,189176,1425554,0,0,0,1614730,"1600000US2606980",1053,"Bellaire village"
"5","MI","laurium","23203100600000",1238545,2020,2824428,1399000,93608,0,0,145000,1147600,0,0,0,39220,397827,433414,0,834648,32428,1633461,0,0,0,1665889,"1600000US2646360",1864,"Laurium village"
"6","MI","kinde","23205800200000",1239953,2020,7805,0,3680,0,0,0,0,22135,0,0,4125,91973,79160,0,279519,136749,313903,0,0,0,450652,"1600000US2623380",5323,"Dundee village"
"7","MI","north branch","23204400800000",1240008,2020,356380,279592,74423,0,0,0,0,0,0,0,2365,537061,452151,1050870,421467,1300713,1160836,0,0,0,2461549,"1600000US2658080",1096,"North Branch village"
"8","MI","lakewood club","23206180100000",110229,2020,8556,0,8556,0,0,0,0,0,0,0,0,79982,0,0,567086,50424,596644,0,0,0,647068,"1600000US2645340",1340,"Lakewood Club village"
"9","OR","lonerock","38201100300000",86202,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US4143400",25,"Lonerock city"
"10","LA","vienna","19203190100000",110037,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US2278540",483,"Vienna town"
"11","UT","spanish fork city","45202501400000",65570,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US4971290",42602,"Spanish Fork city"
"12","IL","sesser","14202800900000",100158,2020,5618369,419071,71690,0,5119667,0,134503,0,0,0,7941,776414,60725,877864,1489856,497123,2707736,0,0,0,3204859,"1600000US1768705",1888,"Sesser city"
"13","MI","vernon","23207801000000",1240048,2020,2350914,2310000,40914,0,0,0,0,0,0,0,0,327318,117805,592937,281369,743241,576188,0,0,0,1319429,"1600000US2682020",738,"Vernon village"
"14","TN","crab orchard","43201890100000",87822,2020,4492,0,4492,0,0,0,0,0,0,0,0,1030,33538,0,225109,42477,217200,0,0,0,259677,"1600000US4717840",720,"Crab Orchard city"
"15","OR","waterloo","38202201000000",87266,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US4179050",222,"Waterloo town"
"16","GA","offerman","11211300300000",90303,2020,304,0,304,0,0,0,0,0,0,0,0,38532,0,89323,103406,97100,134161,0,0,0,231261,"1600000US1357568",450,"Offerman city"
"17","OK","paradise hill","37206880100000",125952,2020,200,0,200,0,0,0,0,0,0,0,0,0,0,0,54473,39338,15135,0,0,0,54473,"1600000US4057150",73,"Paradise Hill town"
"18","OR","prescott","38200500300000",86725,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US4159750",82,"Prescott city"
"19","IL","cerro gordo","14207400300000",96707,2020,1440000,1405000,35000,0,0,0,0,0,0,0,0,387516,0,0,712567,79486,1020597,0,0,0,1100083,"1600000US1712268",1316,"Cerro Gordo village"
"20","IL","abingdon","14204800100000",71140,2020,2762883,610000,54864,0,1875632,0,202211,0,0,0,20176,1207236,16490,492208,1069887,466131,2319690,0,0,0,2785821,"1600000US1700113",2951,"Abingdon city"
"21","IL","broadlands","14201000100000",96665,2020,395000,395000,0,0,0,0,0,0,0,0,0,133718,0,0,105434,20344,218808,0,0,0,239152,"1600000US1708420",316,"Broadlands village"
"22","IL","divernon","14208400800000",96767,2020,305329,0,305329,0,0,0,211059,0,0,0,0,1529589,2700,0,526358,447699,1610948,0,0,0,2058647,"1600000US1720045",1139,"Divernon village"
"23","IL","argenta","14205800100000",96602,2020,175149,0,4882,0,0,170267,0,0,0,0,0,226357,8958,0,416206,112204,539317,0,0,0,651521,"1600000US1701972",913,"Argenta village"
"24","IL","alexis","14209400100000",96587,2020,68981,0,3981,0,65000,0,0,0,0,0,0,287340,0,0,335509,80417,542432,0,0,0,622849,"1600000US1700672",793,"Alexis village"
"25","IL","brownstown","14202600200000",96670,2020,133707,0,47074,0,0,0,86633,0,0,0,0,453869,266593,0,241781,73245,888998,0,0,0,962243,"1600000US1708992",690,"Brownstown village"
"26","IL","carrier mills","14208300100000",96699,2020,2181863,28000,171766,0,74324,0,0,138237,0,0,0,710495,0,516060,665975,401841,1490689,0,0,0,1892530,"1600000US1711397",1672,"Carrier Mills village"
"27","IL","buckley","14203800300000",96673,2020,417369,0,0,0,412215,0,0,0,0,0,0,189380,0,108000,225296,157343,365333,184153,0,0,522676,"1600000US1709317",495,"Buckley village"
"28","IL","libertyville","14204901500000",92546,2020,112454288,46946771,4310210,0,1568007,0,49351407,0,7876358,0,2297023,22402971,0,1513437,26938784,-68516,50923708,9608427,1119280,0,50855192,"1600000US1743250",20579,"Libertyville village"
"29","IL","donovan","14203800900000",96771,2020,44891,0,34201,0,10690,0,0,0,0,0,0,69474,0,0,74270,13953,129791,0,0,0,143744,"1600000US1720331",251,"Donovan village"
"30","IL","dwight","14205300500000",96779,2020,8768187,6660000,38785,0,2069402,0,516911,0,0,0,0,3116234,14179,57250,3517435,239757,6465341,1901824,69146,0,6705098,"1600000US1721358",4032,"Dwight village"
"31","IL","gridley","14205701000000",92374,2020,343736,315000,28736,0,0,0,0,0,0,0,0,514293,0,0,726517,175892,1064918,0,0,0,1240810,"1600000US1731732",1456,"Gridley village"
"32","IL","hamel","14206001000000",92384,2020,568233,0,4772,0,538461,0,0,0,0,0,0,557809,19619,105417,848139,26076,1504908,0,0,0,1530984,"1600000US1732408",929,"Hamel village"
"33","IL","fillmore","14206800600000",92284,2020,265000,265000,0,0,0,0,0,0,0,0,0,101638,0,0,131462,5097,228003,62723,1628,0,233100,"1600000US1726077",305,"Fillmore village"
"34","IL","macon","14205800400000",72841,2020,493300,0,6936,0,486364,0,0,0,0,0,0,292792,0,0,843981,360546,776227,0,0,0,1136773,"1600000US1745941",1177,"Macon city"
"35","IL","good hope","14205500500000",92348,2020,143182,0,0,0,143182,0,0,0,0,0,0,188413,275,0,109656,2050,296294,0,0,0,298344,"1600000US1730458",363,"Good Hope village"
"36","IL","gilman","14203801000000",72156,2020,1831064,285000,0,0,0,1546064,0,0,0,0,0,569180,0,0,2185487,887161,1867506,0,0,0,2754667,"1600000US1729275",1738,"Gilman city"
"37","IL","long creek","14205860100000",92567,2020,2262,0,2262,0,0,0,0,0,0,0,0,30858,64163,0,426336,57068,464289,0,0,0,521357,"1600000US1744498",1261,"Long Creek village"
"38","IL","cherry","14200600400000",96715,2020,54923,0,5043,0,49880,0,0,0,0,0,0,99904,0,5625,154224,18798,240955,0,0,0,259753,"1600000US1712970",435,"Cherry village"
"39","IL","chandlerville","14200900400000",96709,2020,664480,664480,0,0,0,0,0,0,0,0,0,287163,22836,0,195009,61667,443341,193148,947,0,505008,"1600000US1712450",527,"Chandlerville village"
"40","IL","chesterfield","14205900500000",96716,2020,142046,134000,8046,0,0,0,0,0,0,0,0,70368,0,0,65139,-39398,174905,0,0,0,135507,"1600000US1713165",170,"Chesterfield village"
"41","IL","chapin","14206900100000",96710,2020,1425318,1337410,22908,0,0,65000,0,0,0,0,0,336152,40743,454396,182194,407976,605509,0,0,0,1013485,"1600000US1712528",475,"Chapin village"
"42","IL","congerville","14210250200000",96733,2020,272201,0,2201,0,270000,0,0,0,0,0,0,105936,500,18227,196943,65680,255926,0,0,0,321606,"1600000US1716119",497,"Congerville village"
"43","IL","dongola","14209100400000",96769,2020,20205,0,0,0,0,0,0,0,0,0,0,332595,4082,0,293735,-65618,696030,0,0,0,630412,"1600000US1720305",661,"Dongola village"
"44","IL","brookport","14206400100000",71427,2020,1716607,0,36607,0,0,1680000,0,0,0,0,0,455848,0,224507,354422,-339763,1374540,0,0,0,1034777,"1600000US1708706",725,"Brookport city"
"45","IL","coffeen","14206800300000",71658,2020,0,0,0,0,0,0,0,0,0,0,0,213763,0,0,303714,5936,511541,0,0,0,517477,"1600000US1715352",647,"Coffeen city"
"46","IL","danforth","14203800800000",96754,2020,1795,0,0,0,0,0,0,0,0,0,0,109468,0,0,171115,50227,230356,0,0,0,280583,"1600000US1718498",594,"Danforth village"
"47","IL","herscher","14204600800000",92415,2020,11521,0,11521,0,0,0,0,58076,0,0,0,703422,1175,0,843127,71217,1476507,0,0,0,1547724,"1600000US1734384",1521,"Herscher village"
"48","IL","grand ridge","14205000500000",92355,2020,1020118,0,26254,0,993864,0,0,0,0,0,0,157144,6212,18795,202207,38052,346306,0,0,0,384358,"1600000US1730757",515,"Grand Ridge village"
"49","IL","hoffman","14201400800000",92427,2020,4050,0,4050,0,0,0,0,0,0,0,0,143478,0,0,147033,28893,261618,0,0,0,290511,"1600000US1735398",439,"Hoffman village"
"50","IL","henderson","14204800500000",92409,2020,579561,0,0,0,0,579561,0,0,0,0,0,109897,0,0,74848,42104,142641,0,0,0,184745,"1600000US1734007",266,"Henderson village"
"51","IL","kincaid","14201100600000",92497,2020,137002,101000,36002,0,0,0,0,0,0,0,0,512887,3025,0,538107,146464,907555,0,0,0,1054019,"1600000US1739909",1349,"Kincaid village"
"52","IL","coalton","14206800200000",96729,2020,204000,204000,0,0,0,0,0,0,0,0,0,102679,0,0,105387,-38948,247014,0,0,0,208066,"1600000US1715209",317,"Coalton village"
"53","IL","central city","14206100200000",111885,2020,0,0,0,0,0,0,0,0,0,0,0,220221,5246,25000,564290,10680,804077,0,0,0,814757,"1600000US1712151",1098,"Central City village"
"54","IL","iuka","14206100400000",92466,2020,350883,349000,1883,0,0,0,0,0,0,0,0,206497,1384,0,147912,26381,329412,0,0,0,355793,"1600000US1737933",512,"Iuka village"
"55","IL","humboldt","14201500300000",92441,2020,36112,0,36112,0,0,0,0,0,0,0,0,146636,16126,0,80295,42260,200797,0,0,0,243057,"1600000US1736542",361,"Humboldt village"
"56","IL","braceville","14203200100000",96659,2020,146000,146000,0,0,0,0,0,0,0,0,0,201438,0,0,512508,-23308,737254,0,0,0,713946,"1600000US1707640",724,"Braceville village"
"57","IL","bradford","14208800100000",96660,2020,180310,0,6229,0,0,174081,0,0,0,0,0,308324,14274,0,416906,-49539,789043,0,0,0,739504,"1600000US1707692",676,"Bradford village"
"58","IL","ellis grove","14207900400000",96797,2020,79540,0,8600,0,0,70940,0,0,0,0,0,160559,80154,378451,97160,336259,380065,142443,359205,0,716324,"1600000US1723503",328,"Ellis Grove village"
"59","IL","leaf river","14207100500000",92532,2020,1016770,959859,25084,0,0,31267,0,0,0,0,560,193351,0,15474,169483,-60595,438903,0,0,0,378308,"1600000US1742457",432,"Leaf River village"
"60","IL","kirkwood","14209400200000",92505,2020,2415702,0,4000,0,2377008,34694,0,0,0,0,0,293733,500,0,202170,-44665,541068,0,0,0,496403,"1600000US1740182",678,"Kirkwood village"
"61","IL","homer","14201000500000",92430,2020,2997106,0,2571,0,2994535,0,0,0,0,0,0,591281,1892,4000,631003,-84090,1312266,212487,5036,0,1228176,"1600000US1735814",1073,"Homer village"
"62","IL","little york","14209400300000",92556,2020,512613,500000,12613,0,0,0,0,0,0,0,0,93578,1153,0,82572,-17798,195101,0,0,0,177303,"1600000US1744082",283,"Little York village"
"63","IL","melvin","14202700500000",92641,2020,300756,300000,756,0,0,0,0,0,0,0,0,112847,4164,0,197376,9239,305148,84114,2141,0,314387,"1600000US1748268",416,"Melvin village"
"64","IL","naplate","14205001300000",92708,2020,686892,147000,14045,0,355721,170126,0,0,0,0,0,267399,0,11702,172857,-33735,485693,0,0,0,451958,"1600000US1751648",412,"Naplate village"
"65","IL","moweaqua","14208700400000",92692,2020,3476240,1005000,14550,0,2456690,0,0,0,0,0,0,930033,5355,0,1125039,-19407,2079834,0,0,0,2060427,"1600000US1751232",1764,"Moweaqua village"
"66","IL","germantown","14201400700000",92333,2020,51137,0,5300,0,0,45837,276584,0,0,0,0,634286,0,0,946054,243639,1336701,0,0,0,1580340,"1600000US1729041",1324,"Germantown village"
"67","IL","eureka","14210200200000",71961,2020,120503,97000,23503,0,0,0,438432,408767,0,0,120000,1990752,194012,44893,2243136,899579,3573214,0,0,0,4472793,"1600000US1724543",5227,"Eureka city"
"68","IL","louisville","14201300400000",92573,2020,1120382,1085000,35382,0,0,0,0,0,0,0,0,990133,41174,0,638430,250912,1418825,0,0,0,1669737,"1600000US1744927",1136,"Louisville village"
"69","IL","golconda","14207600200000",72188,2020,82249,0,54028,0,28221,0,0,0,0,0,0,442473,835,22853,296439,-63346,825946,0,0,0,762600,"1600000US1730133",630,"Golconda city"
"70","IL","schram","14206801400000",111891,2020,29863,0,0,0,10963,0,0,0,0,0,0,245228,0,277600,243669,223271,543226,0,0,0,766497,"1600000US1768120",563,"Schram City village"
"71","IL","earlville","14205000400000",71869,2020,455479,398000,57479,0,0,0,20723,0,0,0,0,780620,61490,0,781415,-133786,1757311,0,0,0,1623525,"1600000US1721540",1613,"Earlville city"
"72","IL","harristown","14205880100000",92396,2020,214,0,214,0,0,0,0,0,0,0,0,378088,0,0,767599,274337,871350,0,0,0,1145687,"1600000US1733227",1310,"Harristown village"
"73","IL","de soto","14203900400000",96760,2020,1914949,1310000,43607,0,276053,0,271721,0,0,0,13568,642076,0,0,1003036,227546,1417566,0,0,0,1645112,"1600000US1719616",1407,"De Soto village"
"74","IL","hurst","14210001000000",72467,2020,1251956,1002000,41484,0,0,208472,0,0,0,0,0,323080,0,44210,296068,-73377,736735,0,0,0,663358,"1600000US1736815",764,"Hurst city"
"75","IL","elburn","14204500600000",100049,2020,12566403,37121,652721,0,7970602,0,3439578,345838,311331,0,155050,2906611,140395,0,4566968,-515845,8129819,0,0,0,7613974,"1600000US1722931",6175,"Elburn village"
"76","IL","ramsey","14202600400000",92899,2020,390174,244000,11534,0,15274,73591,0,0,0,0,0,447074,2606,0,505149,12601,942228,452895,3053,0,954829,"1600000US1762627",911,"Ramsey village"
"77","IL","percy","14207900700000",92839,2020,355566,0,68092,0,0,287474,0,35708,0,0,0,302565,0,10987,356175,123889,545838,0,0,0,669727,"1600000US1759104",906,"Percy village"
"78","IL","pittsburg","14210001300000",92859,2020,1188614,1044000,53803,0,0,0,74206,0,0,0,16605,890970,0,0,273426,-19890,1184286,0,0,0,1164396,"1600000US1760209",565,"Pittsburg village"
"79","IL","gardner","14203200700000",92326,2020,0,0,0,0,0,0,0,93501,0,0,0,364839,0,0,1814951,226777,1953013,241847,12818,0,2179790,"1600000US1728638",1366,"Gardner village"
"80","IL","elliott","14202700200000",96796,2020,0,0,0,0,0,0,0,0,0,0,0,43824,0,0,104909,18127,130606,0,82,0,148733,"1600000US1723425",274,"Elliott village"
"81","IL","noble","14208000300000",73253,2020,5752,0,5752,0,0,0,187272,0,0,0,0,226518,125,0,248444,1655,473432,0,0,0,475087,"1600000US1753143",633,"Noble village"
"82","IL","okawville","14209500800000",92778,2020,78586,0,263,0,78324,0,0,0,0,0,0,731519,80325,3024,813703,140292,1488278,0,0,0,1628571,"1600000US1755470",1369,"Okawville village"
"83","IL","rutland","14205001900000",92978,2020,49748,0,7735,0,42013,0,0,0,0,0,0,82055,0,0,98058,-16237,196350,0,0,0,180113,"1600000US1766443",259,"Rutland village"
"84","IL","ogden","14201001000000",92775,2020,0,0,0,0,0,0,0,0,0,0,0,195073,1013,0,439415,-52512,688013,0,0,0,635501,"1600000US1755275",729,"Ogden village"
"85","IL","walnut","14200602200000",93201,2020,2332871,0,19073,0,2274889,0,38909,0,0,0,0,518235,17000,5025,780548,115572,1205236,0,0,0,1320808,"1600000US1778526",1311,"Walnut village"
"86","IL","sheffield","14200601900000",93027,2020,53937,28200,25737,0,0,0,0,19949,0,0,0,350475,0,6662,523051,87595,792593,0,0,0,880188,"1600000US1769147",821,"Sheffield village"
"87","IL","raymond","14206801300000",92910,2020,142682,0,0,0,0,118682,0,0,0,0,0,377017,0,0,541331,52793,865555,0,0,0,918348,"1600000US1762965",949,"Raymond village"
"88","IL","oakwood","14209201300000",92767,2020,387821,0,381938,0,0,0,5883,0,0,0,0,330677,0,0,1289263,92093,1527847,0,0,0,1619940,"1600000US1755002",1325,"Oakwood village"
"89","IL","west salem","14202400400000",93225,2020,108800,98000,10800,0,0,0,0,0,0,0,0,308856,32426,980,425341,111643,655960,0,0,0,767603,"1600000US1780853",786,"West Salem village"
"90","IL","prairie city","14205500800000",111874,2020,610828,610000,828,0,0,0,0,0,0,0,0,203353,0,0,93641,-38871,335865,0,0,0,296994,"1600000US1761548",407,"Prairie City village"
"91","IL","watseka","14203801900000",74382,2020,393543,6175869,393543,0,190231,0,0,0,0,0,0,2241609,39000,401459,7525152,345830,9861390,1839300,32745,0,10207220,"1600000US1779228",4679,"Watseka city"
"92","IL","montrose","14202500700000",92680,2020,300000,300000,0,0,0,0,0,0,0,0,0,118814,0,0,164395,-10706,293915,0,0,0,283209,"1600000US1750283",210,"Montrose village"
"93","IL","sidney","14201001800000",96828,2020,3787,0,3787,0,0,0,0,0,0,0,0,401296,0,0,2526522,2042375,885443,0,0,0,2927818,"1600000US1769875",1208,"Sidney village"
"94","IL","morrisonville","14201100700000",92685,2020,0,0,0,0,0,0,0,0,0,0,0,384050,0,407435,561882,538728,814639,0,0,0,1353367,"1600000US1750543",997,"Morrisonville village"
"95","IL","seatonville","14200601800000",93016,2020,74055,70785,3270,0,0,0,0,0,0,0,0,107076,0,1771,102775,-8411,220033,0,0,0,211622,"1600000US1768471",321,"Seatonville village"
"96","IL","new athens","14208201900000",92716,2020,0,0,0,0,1835308,0,307927,0,0,0,13090,1050332,109966,0,1011548,-94768,2266614,0,0,0,2171846,"1600000US1752116",1955,"New Athens village"
"97","IL","royalton","14202800800000",92973,2020,352022,48000,304022,0,0,0,0,0,0,0,0,441589,0,464803,356028,448826,813594,0,0,0,1262420,"1600000US1766209",1068,"Royalton village"
"98","IL","roseville","14209400500000",92963,2020,187652,150000,2000,0,0,35652,0,0,0,0,0,362399,0,0,364351,151918,574832,0,0,0,726750,"1600000US1765845",892,"Roseville village"
"99","IL","omaha","14203000500000",100057,2020,703712,686000,17712,0,0,0,0,0,0,0,0,140665,0,0,128742,-20,269427,0,0,0,269407,"1600000US1756003",209,"Omaha village"
"100","IL","stronghurst","14203600700000",93111,2020,531577,0,5122,0,0,526455,0,0,0,0,0,355978,237815,0,276669,25016,845446,0,0,0,870462,"1600000US1773261",833,"Stronghurst village"
"101","IL","pana","14201101100000",73450,2020,1235479,90000,15628,0,0,398400,6108824,0,0,0,420000,2459261,115828,0,3464008,1319,6037778,0,0,0,6039097,"1600000US1757472",5199,"Pana city"
"102","IL","sheridan","14205002000000",93031,2020,23039,0,23039,0,0,0,0,0,0,0,0,56929,3544,0,863317,92384,831406,0,0,0,923790,"1600000US1769277",2431,"Sheridan village"
"103","IL","north","14202800600000",111806,2020,82363,0,82363,0,0,0,0,0,0,0,0,195642,0,29975,200149,55107,370659,0,0,0,425766,"1600000US1753585",509,"North City village"
"104","IL","nokomis","14206801100000",73255,2020,1880141,0,77344,0,1768064,0,0,0,0,0,0,901775,0,0,1194641,-190610,2287026,0,0,0,2096416,"1600000US1753169",2142,"Nokomis city"
"105","IL","tamaroa","14207300500000",93128,2020,1952206,1689000,191394,0,29619,0,42193,0,0,0,0,546820,0,0,299926,59073,787673,0,0,0,846746,"1600000US1774444",544,"Tamaroa village"
"106","IL","mark","14207800400000",92617,2020,18042,0,11605,0,0,0,6437,0,0,0,0,357972,0,192994,1218324,5607,1763683,0,0,0,1769290,"1600000US1746981",519,"Mark village"
"107","MI","fruitport","23206100200000",1239967,2020,19993,0,19993,0,0,0,0,0,0,0,0,82765,0,0,615404,159944,538225,0,0,0,698169,"1600000US2631000",1103,"Fruitport village"
"108","IL","milledgeville","14200800300000",92661,2020,470013,0,21849,0,427471,0,0,0,0,0,20693,431848,0,0,1115031,87074,1459805,0,0,0,1546879,"1600000US1749191",1026,"Milledgeville village"
"109","IL","mcleansboro","14203300500000",72971,2020,3299748,2675000,427641,0,197107,0,0,120390,0,0,0,5339944,3604,16500,1599647,592199,6367496,0,0,0,6959695,"1600000US1745824",2675,"McLeansboro city"
"110","IL","mount olive","14205901500000",92700,2020,707672,0,5706,0,679921,0,0,0,0,0,0,864868,100865,0,1013319,-292365,2271417,0,0,0,1979052,"1600000US1751024",2015,"Mount Olive city"
"111","IL","perry","14207501400000",92841,2020,0,0,0,0,0,0,0,0,0,0,0,143776,13836,0,105981,7136,256457,0,0,0,263593,"1600000US1759156",314,"Perry village"
"112","MI","millington","23207900800000",1239998,2020,2537628,2476303,43630,0,0,0,8042,0,0,0,9653,580991,152312,0,406716,63803,1076216,0,0,0,1140019,"1600000US2654220",1028,"Millington village"
"113","MI","tustin","23206700600000",1240044,2020,4374,0,1494,0,0,2880,0,0,0,0,0,14549,48823,18465,70423,17915,134345,0,0,0,152260,"1600000US2680960",270,"Tustin village"
"114","MI","custer","23205300100000",1238516,2020,4342,0,4342,0,0,0,0,0,0,0,0,49916,55825,0,51076,-50191,207008,0,0,0,156817,"1600000US2619420",272,"Custer village"
"115","MI","fife lake","23202800100000",1239963,2020,16594,0,16594,0,0,0,0,0,0,0,0,8175,121447,0,177896,42467,265051,0,0,0,307518,"1600000US2628000",456,"Fife Lake village"
"116","MI","kingsley","23202800200000",1239979,2020,3147207,2687000,449526,0,0,0,0,0,0,0,10681,669626,242175,1543,484792,13011,1385125,0,0,0,1398136,"1600000US2643340",1431,"Kingsley village"
"117","UT","howell","45200201000000",130378,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US4936620",240,"Howell town"
"118","UT","kingston","45201600300000",130416,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US4941350",135,"Kingston town"
"119","IL","oregon","14207100700000",73402,2020,8220347,1835000,12033,0,4549350,1165233,434756,0,0,0,0,2091209,251940,2084997,2523527,3223004,3728669,0,0,0,6951673,"1600000US1756484",3604,"Oregon city"
"120","IL","biggsville","14203600100000",96647,2020,769000,769000,0,0,0,0,0,0,0,0,0,145231,295,0,82747,-29844,258117,0,0,0,228273,"1600000US1705898",300,"Biggsville village"
"121","IL","campbell hill","14203900200000",96691,2020,210914,0,166,0,0,210748,0,0,0,0,0,143993,12146,0,105548,-8552,270239,0,51,0,261687,"1600000US1710773",309,"Campbell Hill village"
"122","IL","franklin grove","14205200500000",92311,2020,5715,0,5715,0,0,0,0,0,0,0,0,361661,209924,126,311290,-78237,961238,0,0,0,883001,"1600000US1727689",896,"Franklin Grove village"
"123","IL","fieldon","14204200300000",92282,2020,0,0,0,0,0,0,0,0,0,0,0,68285,0,0,81101,41055,108331,0,0,0,149386,"1600000US1726012",176,"Fieldon village"
"124","IL","apple river","14204300100000",96600,2020,1489,0,1489,0,0,0,0,0,0,0,0,141284,0,0,134277,-17886,293447,0,10109,0,275561,"1600000US1701673",347,"Apple River village"
"125","IL","bellflower","14205700200000",96639,2020,217863,0,28,0,217835,0,0,0,0,0,0,84329,26247,0,110414,27252,193738,77784,349,0,220990,"1600000US1704897",346,"Bellflower village"
"126","IL","gladstone","14203600200000",104920,2020,300000,300000,0,0,0,0,0,0,0,0,0,62034,0,0,78167,-1533,141734,0,0,0,140201,"1600000US1729431",234,"Gladstone village"
"127","IL","blandinsville","14205500200000",96648,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US1706470",569,"Blandinsville village"
"128","IL","cambridge","14203700600000",96689,2020,2682485,1584500,116456,0,0,875314,94629,0,0,0,11586,797982,0,20000,2695390,1643644,1869728,0,0,0,3513372,"1600000US1710643",2086,"Cambridge village"
"129","IL","cedar point","14205000100000",96704,2020,180166,109795,5612,20381,0,44378,0,0,0,0,0,126423,230,0,98174,-32243,257070,0,0,0,224827,"1600000US1711982",266,"Cedar Point village"
"130","IL","chadwick","14200800100000",96708,2020,7672,0,7672,0,0,0,0,0,0,0,0,225428,0,20382,194480,21006,419284,0,0,0,440290,"1600000US1712294",481,"Chadwick village"
"131","IL","ashland","14200900200000",96610,2020,475632,62562,35597,0,0,551294,0,0,0,0,0,656874,0,0,602635,138848,1120661,436327,5011,0,1259509,"1600000US1702505",1218,"Ashland village"
"132","IL","dalton city","14207000300000",96751,2020,6971,0,6971,0,0,0,0,0,0,0,0,152204,0,0,191326,-38750,382280,0,0,0,343530,"1600000US1718446",454,"Dalton City village"
"133","IL","fisher","14201000300000",92286,2020,4306999,3170000,0,0,601582,0,0,0,0,0,0,42758,52823,0,1792738,152561,1735758,0,0,0,1888319,"1600000US1726194",2062,"Fisher village"
"134","IL","crossville","14209700300000",57517,2020,1003235,0,83841,0,512479,0,406915,0,0,0,0,707417,0,0,373683,10614,1070486,0,0,0,1081100,"1600000US1717783",623,"Crossville village"
"135","IL","chrisman","14202300200000",71617,2020,829813,0,22755,0,790000,0,112375,0,0,0,17058,376633,0,0,853251,363896,865988,0,0,0,1229884,"1600000US1714273",1312,"Chrisman city"
"136","IL","edinburg","14201100300000",96789,2020,790162,0,27101,0,0,763061,0,0,0,0,0,866771,38969,0,312257,866,1217131,0,0,0,1217997,"1600000US1722645",1085,"Edinburg village"
"137","IL","enfield","14209700400000",96804,2020,231925,32500,83833,0,0,0,115592,0,0,0,0,518673,0,0,223500,72389,669784,0,0,0,742173,"1600000US1724179",794,"Enfield village"
"138","IL","batchtown","14200700100000",96628,2020,10564,0,931,0,0,9633,0,0,0,0,0,61146,7736,0,64948,19061,114769,0,0,0,133830,"1600000US1704117",170,"Batchtown village"
"139","IL","grayville","14209700500000",49258,2020,5401780,3696000,573905,922016,35885,0,173974,0,0,0,0,1376649,0,0,1442175,-270011,3088835,0,0,0,2818824,"1600000US1731165",1550,"Grayville city"
"140","IL","armington","14209000100000",96605,2020,16948,0,16948,0,0,0,0,0,0,0,0,93413,0,0,123374,483,216304,0,0,0,216787,"1600000US1702206",310,"Armington village"
"141","IL","galena","14204300400000",72110,2020,8586595,0,15167,0,0,0,57729,0,0,0,0,1817998,72199,319126,7674779,-541263,10425365,0,0,0,9884102,"1600000US1728300",3308,"Galena city"
"142","IL","easton","14206300200000",96786,2020,179774,0,9442,0,170332,0,0,21231,0,0,0,116156,11604,0,108324,2232,233852,0,0,0,236084,"1600000US1722151",312,"Easton village"
"143","LA","mound","19203300200000",76451,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US2252565",12,"Mound village"
"144","OK","mead","37200790100000",125509,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137738,-48578,186316,0,0,0,137738,"1600000US4047250",227,"Mead town"
"145","IN","muncie","15201800400000",148202,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1600000US1851876",65194,"Muncie city"
"146","OK","fort towson","37201200200000",125539,2020,978350,0,53103,0,0,925247,0,0,0,0,0,425677,0,0,149329,-120330,695337,0,0,0,575007,"1600000US4027400",492,"Fort Towson town"
