"","state.abb","name","government_id","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","geo_id","name_midfile","sumlev","state","county","place","cousub","concit","funcstat","name_census","state.name","population"
"1","IL","amity township","14305300100000",92081,2021,63220,0,0,0,63220,0,0,0,0,0,0,300,0,0,255778,-11044,267122,0,0,0,256078,"1701348","township of amity",61,"17","105",NA,"01348",0,"A","amity township","Illinois",763
"2","IL","abingdon","14204800100000",71140,2021,2391714,530000,74087,0,1763796,0,0,60559,0,0,23831,1193201,1218817,131116,1208659,393529,3358264,0,0,0,3751793,"1700113","city of abingdon",162,"17","000","00113","00000",0,"A","abingdon city","Illinois",2957
"3","IL","anchor township","14305700200000",92082,2021,120718,0,0,120718,0,0,0,0,0,0,0,9330,98688,0,335834,89637,354215,0,0,0,443852,"1701374","township of anchor",61,"17","113",NA,"01374",0,"A","anchor township","Illinois",286
"4","IL","albion","14202400100000",71154,2021,2064822,2010000,54822,0,0,0,0,0,0,0,0,1256756,230518,0,1091245,323555,2254964,0,0,0,2578519,"1700568","city of albion",162,"17","000","00568","00000",0,"A","albion city","Illinois",1965
"5","IL","altona","14204800200000",96595,2021,211857,0,13280,0,0,198577,0,0,0,0,0,177017,0,0,191544,-40959,409520,0,0,0,368561,"1701140","village of altona",162,"17","000","01140","00000",0,"A","altona village","Illinois",464
"6","IL","alexis","14209400100000",96587,2021,0,0,0,0,0,0,0,0,0,0,0,299287,61664,0,409195,189315,580831,0,0,0,770146,"1700672","village of alexis",162,"17","000","00672","00000",0,"A","alexis village","Illinois",791
"7","IL","alhambra","14206000100000",96589,2021,186613,0,58943,0,0,127670,0,0,0,0,0,226209,74779,0,426262,-81117,808367,0,0,0,727250,"1700737","village of alhambra",162,"17","000","00737","00000",0,"A","alhambra village","Illinois",619
"8","IL","alton","14206000200000",46347,2021,162901196,7462017,2927677,0,2060000,0,111425312,0,36331131,0,2695059,6288772,2805581,102953,36232138,-7620040,53049484,0,0,0,45429444,"1701114","city of alton",162,"17","000","01114","00000",0,"A","alton city","Illinois",25660
"9","IL","allerton","14209200100000",96590,2021,7425,0,7425,0,0,0,0,0,0,0,0,60317,0,0,101817,1203,160931,58227,5403,0,162134,"1700880","village of allerton",162,"17","000","00880","00000",0,"A","allerton village","Illinois",266
"10","IL","abington township","14306600100000",92073,2021,100112,0,0,0,0,100112,0,0,0,0,0,14034,15842,0,139175,48654,120397,0,0,0,169051,"1700126","township of abington",61,"17","131",NA,"00126",0,"A","abington township","Illinois",374
"11","AR","bergman","04200580200000",108512,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0505440","town of bergman",162,"05","000","05440","00000",0,"A","bergman town","Arkansas",428
"12","IL","allin township","14305700100000",112282,2021,1740,0,1740,0,0,0,0,0,0,0,0,0,0,0,280326,76854,203472,0,0,0,280326,"1700893","township of allin",61,"17","113",NA,"00893",0,"A","allin township","Illinois",853
"13","IL","addison","14202200100000",96585,2021,95779263,27608552,6333622,0,10605585,0,40811243,0,3814128,0,6426133,24502244,3138317,1606470,40095711,11763333,57579409,0,0,0,69342742,"1700243","village of addison",162,"17","000","00243","00000",0,"A","addison village","Illinois",35705
"14","IL","albers","14201400100000",96586,2021,45693,0,0,0,0,45693,0,0,0,0,0,446246,49091,0,567898,223422,839813,0,0,0,1063235,"1700555","village of albers",162,"17","000","00555","00000",0,"A","albers village","Illinois",1125
"15","AK","houston","02201300100000",103539,2021,59128,0,27824,0,0,31304,0,0,0,0,0,69610,1133447,0,1612613,1414967,1400703,0,0,0,2815670,"0233800","city of houston",162,"02","000","33800","00000",0,"A","houston city","Alaska",1974
"16","IL","algonquin township","14305600200000",71161,2021,354183,0,338958,0,0,0,0,162468,15225,0,0,69887,0,0,4573669,-177447,4821003,0,0,0,4643556,"1700698","township of algonquin",61,"17","111",NA,"00698",0,"A","algonquin township","Illinois",87638
"17","AK","unalaska","02200100400000",47388,2021,104637425,55147928,4199498,0,13109826,0,22793402,0,0,1899199,2132398,28102607,12276303,0,33736944,-148329,74264183,0,0,0,74115854,"0280770","city of unalaska",162,"02","000","80770","00000",0,"A","unalaska city","Alaska",4257
"18","IL","addison township","14302200100000",71149,2021,87156,0,87156,0,0,0,0,99346,0,0,0,7100,303696,0,5272584,701926,4881454,0,0,0,5583380,"1700250","township of addison",61,"17","043",NA,"00250",0,"A","addison township","Illinois",88339
"19","IL","albany","14209800100000",71152,2021,1627704,0,18952,0,0,1608752,1904,0,0,0,0,1128245,50005,0,550307,21935,1706622,0,0,0,1728557,"1700516","village of albany",162,"17","000","00516","00000",0,"A","albany village","Illinois",861
"20","IL","alpha","14203700100000",96593,2021,145645,0,7055,0,138590,0,0,0,0,0,0,225736,18962,0,273186,116020,401864,0,0,0,517884,"1700971","village of alpha",162,"17","000","00971","00000",0,"A","alpha village","Illinois",674
"21","AZ","dewey-humboldt","03201310100000",110898,2021,798422,0,787356,0,0,0,0,0,0,0,11066,244709,1210153,0,2609398,1581894,2482366,0,0,0,4064260,"0419145","town of dewey-humboldt",162,"04","000","19145","00000",0,"A","dewey-humboldt town","Arizona",4320
"22","CT","bolton","07300700200000",68152,2021,13572698,9327776,2032077,0,0,0,0,0,1855131,0,357714,1013351,8682543,50581,17654135,138019,27262591,0,0,0,27400610,"0906260","town of bolton",61,"09","110",NA,"06260",0,"A","bolton town","Connecticut",4859
"23","CT","bridgewater","07300300300000",68169,2021,657397,23454,589388,0,6995,0,0,0,0,0,37560,317939,29064,282868,6713643,231377,7112137,0,0,0,7343514,"0908210","town of bridgewater",61,"09","190",NA,"08210",0,"A","bridgewater town","Connecticut",1656
"24","CT","bantam","07200300100000",68155,2021,10840,0,10840,0,0,0,0,0,0,0,0,4934,0,0,80695,-22987,108616,0,0,0,85629,"0902690","borough of bantam",162,"09","000","02690","00000",0,"A","bantam borough","Connecticut",755
"25","CT","burlington","07300200400000",68171,2021,8914972,5270719,2604279,0,0,732995,0,693329,112454,0,194525,1608749,4113768,1275339,32531734,1495779,38033811,0,0,0,39529590,"0910100","town of burlington",61,"09","160",NA,"10100",0,"A","burlington town","Connecticut",9490
"26","IL","andover township","14303700200000",92084,2021,80943,0,0,0,80943,0,0,0,0,0,0,0,0,0,267359,28826,238533,0,0,0,267359,"1701504","township of andover",61,"17","073",NA,"01504",0,"A","andover township","Illinois",888
"27","CT","fenwick","07200400100000",68219,2021,1225685,0,99023,49065,1077597,0,0,0,0,0,0,1141597,7764,33264,628216,647550,1163291,0,0,0,1810841,"0927810","borough of fenwick",162,"09","000","27810","00000",0,"A","fenwick borough","Connecticut",42
"28","CT","barkhamsted","07300300100000",68146,2021,2267651,1590000,638286,0,0,0,0,0,0,0,39365,250439,3003805,13000,11297259,399536,14164967,0,0,0,14564503,"0902760","town of barkhamsted",61,"09","160",NA,"02760",0,"A","barkhamsted town","Connecticut",3651
"29","CT","sharon","07300301900000",68368,2021,6278949,4642000,943756,0,0,661528,0,0,0,0,31665,1126821,1652187,343883,10949516,1574626,12497781,0,0,0,14072407,"0967960","town of sharon",61,"09","160",NA,"67960",0,"A","sharon town","Connecticut",2679
"30","CT","chaplin","07300800400000",68183,2021,1082283,0,455871,0,0,0,0,0,332021,0,294391,140166,3267545,260345,7328681,718732,10278005,0,0,0,10996737,"0913810","town of chaplin",61,"09","150",NA,"13810",0,"A","chaplin town","Connecticut",2152
"31","CT","jewett city","07200600300000",197945,2021,3738119,0,649430,0,0,1469054,250053,0,0,0,0,4771583,578674,0,864599,676838,5538018,0,0,0,6214856,"0939940","borough of jewett city",162,"09","000","39940","00000",0,"A","jewett city borough","Connecticut",3393
"32","CT","windsor","07300202500000",32138,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0987000","town of windsor",61,"09","110",NA,"87000",0,"A","windsor town","Connecticut",29489
"33","CT","litchfield","07300301000000",68277,2021,857319,0,207319,0,650000,0,0,0,0,0,0,6609,0,0,506592,213438,299763,0,0,0,513201,"0943370","town of litchfield",61,"09","160",NA,"43370",0,"A","litchfield town","Connecticut",8196
"34","IL","annawan","14203700300000",104913,2021,1239156,0,0,0,960000,279156,0,0,0,0,0,343935,4152,0,2838668,1870569,1316186,0,0,0,3186755,"1701569","village of annawan",162,"17","000","01569","00000",0,"A","annawan town","Illinois",886
"35","CT","hampton","07300800600000",68238,2021,1089157,0,528565,0,0,0,0,0,550441,0,10151,116877,2099318,9982,4080831,223198,6083810,0,0,0,6307008,"0936000","town of hampton",61,"09","150",NA,"36000",0,"A","hampton town","Connecticut",1729
"36","CT","harwinton","07300300800000",68242,2021,1614461,0,1273985,0,0,0,0,283822,0,0,56654,438611,2713302,243425,16567525,980477,18982386,0,0,0,19962863,"0937280","town of harwinton",61,"09","160",NA,"37280",0,"A","harwinton town","Connecticut",5483
"37","CT","kent","07300300900000",68270,2021,3302813,0,1614708,0,1309291,0,8366533,0,0,0,44201,1037669,1707562,0,11524991,757752,13512470,0,0,0,14270222,"0940290","town of kent",61,"09","160",NA,"40290",0,"A","kent town","Connecticut",3018
"38","CT","killingly","07300800700000",32171,2021,61035009,26470636,6591571,551091,409597,19130635,0,1676714,6674265,0,987214,9742183,34590791,2188967,37551313,5268920,78804334,0,0,0,84073254,"0940500","town of killingly",61,"09","150",NA,"40500",0,"A","killingly town","Connecticut",17740
"39","CT","killingworth","07300401000000",68271,2021,3813453,1785000,1096899,0,0,0,568966,9113,168473,0,194115,613857,2126153,54673,19417677,1289476,20922884,0,0,0,22212360,"0940710","town of killingworth",61,"09","130",NA,"40710",0,"A","killingworth town","Connecticut",6170
"40","CT","lyme","07300601000000",68283,2021,1851730,1050000,481412,86924,0,0,0,0,0,0,0,286507,345552,89469,10061901,1410175,9373254,0,0,0,10783429,"0944210","town of lyme",61,"09","130",NA,"44210",0,"A","lyme town","Connecticut",2356
"41","CT","stonington borough","07300601700000",68389,2021,1012573,0,222965,0,0,318873,470735,0,0,0,0,129915,267854,15178,934359,108474,1238832,0,0,0,1347306,"0973770","town of stonington",61,"09","180",NA,"73770",0,"A","stonington town","Connecticut",18347
"42","CT","woodmont","07200590100000",68429,2021,12115,0,12115,0,0,0,0,0,0,0,0,250,0,250543,160807,-11991,423591,0,0,0,411600,"0988050","borough of woodmont",162,"09","000","88050","00000",0,"A","woodmont borough","Connecticut",1472
"43","CT","woodmont","07200590100000",68429,2021,12115,0,12115,0,0,0,0,0,0,0,0,250,0,250543,160807,-11991,423591,0,0,0,411600,"0988050","borough of woodmont",172,"09","000","88050","00000",47500,"A","woodmont borough","Connecticut",1472
"44","CT","bethlehem","07300300200000",68149,2021,4757077,0,1256928,0,0,0,3428879,0,0,0,38130,220727,1641171,2083148,10175533,1612272,12508307,0,0,0,14120579,"0904930","town of bethlehem",61,"09","140",NA,"04930",0,"A","bethlehem town","Connecticut",3390
"45","CT","old lyme","07300601300000",68322,2021,4902913,2315000,2208656,0,0,0,0,0,0,0,27257,1568354,716616,603938,36366626,2150234,37105300,0,0,0,39255534,"0957040","town of old lyme",61,"09","130",NA,"57040",0,"A","old lyme town","Connecticut",7622
"46","CT","morris","07300301100000",68292,2021,1459431,0,883451,0,0,0,292256,0,0,0,64904,368755,154906,230566,8696812,451805,8999234,0,0,0,9451039,"0949460","town of morris",61,"09","160",NA,"49460",0,"A","morris town","Connecticut",2248
"47","CT","new milford","07300301300000",32141,2021,102240529,47975690,11238627,626881,0,9000000,11779100,0,20337866,0,1217891,9107871,37666707,117766,86099133,2496397,130495080,0,0,0,132991477,"0952630","town of new milford",61,"09","190",NA,"52630",0,"A","new milford town","Connecticut",28118
"48","CT","franklin","07300600400000",68224,2021,6521945,5232372,661350,0,0,0,0,0,584325,0,13898,340840,2430353,268701,5532055,118617,8453332,0,0,0,8571949,"0929910","town of franklin",61,"09","180",NA,"29910",0,"A","franklin town","Connecticut",1863
"49","CT","brookfield","07300100200000",32111,2021,105982370,77785653,10552474,0,418433,1854747,0,14319565,10828780,0,899916,5068271,18943686,2539174,68522275,9192185,85881221,0,0,0,95073406,"0908980","town of brookfield",61,"09","190",NA,"08980",0,"A","brookfield town","Connecticut",17531
"50","CT","north stonington","07300601200000",68309,2021,35290660,25741546,2185718,632709,0,2735157,0,0,3485590,0,414274,656404,7829012,1288570,17064905,-292159,27131050,0,0,0,26838891,"0955500","town of north stonington",61,"09","180",NA,"55500",0,"A","north stonington town","Connecticut",5153
"51","CT","plainfield","07300800800000",32172,2021,24613224,9229284,7033669,86458,0,188208,0,2942630,6250467,0,1825138,3298150,24665923,82908,29823560,4286813,53583728,0,0,0,57870541,"0959980","town of plainfield",61,"09","150",NA,"59980",0,"A","plainfield town","Connecticut",14981
"52","CT","salisbury","07300301800000",57820,2021,12688319,3007000,1210269,0,0,8226833,244217,0,0,0,0,2217808,2755613,634930,17524844,4244932,18888263,0,0,0,23133195,"0966420","town of salisbury",61,"09","160",NA,"66420",0,"A","salisbury town","Connecticut",4201
"53","CT","scotland","07300801100000",68363,2021,2371397,875000,562772,371886,0,450000,0,0,102739,0,0,121047,2332721,161490,4774639,31124,7358773,0,0,0,7389897,"0967400","town of scotland",61,"09","150",NA,"67400",0,"A","scotland town","Connecticut",1573
"54","CT","woodbury","07300302500000",68426,2021,22798757,7910571,1547321,0,0,0,3697714,0,9308851,0,334300,2209434,1650076,1482161,32365582,1840584,35866669,0,0,0,37707253,"0987910","town of woodbury",61,"09","140",NA,"87910",0,"A","woodbury town","Connecticut",9726
"55","CT","north haven","07300501200000",1266324,2021,231695847,93239339,5463580,0,0,16571754,14687925,0,91968818,0,6525059,8131573,16500584,10514970,97865964,19647686,113365405,0,0,0,133013091,"0954870","town of north haven",61,"09","170",NA,"54870",0,"A","north haven town","Connecticut",24261
"56","GA","dillard","11211900200000",70813,2021,617940,0,60066,0,0,557874,0,0,0,0,0,500422,3980,163570,375320,25943,1017349,261224,6250,0,1043292,"1322976","city of dillard",162,"13","000","22976","00000",0,"A","dillard city","Georgia",336
"57","GA","duluth","11206700400000",56131,2021,43388710,38821066,3554038,0,0,0,340224,0,0,0,673382,5844748,3723641,7654096,19541426,9554363,27209548,0,0,0,36763911,"1324600","city of duluth",162,"13","000","24600","00000",0,"A","duluth city","Georgia",31873
"58","GA","lilburn","11206700600000",70915,2021,2094626,0,767625,0,0,1083333,0,0,0,0,243668,2274017,1464383,5137164,6408031,6056354,9227241,0,0,0,15283595,"1346356","city of lilburn",162,"13","000","46356","00000",0,"A","lilburn city","Georgia",14437
"59","CT","southbury","07300501700000",65444,2021,8757754,1828074,4778808,0,0,0,1848146,0,0,0,302726,2414617,4511816,63059,65485441,3719705,68755228,0,0,0,72474933,"0969640","town of southbury",61,"09","140",NA,"69640",0,"A","southbury town","Connecticut",19878
"60","GA","offerman","11211300300000",90303,2021,2,0,2,0,0,0,0,0,0,0,0,38124,23086,115698,118958,130850,165016,0,0,0,295866,"1357568","city of offerman",162,"13","000","57568","00000",0,"A","offerman city","Georgia",449
"61","GA","concord","11211400100000",70793,2021,461248,0,52481,0,0,408768,0,0,0,0,0,284961,0,23751,428431,-24168,761310,0,0,0,737143,"1319168","city of concord",162,"13","000","19168","00000",0,"A","concord city","Georgia",378
"62","GA","helen","11215400200000",70858,2021,1648088,0,434252,258002,836981,0,0,0,0,0,118853,1653503,34749,1207312,4672231,1880112,5687683,0,0,0,7567795,"1337788","city of helen",162,"13","000","37788","00000",0,"A","helen city","Georgia",533
"63","GA","hoboken","11201300100000",70862,2021,132239,0,20583,0,0,111656,0,0,0,0,0,166536,5085,186829,364426,195566,527310,0,0,0,722876,"1339216","city of hoboken",162,"13","000","39216","00000",0,"A","hoboken city","Georgia",482
"64","CT","westbrook","07300401400000",223983,2021,21907310,12396369,4124948,0,0,0,69406,3030771,4917890,0,127212,1955924,7298762,0,30069425,3719610,35604501,0,0,0,39324111,"0981680","town of westbrook",61,"09","130",NA,"81680",0,"A","westbrook town","Connecticut",6772
"65","GA","social circle","11214700400000",224017,2021,9423643,6091210,1123502,0,548222,1353459,147471,0,0,0,159779,8092401,589444,1079774,3645891,1550326,11857184,0,0,0,13407510,"1371660","city of social circle",162,"13","000","71660","00000",0,"A","social circle city","Georgia",4988
"66","GA","chattahoochee hills","11206010400000",70777,2021,959680,0,398469,0,0,509327,0,0,0,0,51884,627360,195747,834251,3702862,1498936,3861284,0,0,0,5360220,"1315552","city of chattahoochee hills",162,"13","000","15552","00000",0,"A","chattahoochee hills city","Georgia",2948
"67","GA","argyle","11203200100000",92024,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1302844","town of argyle",162,"13","000","02844","00000",0,"A","argyle town","Georgia",189
"68","GA","leesburg","11208800100000",70912,2021,3371183,0,466730,0,0,2341038,483790,0,0,0,79625,2172731,354346,1055265,1548284,1007538,4123088,0,0,0,5130626,"1345768","city of leesburg",162,"13","000","45768","00000",0,"A","leesburg city","Georgia",3479
"69","CT","warren","07300302100000",68411,2021,1929394,1383000,515690,0,0,0,30704,0,0,0,0,408420,43834,252648,5505495,967355,5243042,0,0,0,6210397,"0979510","town of warren",61,"09","160",NA,"79510",0,"A","warren town","Connecticut",1344
"70","IA","afton","16208800100000",114132,2021,0,0,0,0,0,1994000,100071,0,0,0,11462,1101563,158011,56058,355218,242280,1428570,0,0,0,1670850,"1900595","city of afton",162,"19","000","00595","00000",0,"A","afton city","Iowa",868
"71","CT","washington","07300302200000",59192,2021,2261894,86184,1265344,0,0,0,0,456093,0,0,142758,1321341,126910,610180,17824519,3111614,16771336,0,0,0,19882950,"0979720","town of washington",61,"09","160",NA,"79720",0,"A","washington town","Connecticut",3647
"72","IA","baxter","16205000100000",113792,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1904915","city of baxter",162,"19","000","04915","00000",0,"A","baxter city","Iowa",966
"73","IA","cedar falls","16200700200000",33317,2021,56017122,19130154,6180613,0,0,0,24099298,0,3560585,0,3046472,15330016,3012469,4715371,47210781,12541632,57727005,0,0,0,70268637,"1911755","city of cedar falls",162,"19","000","11755","00000",0,"A","cedar falls city","Iowa",40727
"74","IA","burlington","16202900100000",42546,2021,90056714,47241747,3645341,0,0,15606440,20758041,0,1129133,0,1676015,13795720,7424587,1986907,23821035,5410076,41618173,7198870,346808,0,47028249,"1909550","city of burlington",162,"19","000","09550","00000",0,"A","burlington city","Iowa",23985
"75","IA","arnolds park","16203000100000",113613,2021,0,9170000,0,0,0,0,455475,0,0,0,31714,1427892,218180,0,7050592,276728,8419936,0,0,0,8696664,"1903025","city of arnolds park",162,"19","000","03025","00000",0,"A","arnolds park city","Iowa",1107
"76","IA","cedar rapids","16205700300000",33329,2021,794711877,470214897,125298365,0,0,30463546,127728236,0,17397406,0,10325698,197792072,23771021,50023222,168507459,28140979,411952795,0,0,0,440093774,"1912000","city of cedar rapids",162,"19","000","12000","00000",0,"A","cedar rapids city","Iowa",137723
"77","IA","carlisle","16209100200000",114151,2021,0,0,0,0,0,13443740,1022667,0,0,0,136000,5516846,812941,78847,12000538,6912939,11496233,0,0,0,18409172,"1910765","city of carlisle",162,"19","000","10765","00000",0,"A","carlisle city","Iowa",4159
"78","CT","voluntown","07300601800000",54007,2021,1139921,0,495993,0,60464,251427,0,0,0,0,332037,154364,4952714,53434,6540243,-135168,11835923,0,0,0,11700755,"0978600","town of voluntown",61,"09","150",NA,"78600",0,"A","voluntown town","Connecticut",2569
"79","IA","carter lake","16207800300000",114029,2021,0,0,0,0,4790000,0,581702,0,0,0,174000,1706404,733031,3048,6048949,2695765,5795667,0,0,0,8491432,"1911215","city of carter lake",162,"19","000","11215","00000",0,"A","carter lake city","Iowa",3792
"80","AK","soldotna","02200900600000",31597,2021,14925747,1514593,2000066,0,2029399,0,8745616,0,14595,727607,621478,3403889,8213710,2882660,11285988,2398206,23388041,0,0,0,25786247,"0271640","city of soldotna",162,"02","000","71640","00000",0,"A","soldotna city","Alaska",4340
"81","AK","nome","02201400700000",31601,2021,15262199,4881160,2264987,0,0,0,6271667,0,15068,553162,444516,2676962,5274552,1135866,11879707,-5068987,26036074,0,0,0,20967087,"0254920","city of nome",162,"02","000","54920","00000",0,"A","nome city","Alaska",3701
"82","AK","kenai","02200900300000",31596,2021,18307879,935000,1687312,0,0,0,14607516,0,27350,1267838,1050701,6659814,9321043,3711493,18995952,9661065,29027237,0,0,0,38688302,"0238420","city of kenai",162,"02","000","38420","00000",0,"A","kenai city","Alaska",7418
"83","AK","kodiak","02201200200000",49495,2021,38792522,11603434,1763008,0,9001253,0,15428229,0,28781,1333044,967817,19458471,9079388,1639958,17190657,5885930,41482544,0,0,0,47368474,"0240950","city of kodiak",162,"02","000","40950","00000",0,"A","kodiak city","Alaska",5578
"84","AK","wasilla","02201300300000",31600,2021,25090829,0,7642970,0,0,496350,15774228,0,30424,1340513,1146857,8126287,12868598,1019404,21544973,9582169,33977093,0,0,0,43559262,"0283080","city of wasilla",162,"02","000","83080","00000",0,"A","wasilla city","Alaska",9061
"85","IA","camanche","16202300300000",113552,2021,0,0,0,0,0,0,515155,0,0,0,0,1703235,837691,0,0,0,5469096,0,0,0,5469096,"1910135","city of camanche",162,"19","000","10135","00000",0,"A","camanche city","Iowa",4573
"86","IA","cascade","16203100500000",113627,2021,0,10494672,0,0,0,30163,612213,0,0,0,0,1661047,489397,63002,2241512,-640977,5095935,0,0,0,4454958,"1911305","city of cascade",162,"19","000","11305","00000",0,"A","cascade city","Iowa",2389
"87","IA","carson","16207800200000",114028,2021,0,0,0,1999,0,789000,150167,0,0,0,0,443008,255772,19451,601578,319236,1000573,0,0,0,1319809,"1911170","city of carson",162,"19","000","11170","00000",0,"A","carson city","Iowa",766
"88","AL","jackson","01201300400000",64740,2021,16028341,2694720,479426,701496,0,0,1960739,0,0,0,92682,3576866,0,1930432,11906702,3355455,14058545,3185971,71536,0,17414000,"0138152","city of jackson",162,"01","000","38152","00000",0,"A","jackson city","Alabama",4746
"89","AL","opelika","01204100200000",66760,2021,180652190,76773224,14560789,0,0,0,43843605,0,12961506,0,3464291,55577922,4227992,3743170,83329671,36324162,110554593,0,0,0,146878755,"0157048","city of opelika",162,"01","000","57048","00000",0,"A","opelika city","Alabama",31009
"90","AL","foley","01200200500000",31558,2021,82227899,19001197,4933733,28866,634235,0,9162898,0,6807501,0,1049346,46561831,11154471,3226090,18324663,20597283,58669772,0,0,0,79267055,"0126992","city of foley",162,"01","000","26992","00000",0,"A","foley city","Alabama",20336
"91","AL","prattville","01200100300000",43863,2021,80122153,0,6803911,578163,0,0,19468006,0,4014633,0,1714240,18514749,2855387,799992,41373033,13192327,50350834,0,0,0,63543161,"0162328","city of prattville",162,"01","000","62328","00000",0,"A","prattville city","Alabama",37741
"92","AZ","avondale","03200700100000",31632,2021,188672136,66074994,25546872,3824370,0,0,81560935,0,181037,215946,7933838,48479481,14311696,61320658,104991991,84439247,144664579,0,0,0,229103826,"0404720","city of avondale",162,"04","000","04720","00000",0,"A","avondale city","Arizona",89345
"93","AZ","safford","03200500200000",66969,2021,53140016,6525000,7601160,131840,7583755,0,23394002,0,0,0,494174,24355080,1886539,1684334,13760818,7900225,33786546,1918447,0,0,41686771,"0462000","city of safford",162,"04","000","62000","00000",0,"A","safford city","Arizona",10126
"94","AZ","show low","03200900200000",64750,2021,34480651,7425000,5562612,1139318,4959256,0,14338093,0,39425,224052,989957,14676364,3900094,1778639,22081566,9258345,33178319,0,0,0,42436664,"0466470","city of show low",162,"04","000","66470","00000",0,"A","show low city","Arizona",11730
"95","AZ","kingman","03200800100000",43416,2021,91979128,1475000,9579219,794801,21367634,0,51029949,0,5716833,165399,2015692,29680491,8553302,6762592,38126177,22788893,60333669,10362343,10726,0,83122562,"0437620","city of kingman",162,"04","000","37620","00000",0,"A","kingman city","Arizona",32690
"96","AZ","prescott","03201300200000",31646,2021,194870090,22318371,15623600,0,66401945,0,83332122,0,532804,263054,4703391,56492377,2704113,24148759,80237591,46021027,117561813,0,0,0,163582840,"0457380","city of prescott",162,"04","000","57380","00000",0,"A","prescott city","Arizona",45907
"97","AZ","buckeye","03200700200000",48770,2021,404864045,302918800,33946542,0,0,0,64788393,0,0,0,3210310,83069892,16005789,30970867,106451425,56362701,180135272,13407055,5863916,1187207,236497973,"0407940","town of buckeye",162,"04","000","07940","00000",0,"A","buckeye city","Arizona",91535
"98","AZ","cottonwood","03201350200000",31647,2021,93173880,37708858,3995534,893847,18283570,0,30075185,6614,100105,164276,1367633,15508870,6480841,567018,27986081,12722919,37819891,8649599,15340,0,50542810,"0416410","city of cottonwood",162,"04","000","16410","00000",0,"A","cottonwood city","Arizona",12099
"99","AZ","scottsdale","03200701100000",31637,2021,1719985000,985338000,106185000,1799000,0,0,421583000,0,1923000,0,33927000,256516000,52751000,339814000,439657000,443746000,644992000,0,0,0,1088738000,"0465000","city of scottsdale",162,"04","000","65000","00000",0,"A","scottsdale city","Arizona",241339
"100","AZ","eloy","03201100300000",43495,2021,40899234,6039572,6308878,413416,8787557,0,13806178,0,0,0,989457,8277086,5493127,7293300,15723004,10534752,26251765,3143123,216,0,36786517,"0422360","city of eloy",162,"04","000","22360","00000",0,"A","eloy city","Arizona",15628
"101","AZ","mesa","03200700800000",31634,2021,4282895000,1932351000,345738000,0,0,1285000,1014811000,0,953762000,0,34949000,505109000,101375000,45415000,571600000,52246000,1171253000,0,0,0,1223499000,"0446000","city of mesa",162,"04","000","46000","00000",0,"A","mesa city","Arizona",504300
"102","AZ","florence","03201100400000",64752,2021,47206385,19777206,9863861,256365,0,3801521,12849113,0,0,0,658319,13304444,4602226,4943929,24484734,14729305,32606028,4489923,35502,0,47335333,"0423760","town of florence",162,"04","000","23760","00000",0,"A","florence town","Arizona",26761
"103","AZ","maricopa","03201110100000",65753,2021,73743950,35160760,5148574,2890971,4161881,0,24663673,0,0,0,1718091,11923032,4893003,12422823,61237022,20727513,69748367,0,0,0,90475880,"0444410","city of maricopa",162,"04","000","44410","00000",0,"A","maricopa city","Arizona",58143
"104","AZ","surprise","03200750200000",31639,2021,293593805,123782101,25432655,0,0,2390000,121011203,0,309247,421648,9476864,95226463,22724609,139103955,159664810,182109688,234610149,0,0,0,416719837,"0471510","city of surprise",162,"04","000","71510","00000",0,"A","surprise city","Arizona",143158
"105","AZ","page","03200390100000",31630,2021,23432364,5374702,5167709,735625,0,0,10689031,0,42869,473672,1422428,19947862,6766527,1778121,14438617,6684180,36246947,0,0,0,42931127,"0451810","city of page",162,"04","000","51810","00000",0,"A","page city","Arizona",7438
"106","AZ","goodyear","03200700700000",66950,2021,663049336,468101185,69664876,0,2488002,24223918,90716013,0,230946,471120,7624396,109115342,9587222,56981140,165312794,121749823,219246675,62983880,4725,26481652,340996498,"0428380","city of goodyear",162,"04","000","28380","00000",0,"A","goodyear city","Arizona",95288
"107","AZ","tempe","03200701200000",31638,2021,1425994727,632716012,146886861,1306299,9246583,0,493723063,0,96033887,703550,36783727,156598497,36398251,36754274,315069738,55736491,489084269,91419451,10980920,0,544820760,"0473000","city of tempe",162,"04","000","73000","00000",0,"A","tempe city","Arizona",180576
"108","AZ","tucson","03201000200000",31644,2021,3382060447,613720192,268899451,10533273,26851862,0,1291047640,0,212813304,0,52396915,436980206,258542441,114021672,636946327,304253927,1142236719,0,0,0,1446490646,"0477000","city of tucson",162,"04","000","77000","00000",0,"A","tucson city","Arizona",542656
