"","state.abb","name","government_id","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","geo_id","name_midfile","sumlev","state","county","place","cousub","concit","funcstat","name_census","state.name","population"
"41","CA","ripon","05203900300000",47653,2022,7114523,6575000,0,0,539523,0,0,0,0,0,0,10349833,1879180,5926124,12418584,5803454,24770267,1733453,0,0,30573721,"0661026","city of ripon",162,"06","000","61026","00000",0,"A","ripon city","California",16016
"42","CA","folsom","05203400100000",43239,2022,422340481,126224051,38960733,0,0,43693000,119048848,0,88657385,0,4815058,111013153,6928500,29535707,19535651,5243664,161769346,0,0,0,167013011,"0624638","city of folsom",162,"06","000","24638","00000",0,"A","folsom city","California",80463
"43","CA","pico rivera","05201950800000",31804,2022,121025971,37425139,20855500,0,0,0,28456842,0,16441514,0,1757452,35243984,27038050,5387593,47657449,25955125,89371951,11180400,0,0,115327076,"0656924","city of pico rivera",162,"06","000","56924","00000",0,"A","pico rivera city","California",62079
"44","CA","poway","05203760100000",67738,2022,128698852,58936214,17227264,0,0,0,39764532,0,0,0,2328418,55931703,12113361,471112,45869717,10345132,104040761,29690399,0,0,114385893,"0658520","city of poway",162,"06","000","58520","00000",0,"A","poway city","California",48837
"45","CA","redlands","05203600800000",31846,2022,384819184,9581309,32158678,0,0,15208328,86499183,0,201915922,0,8782282,83311828,4855376,34568093,135780480,93350231,165165546,30450320,0,3095963,258515777,"0659962","city of redlands",162,"06","000","59962","00000",0,"A","redlands city","California",73170
"46","CA","riverside","05203301200000",31836,2022,2363237000,1668549000,219146000,0,0,59948000,0,140293000,48770000,0,41849000,639546000,56244000,59035000,291401000,171843000,874383000,397947000,0,7667000,1046226000,"0662000","city of riverside",162,"06","000","62000","00000",0,"A","riverside city","California",315014
"47","CA","modesto","05205000200000",31888,2022,758381147,257309207,102228811,0,27208920,985000,249803716,0,29551870,0,11962073,215170683,16997072,15288882,186394207,82661652,351189192,0,0,0,433850844,"0648354","city of modesto",162,"06","000","48354","00000",0,"A","modesto city","California",218467
"48","CA","monrovia","05201903100000",31787,2022,204619709,164410741,8325604,0,956739,0,0,36811201,26151006,0,3452163,34257474,20131563,1146062,52575374,74501946,33608527,0,0,0,108110473,"0648648","city of monrovia",162,"06","000","48648","00000",0,"A","monrovia city","California",37937
"49","CA","ontario","05203600700000",31845,2022,693424241,460708167,109763536,0,50333817,0,0,150460651,0,12152353,20412795,288969854,52579490,44706566,257458159,207630466,436083603,72949443,0,538336,643714069,"0653896","city of ontario",162,"06","000","53896","00000",0,"A","ontario city","California",175266
"50","CA","colusa","05200600100000",31748,2022,26329683,0,724801,0,19627020,0,5131378,0,584359,0,243978,6066381,1167906,5780,4205770,-427469,11873306,0,0,0,11445837,"0614946","city of colusa",162,"06","000","14946","00000",0,"A","colusa city","California",6404
"51","CA","san pablo","05200701000000",31751,2022,107988559,52433481,5533608,0,618912,0,30335478,0,3225792,0,2119694,3551123,6883452,7428316,52743434,11420006,59186319,0,0,0,70606325,"0668294","city of san pablo",162,"06","000","68294","00000",0,"A","san pablo city","California",32122
"52","CA","willows","05201100200000",96345,2022,20121766,7985000,1492771,0,573500,0,0,4387531,108114,0,52362,1754507,4485048,0,4236112,9166715,1308952,0,0,0,10475667,"0685684","city of willows",162,"06","000","85684","00000",0,"A","willows city","California",6290
"53","CA","woodlake","05205400700000",31893,2022,22220535,2192000,3141290,0,14934739,0,1672863,0,0,0,279643,5841630,1339696,3714517,3708035,4659587,9944291,0,0,0,14603878,"0686300","city of woodlake",162,"06","000","86300","00000",0,"A","woodlake city","California",7431
"54","CA","orange","05203001300000",42627,2022,414709672,312283755,30956144,0,303679,0,0,113873213,44353963,0,10478070,70807045,19559089,7934114,146784955,40079699,205005504,8318717,0,0,245085203,"0653980","city of orange",162,"06","000","53980","00000",0,"A","orange city","California",139902
"55","CA","lakewood","05201902300000",31782,2022,54194664,0,21981249,0,0,0,21644913,0,1147037,0,2064559,25755828,13575994,2957680,52267752,21327860,73229394,13787798,0,0,94557254,"0639892","city of lakewood",162,"06","000","39892","00000",0,"A","lakewood city","California",82497
"56","CA","farmersville","05205450100000",96339,2022,19074694,0,1770099,0,11166917,0,328839,0,0,0,867538,4585432,2398960,11836085,9033344,16810372,11043449,0,0,0,27853821,"0623616","city of farmersville",162,"06","000","23616","00000",0,"A","farmersville city","California",10408
"57","CA","crescent","05200800100000",31754,2022,43902129,0,2684374,0,32780590,0,7521405,0,545320,0,370440,9600335,5833173,171232,7377705,1447406,21535039,5064751,0,0,22982445,"0617022","city of crescent city",162,"06","000","17022","00000",0,"A","crescent city city","California",6673
"58","CA","solvang","05204240100000",67887,2022,5045754,0,788513,0,0,0,2596064,0,1395429,0,265748,8228355,3713088,306673,9972357,3947862,18272611,5231784,0,166715,22220473,"0672576","city of solvang",162,"06","000","72576","00000",0,"A","solvang city","California",6126
"59","CA","santa clarita","05201940200000",31800,2022,198521702,75762441,63054641,0,0,129277,0,432938,0,2071568,4214133,78217204,50180833,82029431,111900848,112278756,210049560,7498623,0,13402891,322328316,"0669088","city of santa clarita",162,"06","000","69088","00000",0,"A","santa clarita city","California",228679
"60","CA","dana point","05203040200000",67222,2022,19586147,0,14135863,0,0,0,2810520,0,1666850,0,636511,6221539,7941845,0,41676487,8691900,47147971,0,0,0,55839871,"0617946","city of dana point",162,"06","000","17946","00000",0,"A","dana point city","California",33100
"61","CA","clovis","05201000100000",31756,2022,328974216,112804262,26098787,0,2170424,13834128,106699645,0,0,0,6372737,127325194,14326409,29053877,64976703,66192640,169489543,23737254,0,1112433,235682183,"0614218","city of clovis",162,"06","000","14218","00000",0,"A","clovis city","California",120160
"62","CA","camarillo","05205670100000",31897,2022,73004967,31181032,21723778,0,0,0,16662363,0,535851,0,2901943,42952039,10839589,7158971,43279171,10287183,93942587,15147895,0,6738809,104229770,"0610046","city of camarillo",162,"06","000","10046","00000",0,"A","camarillo city","California",70740
"63","CA","antioch","05200700100000",43096,2022,181278303,2833402,55005674,0,11217182,2934463,81393609,0,21758875,0,3877145,71674206,15069013,32337366,78364801,60308404,137136982,43011821,0,0,197445386,"0602252","city of antioch",162,"06","000","02252","00000",0,"A","antioch city","California",115305
"64","CA","cathedral","05203360100000",31840,2022,229975616,92864903,23428028,0,0,0,14926038,0,89770353,0,5118155,11465123,11388599,12360668,51536124,29921130,56829384,12333963,0,0,86750514,"0612048","city of cathedral",162,"06","000","12048","00000",0,"A","cathedral city city","California",51498
"65","CA","chino hills","05203620100000",31849,2022,59554428,0,26178203,0,0,0,14590736,0,4142654,0,1589936,77127957,5887612,4276048,19451287,-21819557,128562461,0,0,0,106742904,"0613214","city of chino hills",162,"06","000","13214","00000",0,"A","chino hills city","California",78426
"66","CT","killingworth","07300401000000",68271,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0940710","town of killingworth",61,"09","130",NA,"40710",0,"A","killingworth town","Connecticut",6170
"67","CT","sterling","07300801200000",68387,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0973420","town of sterling",61,"09","150",NA,"73420",0,"A","sterling town","Connecticut",3577
"68","CT","middlebury","07300500900000",68287,2022,31808675,18434225,1129575,0,0,0,5310938,0,6653758,0,280179,3422131,2988001,295812,35209265,2085996,39829213,0,0,0,41915209,"0946940","town of middlebury",61,"09","140",NA,"46940",0,"A","middlebury town","Connecticut",7574
"69","CT","darien","07300100400000",32112,2022,111550186,90513935,12762595,0,0,0,3231585,0,1766548,0,2420215,18478250,18726915,0,147028681,7668378,176565468,0,0,0,184233846,"0918850","town of darien",61,"09","190",NA,"18850",0,"A","darien town","Connecticut",21499
"70","CT","berlin","07300200200000",32122,2022,86123104,58000670,4888919,0,0,11395534,1742175,0,8978839,0,606092,11283417,19544271,3182124,83372072,12325729,105056155,4922927,0,0,117381884,"0904300","town of berlin",61,"09","110",NA,"04300",0,"A","berlin town","Connecticut",20172
"71","CT","madison","07300500800000",32152,2022,64030348,18042106,6257775,0,0,0,19766267,0,15707902,0,1248619,5541392,11831375,0,88868483,3639170,102602080,11523924,0,0,106241250,"0944560","town of madison",61,"09","170",NA,"44560",0,"A","madison town","Connecticut",17691
"72","CT","hamden","07300500700000",32151,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0935650","town of hamden",61,"09","170",NA,"35650",0,"A","hamden town","Connecticut",61200
"73","CT","wallingford","07300501800000",1266170,2022,251300000,37519000,28762000,0,0,29888000,100358000,61000,31000000,0,15231000,98847000,47150000,7499000,143598000,4086000,293008000,76309000,0,0,297094000,"0978740","town of wallingford",61,"09","170",NA,"78740",0,"A","wallingford town","Connecticut",44386
"74","CT","rocky hill","07300201800000",32131,2022,137389484,89129038,6042209,0,0,2512333,17169625,0,18379177,0,3967514,3304355,19761646,338360,80834260,361896,103876725,0,0,0,104238621,"0965370","town of rocky hill",61,"09","110",NA,"65370",0,"A","rocky hill town","Connecticut",20841
"75","CT","weston","07300101700000",68422,2022,29491068,9793700,5549010,0,0,0,12056186,0,384200,0,1707972,4439188,8927683,934600,74361433,4107008,84555896,0,0,0,88662904,"0983430","town of weston",61,"09","190",NA,"83430",0,"A","weston town","Connecticut",10353
"76","CT","woodstock","07300801500000",48650,2022,6217457,2537150,1189393,0,0,0,1601069,0,466177,0,169049,1296880,8678038,975575,17091502,-2160605,30202600,0,0,0,28041995,"0988190","town of woodstock",61,"09","150",NA,"88190",0,"A","woodstock town","Connecticut",8227
"77","CT","south windsor","07300202100000",32134,2022,192563456,117272284,19543137,0,438040,14000000,20000509,0,9591724,0,8219133,12190755,28002125,1498000,116711364,8823502,149578742,0,0,0,158402244,"0971390","town of south windsor",61,"09","110",NA,"71390",0,"A","south windsor town","Connecticut",26917
"78","CT","portland","07300401300000",68336,2022,36896564,10603155,4028178,0,0,1319373,13152721,0,3966045,0,1829881,5779235,10509037,214296,30190979,1604972,45088575,0,0,0,46693547,"0961800","town of portland",61,"09","130",NA,"61800",0,"A","portland town","Connecticut",9380
"79","CT","orange","07300501300000",68325,2022,103119202,31915394,6149875,0,0,0,20755651,0,43065068,0,1233214,6090384,5481411,1369123,72138864,5892742,79187040,935641,0,0,85079782,"0957600","town of orange",61,"09","170",NA,"57600",0,"A","orange town","Connecticut",14268
"80","CT","tolland","07300701000000",32169,2022,62489220,35174111,5499595,0,0,18783312,0,0,1591069,0,1198714,3516051,17199006,6606364,48924751,4591642,71654530,454981,0,0,76246172,"0976290","town of tolland",61,"09","110",NA,"76290",0,"A","tolland town","Connecticut",14574
"81","CT","ridgefield","07300101300000",32118,2022,114398326,42124699,8911042,0,0,18794058,14342238,0,29140612,0,1085677,16275388,25071836,142848,142067904,4189749,179368227,0,0,0,183557976,"0963970","town of ridgefield",61,"09","190",NA,"63970",0,"A","ridgefield town","Connecticut",25040
"82","CT","wolcott","07300502000000",32156,2022,92082047,28303000,4969564,0,0,9910470,12346057,1298359,32790282,0,2729341,3935923,24215242,356953,43530954,38340,72000732,0,0,0,72039072,"0987560","town of wolcott",61,"09","140",NA,"87560",0,"A","wolcott town","Connecticut",16104
"83","CT","seymour","07300501600000",1151596,2022,132012074,40121847,12926682,0,0,0,11680677,0,51501844,0,3807522,5588908,19973740,421998,46994477,-3666689,76645812,2527592,0,0,72979123,"0967610","town of seymour",61,"09","140",NA,"67610",0,"A","seymour town","Connecticut",16758
"84","CT","woodbridge","07300502100000",96379,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0987700","town of woodbridge",61,"09","170",NA,"87700",0,"A","woodbridge town","Connecticut",9093
"85","CT","somers","07300700800000",68375,2022,23956525,16587167,2707273,0,0,0,888319,191127,1958659,0,975855,3211360,10787401,156917,28096048,-344621,42596347,0,0,0,42251726,"0969220","town of somers",61,"09","110",NA,"69220",0,"A","somers town","Connecticut",10258
"86","CT","union","07300701100000",68406,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0977830","town of union",61,"09","150",NA,"77830",0,"A","union town","Connecticut",781
"87","CT","winchester","07300302400000",32144,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0986440","town of winchester",61,"09","160",NA,"86440",0,"A","winchester town","Connecticut",10229
"88","CT","avon","07300200100000",42395,2022,83600690,15584143,5551669,0,0,0,23600965,0,27630101,0,3995003,7581281,13360905,630409,90946458,-479710,112998763,10410975,0,0,112519053,"0902060","town of avon",61,"09","110",NA,"02060",0,"A","avon town","Connecticut",18935
"89","CT","clinton","07300400200000",32145,2022,92730295,54087941,4546911,0,0,2470010,14698044,0,6974146,0,2204224,2205810,13800480,2827032,50079924,5666626,63246620,0,0,0,68913246,"0915350","town of clinton",61,"09","130",NA,"15350",0,"A","clinton town","Connecticut",13187
"90","CT","cromwell","07300400300000",32146,2022,34436358,18026994,3178988,0,0,465284,8867310,0,2158327,0,1576856,5609119,15556433,3149953,47752080,4392276,67675309,0,0,0,72067585,"0918080","town of cromwell",61,"09","130",NA,"18080",0,"A","cromwell town","Connecticut",14222
"91","CT","ashford","07300800100000",68142,2022,3336655,651644,1233242,0,0,390747,0,0,947872,0,54911,613184,5562313,66785,12186933,764727,17664488,0,0,0,18429215,"0901430","town of ashford",61,"09","150",NA,"01430",0,"A","ashford town","Connecticut",4191
"92","DE","milton","08200301600000",111274,2022,3157132,0,981191,0,0,2039397,0,833474,0,0,127200,1815019,1164839,529093,2155716,1331434,4333233,1182014,0,68000,5664667,"1048330","town of milton",162,"10","000","48330","00000",0,"A","milton town","Delaware",3322
"93","CT","coventry","07300700400000",32164,2022,40617774,17618430,4582814,0,2621395,1577045,6393722,0,6437133,0,999301,4576380,14678462,1847250,33166694,7619896,46648890,6262657,0,0,54268786,"0917800","town of coventry",61,"09","110",NA,"17800",0,"A","coventry town","Connecticut",12235
"94","CT","ledyard","07300600800000",32160,2022,82313485,38979922,7319976,0,0,13122031,6493838,0,14438554,0,1681989,6544533,23589976,1153532,44933939,2663780,73558200,1145827,0,0,76221980,"0942600","town of ledyard",61,"09","180",NA,"42600",0,"A","ledyard town","Connecticut",15422
"95","CT","east hampton","07300400700000",43592,2022,71145719,45120955,3084332,0,0,862303,16924529,0,3248369,0,1598026,6265365,14872862,417685,42213579,-735234,64504725,0,0,0,63769491,"0922490","town of east hampton",61,"09","130",NA,"22490",0,"A","east hampton town","Connecticut",12716
"96","CT","east granby","07300200600000",68201,2022,18361213,14056574,2233726,0,0,0,0,0,1830743,0,236003,1974659,4895207,1574722,21379219,630758,29193049,0,0,0,29823807,"0922070","town of east granby",61,"09","110",NA,"22070",0,"A","east granby town","Connecticut",5214
"97","CT","waterbury","07200500800000",32106,2022,1960125000,508092000,110950000,0,0,0,301727000,0,953394000,0,31549000,49177000,278233000,46633000,283253000,24389000,632907000,13697,0,1331,657296000,"0980000","city of waterbury",162,"09","000","80000","00000",0,"A","waterbury city","Connecticut",114455
"98","CT","essex","07300400800000",55419,2022,14131151,8966713,1805560,0,0,0,2103635,0,984858,0,193871,1150864,1966338,141443,24650389,1404783,26504251,0,0,0,27909034,"0926270","town of essex",61,"09","130",NA,"26270",0,"A","essex town","Connecticut",6737
"99","CT","litchfield","07300301000000",68277,2022,31629717,22862422,3616152,0,0,295928,4206412,0,263104,0,243993,2584404,4671616,1756789,30283659,3685717,35610751,0,0,0,39296468,"0943370","town of litchfield",61,"09","160",NA,"43370",0,"A","litchfield town","Connecticut",8196
"100","CT","shelton","07200100500000",56472,2022,55505194,15649465,17642112,0,0,8490010,7316148,0,0,0,7523213,8193239,33012401,0,111310654,1895013,150621281,0,0,0,152516294,"0968100","city of shelton",162,"09","000","68100","00000",0,"A","shelton city","Connecticut",40882
"101","CT","canton","07300200500000",64783,2022,32780879,20252185,4001802,0,0,514202,6350123,0,0,242752,1152072,4107564,9926745,2453184,36921166,2181074,51227585,6222699,0,0,53408659,"0912270","town of canton",61,"09","110",NA,"12270",0,"A","canton town","Connecticut",10125
"102","CT","meriden","07200500400000",32104,2022,570036000,190364000,58774000,0,0,17713000,186142000,0,55278000,0,16697000,29846000,127805000,14120000,141597000,-2013000,315381000,12587000,0,0,313368000,"0946450","city of meriden",162,"09","000","46450","00000",0,"A","meriden city","Connecticut",60830
