"","state.abb","name","government_id","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","geo_id","name_midfile","sumlev","state","county","place","cousub","concit","funcstat","name_census","state.name","population"
"2079","OK","bernice","37202100100000",125583,2022,242691,0,0,0,0,227116,0,0,0,0,0,244175,66160,3500,597857,233028,678663,0,0,0,911692,"4005550","town of bernice",162,"40","000","05550","00000",0,"A","bernice town","Oklahoma",420
"2080","OK","hinton","37200801100000",125520,2022,0,0,0,0,0,0,0,0,0,0,0,1073948,44198,0,2354822,-630074,4103042,0,0,0,3472968,"4034750","town of hinton",162,"40","000","34750","00000",0,"A","hinton town","Oklahoma",4927
"2081","OK","council hill","37205100300000",125801,2022,0,0,0,0,0,0,0,0,0,0,0,14267,0,20030,29526,14280,49543,0,0,0,63823,"4017550","town of council hill",162,"40","000","17550","00000",0,"A","council hill town","Oklahoma",110
"2082","OK","hillsdale","37202400800000",125606,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71507,3883,67624,0,0,0,71507,"4034650","town of hillsdale",162,"40","000","34650","00000",0,"A","hillsdale town","Oklahoma",73
"2083","OK","roosevelt","37203800700000",125708,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379879,46870,333009,0,0,0,379879,"4063900","town of roosevelt",162,"40","000","63900","00000",0,"A","roosevelt town","Oklahoma",256
"2084","OK","ryan","37203400400000",125679,2022,74439,0,49877,0,0,24563,0,0,0,0,0,1055610,0,0,249904,3120,1302394,100859357,151551,0,101010908,"4064600","city of ryan",162,"40","000","64600","00000",0,"A","ryan town","Oklahoma",666
"2085","OK","calera","37200700500000",125502,2022,4888154,0,0,0,0,4707788,0,0,0,0,0,2436556,354425,80000,1758043,818812,3810212,1816549,4099,0,4629024,"4010950","town of calera",162,"40","000","10950","00000",0,"A","calera town","Oklahoma",2905
"2086","OK","blair","37203300200000",125668,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874200,58017,816183,0,0,0,874200,"4006650","town of blair",162,"40","000","06650","00000",0,"A","blair town","Oklahoma",716
"2087","OK","fort cobb","37200800900000",125518,2022,28599,0,28599,0,0,0,0,0,0,0,0,311977,4763,88183,296150,158263,542810,0,74,0,701073,"4027100","town of fort cobb",162,"40","000","27100","00000",0,"A","fort cobb town","Oklahoma",517
"2088","OK","gracemont","37200801000000",125519,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472398,70959,401439,0,0,0,472398,"4030600","town of gracemont",162,"40","000","30600","00000",0,"A","gracemont town","Oklahoma",284
"2089","OK","gage","37202300300000",125598,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567689,131284,436405,0,0,0,567689,"4028250","town of gage",162,"40","000","28250","00000",0,"A","gage town","Oklahoma",434
"2090","OK","fort supply","37207700100000",126011,2022,0,0,0,0,0,0,0,0,0,0,0,556386,0,0,136530,45148,647768,0,0,0,692916,"4027350","town of fort supply",162,"40","000","27350","00000",0,"A","fort supply town","Oklahoma",320
"2091","OK","custer city","37202000400000",125581,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549449,24504,524945,0,0,0,549449,"4018950","town of custer city",162,"40","000","18950","00000",0,"A","custer city town","Oklahoma",366
"2092","OK","fort towson","37201200200000",125539,2022,904766,0,42920,0,0,861846,0,0,0,0,0,526519,42703,0,173530,-150792,893544,0,0,0,742752,"4027400","town of fort towson",162,"40","000","27400","00000",0,"A","fort towson town","Oklahoma",496
"2093","OK","meno","37204700400000",125778,2022,6708,0,6708,0,0,0,0,0,0,0,0,86041,25460,2500,99984,31550,182434,86041,258,0,213985,"4047750","town of meno",162,"40","000","47750","00000",0,"A","meno town","Oklahoma",197
"2094","OK","hennessey","37203700200000",125698,2022,65761,0,65761,0,0,4231055,0,0,0,0,0,1612672,100257,5680,3066999,966046,3819562,0,0,0,4785608,"4033700","town of hennessey",162,"40","000","33700","00000",0,"A","hennessey town","Oklahoma",2149
"2095","OK","sharon","37207700500000",126014,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76907,19390,57517,0,0,0,76907,"4066650","town of sharon",162,"40","000","66650","00000",0,"A","sharon town","Oklahoma",132
"2096","OK","cement","37200800600000",125515,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724725,39520,685205,0,0,0,724725,"4013000","town of cement",162,"40","000","13000","00000",0,"A","cement town","Oklahoma",436
"2097","OK","chattanooga","37201600200000",125554,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735829,180142,555687,0,0,0,735829,"4013600","town of chattanooga",162,"40","000","13600","00000",0,"A","chattanooga town","Oklahoma",402
"2098","OK","valliant","37204500300000",125764,2022,297842,0,38254,0,0,259588,0,0,0,0,0,531442,69211,0,1257737,217032,1641358,0,0,0,1858390,"4076650","town of valliant",162,"40","000","76650","00000",0,"A","valliant town","Oklahoma",821
"2099","OK","rattan","37206460100000",125926,2022,303998,0,2588,0,0,301410,0,0,0,0,0,213657,207356,0,231473,34114,618372,4788191,0,0,4788191,"4061950","town of rattan",162,"40","000","61950","00000",0,"A","rattan town","Oklahoma",278
"2100","OK","lone wolf","37203800400000",125705,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622742,227356,395386,0,0,0,622742,"4043850","town of lone wolf",162,"40","000","43850","00000",0,"A","lone wolf town","Oklahoma",371
"2101","OK","bessie","37207500100000",125996,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257797,4744,253053,0,0,0,257797,"4005650","town of bessie",162,"40","000","05650","00000",0,"A","bessie town","Oklahoma",182
"2102","OK","canton","37200600100000",125491,2022,346720,0,28902,0,0,317818,0,0,0,0,0,350873,0,185610,483449,-122320,1142252,33912885,13418758,0,47331643,"4011600","town of canton",162,"40","000","11600","00000",0,"A","canton town","Oklahoma",467
"2103","OK","covington","37202400200000",125601,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4017700","city of covington",162,"40","000","17700","00000",0,"A","covington town","Oklahoma",472
"2104","OK","foss","37207500700000",126002,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169364,-77320,246684,0,0,0,169364,"4027450","town of foss",162,"40","000","27450","00000",0,"A","foss town","Oklahoma",101
"2105","OK","mulhall","37204200800000",125746,2022,13493,0,13493,0,0,0,0,0,0,0,0,113031,0,0,237052,20964,329120,10943110,0,0,10943110,"4049900","town of mulhall",162,"40","000","49900","00000",0,"A","mulhall town","Oklahoma",215
"2106","OK","breckenridge","37202400100000",125600,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4008600","town of breckenridge",162,"40","000","08600","00000",0,"A","breckenridge town","Oklahoma",203
"2107","OK","depew","37201900200000",125571,2022,737276,0,26114,0,0,711162,0,0,0,0,0,277099,46593,0,168728,-56044,548464,223562,5214,0,492420,"4020300","town of depew",162,"40","000","20300","00000",0,"A","depew town","Oklahoma",411
"2108","OK","cole","37204490200000",125761,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278817,123874,154943,0,0,0,278817,"4016200","town of cole",162,"40","000","16200","00000",0,"A","cole town","Oklahoma",621
"2109","OK","gene autry","37201000200000",125528,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4028950","town of gene autry",162,"40","000","28950","00000",0,"A","gene autry town","Oklahoma",153
"2110","OK","south coffeyville","37205300400000",125819,2022,398405,0,13495,0,0,300000,0,0,0,0,0,1780790,0,138401,185360,-16913,2121465,0,0,0,2104552,"4068600","town of south coffeyville",162,"40","000","68600","00000",0,"A","south coffeyville town","Oklahoma",681
"2111","OK","kenefic","37200700900000",125505,2022,96445,0,9689,0,0,86756,0,0,0,0,0,64698,0,518113,33557,486583,129786,0,0,0,616369,"4039200","city of kenefic",162,"40","000","39200","00000",0,"A","kenefic town","Oklahoma",147
"2112","OK","east duke","37203300300000",125669,2022,0,0,0,0,0,0,0,0,0,0,0,1321294,0,0,252381,312805,1260870,0,0,0,1573675,"4022550","town of east duke",162,"40","000","22550","00000",0,"A","east duke town","Oklahoma",394
"2113","OK","empire city","37206980100000",125959,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125336,43353,81983,0,0,0,125336,"4023900","town of empire city",162,"40","000","23900","00000",0,"A","empire city town","Oklahoma",703
"2114","OK","goldsby","37204480100000",125758,2022,5729601,2556172,657,0,0,2708335,0,0,0,0,0,2262819,120013,388000,3035670,2291211,3515291,261183,101733,0,5806502,"4029850","town of goldsby",162,"40","000","29850","00000",0,"A","goldsby town","Oklahoma",2695
"2115","OK","millerton","37204590300000",125768,2022,13062,0,6600,0,0,6462,0,0,0,0,0,37158,4763,27508,110886,21896,158420,0,0,0,180316,"4048600","town of millerton",162,"40","000","48600","00000",0,"A","millerton town","Oklahoma",214
"2116","OK","binger","37200800300000",125512,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4006200","town of binger",162,"40","000","06200","00000",0,"A","binger town","Oklahoma",456
"2117","OK","talala","37206600600000",125935,2022,81120,0,0,0,0,81120,0,0,0,0,0,114012,85096,0,179938,129142,249904,0,0,0,379046,"4072200","town of talala",162,"40","000","72200","00000",0,"A","talala town","Oklahoma",256
"2118","OK","caney","37200300200000",125478,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4011550","town of caney",162,"40","000","11550","00000",0,"A","caney town","Oklahoma",183
"2119","OK","bridge creek","37202600700000",125628,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4008725","town of bridge creek",162,"40","000","08725","00000",0,"A","bridge creek town","Oklahoma",339
"2120","OK","bowlegs","37206790100000",125945,2022,2082,0,2082,0,0,0,0,0,0,0,0,38010,4763,79883,60217,108812,74061,38010,46094,0,182873,"4007950","town of bowlegs",162,"40","000","07950","00000",0,"A","bowlegs town","Oklahoma",357
"2121","OK","stonewall","37206200500000",125907,2022,1794214,0,39484,0,0,1754730,0,0,0,0,0,285136,30120,1354897,457131,1335068,792216,0,0,0,2127284,"4070500","town of stonewall",162,"40","000","70500","00000",0,"A","stonewall town","Oklahoma",414
"2122","OK","ketchum","37201800200000",125567,2022,1407,0,1407,0,0,0,0,0,0,0,0,79011,41528,0,364655,258870,226324,0,0,0,485194,"4039550","town of ketchum",162,"40","000","39550","00000",0,"A","ketchum town","Oklahoma",501
"2123","OK","velma","37206980200000",125960,2022,43114,0,32895,0,0,0,0,0,0,0,0,209757,0,0,1021687,417189,814255,0,0,0,1231444,"4076900","town of velma",162,"40","000","76900","00000",0,"A","velma town","Oklahoma",557
"2124","OK","talihina","37204001000000",125721,2022,2868917,0,56758,0,0,2812159,0,0,0,0,0,1088751,25737,232875,571534,505923,1412974,0,0,0,1918897,"4072250","town of talihina",162,"40","000","72250","00000",0,"A","talihina town","Oklahoma",916
"2125","OK","sperry","37207200900000",125980,2022,2545,0,2545,0,0,0,0,0,0,0,0,77600,197957,0,700672,249538,726691,0,0,0,976229,"4069300","town of sperry",162,"40","000","69300","00000",0,"A","sperry town","Oklahoma",1118
"2126","OK","glencoe","37206000200000",125887,2022,282064,0,0,0,0,256178,0,0,0,0,0,324846,4763,504442,273924,511952,596024,0,0,0,1107976,"4029400","town of glencoe",162,"40","000","29400","00000",0,"A","glencoe town","Oklahoma",500
"2127","OK","luther","37205501000000",125835,2022,62103,0,32714,0,0,29388,0,0,0,0,0,646193,322873,0,829638,505671,1293033,0,0,0,1798704,"4044500","town of luther",162,"40","000","44500","00000",0,"A","luther town","Oklahoma",1495
"2128","OK","welch","37201800400000",125569,2022,445933,0,90686,0,0,268954,0,0,0,0,0,398770,73262,186711,264677,234495,688925,0,0,0,923420,"4079750","town of welch",162,"40","000","79750","00000",0,"A","welch town","Oklahoma",621
"2129","OK","west siloam springs","37202180200000",125588,2022,36856,0,36856,0,0,0,0,0,0,0,0,927499,15200,269640,1883323,679071,2416591,0,0,0,3095662,"4080350","town of west siloam springs",162,"40","000","80350","00000",0,"A","west siloam springs town","Oklahoma",1015
"2130","OK","hydro","37200801200000",125521,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435605,231241,1204364,0,0,0,1435605,"4036700","town of hydro",162,"40","000","36700","00000",0,"A","hydro town","Oklahoma",926
"2131","OK","headrick","37203300600000",125672,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4033300","town of headrick",162,"40","000","33300","00000",0,"A","headrick town","Oklahoma",74
"2132","OK","terral","37203400500000",149811,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82814,-13641,96455,0,0,0,82814,"4072900","town of terral",162,"40","000","72900","00000",0,"A","terral town","Oklahoma",278
"2133","OK","rocky","37207500800000",126003,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4063700","town of rocky",162,"40","000","63700","00000",0,"A","rocky town","Oklahoma",128
"2134","OK","foyil","37206690100000",125938,2022,383646,0,7579,0,0,376067,0,0,0,0,0,66960,34732,0,153830,11591,243931,0,0,0,255522,"4027600","town of foyil",162,"40","000","27600","00000",0,"A","foyil town","Oklahoma",397
"2135","OK","wister","37204001100000",125722,2022,187049,0,52240,0,0,0,0,0,0,0,0,592969,100776,0,481352,225354,949743,448817,125,0,1175097,"4081750","town of wister",162,"40","000","81750","00000",0,"A","wister town","Oklahoma",1034
"2136","OK","leedey","37202200200000",125590,2022,597735,0,17151,0,0,580584,0,0,0,0,0,290331,40251,0,312573,157772,485383,0,0,0,643155,"4042050","town of leedey",162,"40","000","42050","00000",0,"A","leedey town","Oklahoma",416
"2137","OK","rush springs","37202600400000",125625,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025690,49938,1975752,0,0,0,2025690,"4064300","town of rush springs",162,"40","000","64300","00000",0,"A","rush springs town","Oklahoma",998
"2138","OK","vera","37207400600000",125995,2022,233573,0,0,0,0,233573,0,0,0,0,0,28205,0,23570,29299,6235,74839,0,0,0,81074,"4076950","town of vera",162,"40","000","76950","00000",0,"A","vera town","Oklahoma",324
"2139","OK","marshall","37204200600000",125744,2022,12679,0,379,0,0,0,0,0,0,0,0,70924,26810,50000,79121,31074,195781,0,0,0,226855,"4046650","town of marshall",162,"40","000","46650","00000",0,"A","marshall town","Oklahoma",209
"2140","OK","ringwood","37204700500000",125779,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4063450","town of ringwood",162,"40","000","63450","00000",0,"A","ringwood town","Oklahoma",401
"2141","OK","manitou","37207100600000",125972,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560704,38462,522242,0,0,0,560704,"4046150","town of manitou",162,"40","000","46150","00000",0,"A","manitou town","Oklahoma",170
"2142","OK","whitefield","37203160100000",125655,2022,94516,0,0,0,0,94516,0,0,0,0,0,36154,0,33796,120213,84659,105503,0,0,0,190163,"4080800","town of whitefield",162,"40","000","80800","00000",0,"A","whitefield town","Oklahoma",373
"2143","OK","vian","37206800800000",125951,2022,1404092,0,75690,0,0,0,0,0,0,0,0,863491,0,2643140,1021702,2885624,1642710,0,209,0,4528334,"4077250","city of vian",162,"40","000","77250","00000",0,"A","vian town","Oklahoma",1380
"2144","OK","francis","37206200300000",125905,2022,171497,0,20770,0,0,150727,0,0,0,0,0,178921,0,47792,34152,114450,146415,17869825,18899060,0,36768885,"4027650","town of francis",162,"40","000","27650","00000",0,"A","francis town","Oklahoma",247
"2145","OK","meeker","37204100700000",125735,2022,267910,0,57995,0,0,209915,0,0,0,0,0,646615,0,221016,664017,103606,1428043,53407756,7386852,0,60794608,"4047450","town of meeker",162,"40","000","47450","00000",0,"A","meeker town","Oklahoma",1002
"2146","OK","lookeba","37200801300000",125522,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4044000","town of lookeba",162,"40","000","44000","00000",0,"A","lookeba town","Oklahoma",74
"2147","OK","vici","37202200700000",125595,2022,154716,0,64400,0,0,90316,0,0,0,0,0,4043088,246608,55599,467717,-115994,4929006,0,0,0,4813012,"4077300","town of vici",162,"40","000","77300","00000",0,"A","vici town","Oklahoma",609
"2148","OK","wakita","37202700900000",125642,2022,325706,0,0,0,0,306756,0,0,0,0,0,306102,97002,88169,108110,-25916,625299,310638,105393,0,599383,"4077950","town of wakita",162,"40","000","77950","00000",0,"A","wakita town","Oklahoma",310
"2149","OK","muldrow","37206800500000",125949,2022,2832740,0,143409,0,0,2610942,78389,0,0,0,0,2694131,112841,0,1484651,730802,3560821,0,0,0,4291623,"4049850","town of muldrow",162,"40","000","49850","00000",0,"A","muldrow town","Oklahoma",3267
"2150","OK","milburn","37203500300000",125686,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237241,28358,208883,0,0,0,237241,"4048400","town of milburn",162,"40","000","48400","00000",0,"A","milburn town","Oklahoma",250
"2151","OK","orlando","37204200900000",125747,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4056050","town of orlando",162,"40","000","56050","00000",0,"A","orlando town","Oklahoma",127
"2152","OK","slaughterville","37201490200000",125547,2022,73504,0,73504,0,0,0,0,0,0,0,0,33445,421955,4000,647428,469321,637507,0,0,0,1106828,"4067950","town of slaughterville",162,"40","000","67950","00000",0,"A","slaughterville town","Oklahoma",4166
"2153","OK","pocasset","37202630100000",125629,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85175,539,84636,0,0,0,85175,"4059700","town of pocasset",162,"40","000","59700","00000",0,"A","pocasset town","Oklahoma",184
"2154","OK","thackerville","37204350100000",125752,2022,21912,0,21912,0,0,0,0,0,0,0,0,86831,9627,44886,282122,141404,282063,0,0,0,423467,"4073200","town of thackerville",162,"40","000","73200","00000",0,"A","thackerville town","Oklahoma",404
"2155","OK","springer","37201000400000",125530,2022,0,0,0,0,0,0,0,0,0,0,0,35283,0,0,258246,81124,212405,0,0,0,293529,"4069500","town of springer",162,"40","000","69500","00000",0,"A","springer town","Oklahoma",687
"2156","OK","longdale","37200600500000",125495,2022,0,0,0,0,0,0,0,0,0,0,0,0,12452,0,209969,-19668,242089,0,0,0,222421,"4043950","town of longdale",162,"40","000","43950","00000",0,"A","longdale town","Oklahoma",184
"2157","OK","ravia","37203500500000",125688,2022,22553,0,22553,0,0,0,0,0,0,0,0,465236,0,0,114899,124363,455771,25747954,0,0,25747954,"4062000","town of ravia",162,"40","000","62000","00000",0,"A","ravia town","Oklahoma",465
"2158","OR","barlow","38200300100000",85093,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4104000","city of barlow",162,"41","000","04000","00000",0,"A","barlow city","Oregon",133
"2159","OR","amity","38203600100000",85023,2022,10571711,6473000,2105847,0,1114687,0,133800,0,0,0,19377,1286648,164962,1116373,579751,1203240,1944494,0,0,0,3147734,"4102000","city of amity",162,"41","000","02000","00000",0,"A","amity city","Oregon",1755
"2160","OR","arlington","38201100100000",85036,2022,1950054,1949874,180,0,0,0,0,0,0,0,0,972525,85199,0,759983,322864,1494843,0,0,0,1817707,"4102800","city of arlington",162,"41","000","02800","00000",0,"A","arlington city","Oregon",626
"2161","OK","verden","37202600600000",125627,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4077000","town of verden",162,"40","000","77000","00000",0,"A","verden town","Oklahoma",509
"2162","OK","watts","37200100200000",125465,2022,62670,0,9935,0,0,10733,0,0,0,0,0,469415,52834,38335,316688,7587,869685,0,0,0,877272,"4079100","town of watts",162,"40","000","79100","00000",0,"A","watts town","Oklahoma",273
"2163","OR","ashland","38201500100000",37560,2022,55238127,17938765,4619689,0,0,1567000,24510198,0,4045104,0,1847200,57261422,6800096,373321,22841327,16549101,70727065,0,0,0,87276166,"4103050","city of ashland",162,"41","000","03050","00000",0,"A","ashland city","Oregon",21377
"2164","OR","astoria","38200400100000",65180,2022,37363775,0,3828666,0,21586557,0,9955021,0,796439,167091,536670,13619481,442727,235302,13197292,5091892,22402910,0,0,0,27494802,"4103150","city of astoria",162,"41","000","03150","00000",0,"A","astoria city","Oregon",10190
"2165","OR","athena","38203000200000",85051,2022,3800715,3800715,0,0,0,0,0,0,0,0,0,729270,210501,223458,547343,273297,1437275,0,0,0,1710572,"4103200","city of athena",162,"41","000","03200","00000",0,"A","athena city","Oregon",1210
"2166","OR","brownsville","38202200200000",85174,2022,131192,5520000,131192,0,0,172298,0,0,0,0,18044,1246133,387064,355837,1194333,251948,2931419,0,0,0,3183367,"4109050","city of brownsville",162,"41","000","09050","00000",0,"A","brownsville city","Oregon",1694
"2167","OR","butte falls","38201500200000",85188,2022,758951,546665,0,0,212286,0,105946,0,0,0,0,273219,648536,36689,215983,595640,578787,0,0,0,1174427,"4110050","town of butte falls",162,"41","000","10050","00000",0,"A","butte falls town","Oregon",444
"2168","OR","aumsville","38202400100000",85054,2022,1523117,0,35679,0,1371588,0,1337151,0,0,0,0,2199077,408287,893247,1460837,1413550,3547898,929179,0,0,4961448,"4103250","city of aumsville",162,"41","000","03250","00000",0,"A","aumsville city","Oregon",4238
"2169","OR","gresham","38202600200000",37571,2022,253260814,119260377,36545525,0,0,0,77003641,0,9429565,1425029,10850500,92396172,32160618,8250902,77060019,33539344,176328367,17288698,0,216691,209867711,"4131250","city of gresham",162,"41","000","31250","00000",0,"A","gresham city","Oregon",114255
"2170","OR","carlton","38203600200000",58018,2022,52650,1120000,76284,0,4283514,87675,710243,0,0,6746,0,2769831,488981,26694,9216886,1544090,10958302,0,0,0,12502392,"4111150","city of carlton",162,"41","000","11150","00000",0,"A","carlton city","Oregon",2218
"2171","OR","beaverton","38203400200000",37574,2022,365656109,215323415,45647279,0,25127990,2518122,63008122,0,5910104,1129622,5688132,51462502,32783779,24250525,76025296,30730957,153791145,24674426,0,0,184522102,"4105350","city of beaverton",162,"41","000","05350","00000",0,"A","beaverton city","Oregon",97503
"2172","OR","springfield","38202000900000",65027,2022,107527308,24374935,26236727,0,0,668173,44052254,0,7328291,1157375,2624635,36136154,6107496,19785162,51131051,30957628,82202235,0,0,3610556,113159863,"4169600","city of springfield",162,"41","000","69600","00000",0,"A","springfield city","Oregon",61843
"2173","OR","troutdale","38202600400000",87084,2022,16805860,9930362,989551,0,1500000,0,3548034,0,204510,0,324131,11121939,1321226,3695149,17106741,8877794,24367261,2922022,0,942023,33245055,"4174850","city of troutdale",162,"41","000","74850","00000",0,"A","troutdale city","Oregon",16294
"2174","OR","coburg","38202000100000",85338,2022,17227515,6627383,322093,0,0,9272093,906458,0,42319,18108,57169,3194724,253472,63632,2079846,626624,4965050,0,0,0,5591674,"4114400","city of coburg",162,"41","000","14400","00000",0,"A","coburg city","Oregon",1307
"2175","OR","dayville","38201200200000",85478,2022,528665,159204,2163,0,0,367298,0,0,0,0,0,130663,175915,1414893,596692,1984634,333529,63942,0,0,2318163,"4118300","town of dayville",162,"41","000","18300","00000",0,"A","dayville town","Oregon",133
"2176","OR","cornelius","38203400300000",52067,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4115550","city of cornelius",162,"41","000","15550","00000",0,"A","cornelius city","Oregon",12700
"2177","OR","forest grove","38203400400000",85652,2022,42488355,0,5363788,0,4476417,0,29283822,0,1983168,0,1381160,40257869,4863924,11825799,14555805,19050049,52453348,0,0,0,71503397,"4126200","city of forest grove",162,"41","000","26200","00000",0,"A","forest grove city","Oregon",26218
"2178","OR","woodburn","38202401700000",87345,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4183750","city of woodburn",162,"41","000","83750","00000",0,"A","woodburn city","Oregon",25998
"2179","OR","medford","38201500700000",37561,2022,217959707,125348785,39221271,0,0,2025390,41545780,0,5208782,1092634,4525609,48931144,23082496,5808463,65282998,34473826,108631275,21836584,0,687978,143105101,"4147000","city of medford",162,"41","000","47000","00000",0,"A","medford city","Oregon",85858
"2180","OR","jefferson","38202400800000",85944,2022,32628,153125,32628,0,6589968,0,0,0,0,0,0,1838162,408898,408941,1154675,-884760,4695436,962363,0,143820,3810676,"4137250","city of jefferson",162,"41","000","37250","00000",0,"A","jefferson city","Oregon",3328
"2181","OR","hermiston","38203000500000",48517,2022,71179747,50323897,5563770,0,0,4643269,8743718,0,788364,237278,586546,24538927,1481810,6428110,10468677,7959035,34958489,0,0,0,42917524,"4133700","city of hermiston",162,"41","000","33700","00000",0,"A","hermiston city","Oregon",19389
"2182","OR","grants pass","38201700200000",37562,2022,62082257,22567073,10923613,0,0,0,20885233,0,4645867,508921,3011033,24632526,371909,4846511,37792352,17796913,49846385,10030769,0,380720,67643298,"4130550","city of grants pass",162,"41","000","30550","00000",0,"A","grants pass city","Oregon",39194
"2183","OR","hillsboro","38203400600000",37575,2022,359152159,174087629,50736518,0,0,44241000,72999105,0,9496567,1830392,7467992,138401072,47448123,21989036,133657445,120312352,221183324,0,0,0,341495676,"4134100","city of hillsboro",162,"41","000","34100","00000",0,"A","hillsboro city","Oregon",106438
"2184","OR","sandy","38200300900000",42695,2022,49612698,22304417,4476802,0,0,15201377,6694068,0,395776,72537,540258,11011614,1890003,546773,11336517,5342281,19442626,2039095,0,0,24784907,"4165250","city of sandy",162,"41","000","65250","00000",0,"A","sandy city","Oregon",12627
"2185","OR","lake oswego","38200300800000",54841,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4140550","city of lake oswego",162,"41","000","40550","00000",0,"A","lake oswego city","Oregon",40800
"2186","OR","portland","38202600300000",37572,2022,8413392207,3069701267,519532981,0,58807244,0,4275718773,0,114572168,9210449,106449714,1324067844,230537110,197033920,874439576,531653367,2094425083,0,0,293221,2626078450,"4159000","city of portland",162,"41","000","59000","00000",0,"A","portland city","Oregon",652518
"2187","OR","klamath falls","38201800300000",37564,2022,54159977,7684836,10136959,0,24196345,0,10408597,0,556069,303332,1177171,23447845,133717,5050300,14678381,6951166,36359077,8405344,0,0,43310243,"4139700","city of klamath falls",162,"41","000","39700","00000",0,"A","klamath falls city","Oregon",21786
"2188","OR","coos bay","38200600200000",85378,2022,61545111,11129722,1728628,0,33673081,0,12079355,0,842260,225001,1391013,8872952,3835709,0,19613556,1140455,31181762,7261046,0,2024995,32322217,"4115250","city of coos bay",162,"41","000","15250","00000",0,"A","coos bay city","Oregon",15993
"2189","OR","eugene","38202000400000",37565,2022,327931439,72550119,53642431,0,0,0,162984111,0,20625263,3360733,16772674,130495547,36400664,16625284,237035937,85083080,335474352,10145774,0,0,420557432,"4123850","city of eugene",162,"41","000","23850","00000",0,"A","eugene city","Oregon",177195
"2190","OR","mcminnville","38203600600000",98474,2022,60763499,21410715,9742774,0,0,6794554,20095250,0,1461576,603367,1095728,23365077,1856059,4241895,29276605,13961521,44778115,0,0,0,58739636,"4145000","city of mcminnville",162,"41","000","45000","00000",0,"A","mcminnville city","Oregon",34332
"2191","OR","oregon city","38200300700000",126017,2022,71880332,26623674,12950613,0,0,0,16830008,0,13677515,471184,1384395,38456228,8001352,9291303,27485682,18434529,64800036,8485340,0,293595,83234565,"4155200","city of oregon city",162,"41","000","55200","00000",0,"A","oregon city city","Oregon",37580
"2192","OR","roseburg","38201000900000",65025,2022,26126980,0,2306680,0,0,0,15812051,0,2151496,324877,1432610,14334329,6404919,2299165,25527494,7420430,41145477,2327191,0,115811,48565907,"4163650","city of roseburg",162,"41","000","63650","00000",0,"A","roseburg city","Oregon",23664
