"","state.abb","name","government_id","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","geo_id","name_midfile","sumlev","state","county","place","cousub","concit","funcstat","census_name","state.name","population","Median_Household_Income_2021"
"5837","FL","north port","10205850100000",103414,2021,101412058,53528685,15228039,0,0,0,23333338,0,4765687,0,4348034,87900603,3106485,14700944,52637691,36207730,122137993,0,0,0,158345723,"1249675","city of north port",162,"12","000","49675","00000",0,"A","north port city","Florida",74798,68583
"5838","FL","fort myers","10203600100000",32300,2021,605641864,337368351,73894104,17331830,0,72179295,72552168,0,15813188,0,6769043,132828997,8013123,8719931,104649046,23019830,231191267,0,0,0,254211097,"1224125","city of fort myers",162,"12","000","24125","00000",0,"A","fort myers city","Florida",86401,53583
"5839","ME","saco","20201600200000",33892,2021,44354768,18177623,7578949,0,0,253956,6036738,0,6675195,0,1555628,9561747,23611118,1180889,57074873,4898728,86529899,0,0,0,91428627,"2364675","city of saco",162,"23","000","64675","00000",0,"A","saco city","Maine",20381,NA
"5840","ME","biddeford","20201600100000",33891,2021,95634557,36284236,7179399,0,0,11390633,10200222,0,17901769,0,3032075,9689457,40306472,3026018,57991118,14866538,96146527,0,0,0,111013065,"2304860","city of biddeford",162,"23","000","04860","00000",0,"A","biddeford city","Maine",22553,NA
"5841","FL","belle glade","10205000100000",68600,2021,5830825,0,4884993,107047,0,0,0,9660777,218906,0,619879,6238594,1389563,2674851,10365448,4016582,16651874,0,0,0,20668456,"1205200","city of belle glade",162,"12","000","05200","00000",0,"A","belle glade city","Florida",16738,NA
"5842","FL","clewiston","10202600100000",52428,2021,24214076,11794000,5306897,0,0,4958615,579189,1490887,1335395,0,239980,19145509,1436200,144472,4764141,2223059,23267263,0,0,0,25490322,"1213000","city of clewiston",162,"12","000","13000","00000",0,"A","clewiston city","Florida",7330,NA
"5843","FL","crystal river","10200900100000",68897,2021,9646360,2015000,1954586,0,0,4229392,1048281,0,252426,0,146675,6352817,931658,1793437,5357801,3258177,11177536,0,0,0,14435713,"1215775","city of crystal river",162,"12","000","15775","00000",0,"A","crystal river city","Florida",3397,NA
"5844","FL","macclenny","10200200100000",69591,2021,8344176,3498628,1393433,56413,0,1024657,1299200,0,52341,0,291475,4207008,0,3164543,4111034,4403677,7078908,0,0,0,11482585,"1241950","city of macclenny",162,"12","000","41950","00000",0,"A","macclenny city","Florida",7306,NA
"5845","FL","davenport","10205300300000",68912,2021,20285956,0,4751098,0,9076690,5790612,9282,0,369550,0,288724,8188833,244056,10003351,6024670,14814922,9645988,0,0,0,24460910,"1216450","city of davenport",162,"12","000","16450","00000",0,"A","davenport city","Florida",9281,NA
"5846","FL","delray beach","10205000500000",43043,2021,222839555,65786628,31499871,0,0,0,78542354,24249185,27893192,0,10025362,73506123,18525825,10028135,140137471,34835446,207362108,0,0,0,242197554,"1217100","city of delray beach",162,"12","000","17100","00000",0,"A","delray beach city","Florida",66847,64730
"5847","FL","groveland","10203500500000",69172,2021,22975878,0,3456597,827096,1023828,15594771,0,0,1107840,0,965746,13382776,4786216,22310902,15124886,25309087,30295693,0,0,0,55604780,"1227800","city of groveland",162,"12","000","27800","00000",0,"A","groveland city","Florida",18514,NA
"5848","GA","folkston","11202400100000",96470,2021,2277480,2069356,208124,0,0,0,0,0,0,0,0,1890001,1332672,0,2227432,1678811,3771294,0,0,0,5450105,"1330424","city of folkston",162,"13","000","30424","00000",0,"A","folkston city","Georgia",4518,NA
"5849","IN","fort wayne","15200200100000",33221,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1825000","city of fort wayne",162,"18","000","25000","00000",0,"A","fort wayne city","Indiana",263914,54737
"5850","ID","mullan","13204000200000",111735,2021,2131671,1240000,803829,81411,0,0,0,2522,0,0,6431,73703,70388,991332,288209,788212,635420,0,0,0,1423632,"1655630","city of mullan",162,"16","000","55630","00000",0,"A","mullan city","Idaho",645,NA
"5851","ID","post falls","13202801000000",92071,2021,24241863,2429072,11688072,0,9038652,0,0,256585,0,0,1086067,37940153,5367248,13006203,20201536,39964546,36550594,0,0,0,76515140,"1664810","city of post falls",162,"16","000","64810","00000",0,"A","post falls city","Idaho",38523,NA
"5852","KS","hutchinson","17207800500000",33467,2021,0,51251000,0,1973736,0,670000,22763802,0,0,0,3199901,0,0,0,93304923,5548382,87756541,0,0,0,93304923,"2033625","city of hutchinson",162,"20","000","33625","00000",0,"A","hutchinson city","Kansas",40018,NA
"5853","IL","galesburg","14204800400000",72112,2021,141722734,22079398,8589800,0,0,414058,93835053,225852,14777761,0,2026664,15751554,5788763,836128,36288532,1385097,57279880,0,0,0,58664977,"1728326","city of galesburg",162,"17","000","28326","00000",0,"A","galesburg city","Illinois",30047,NA
"5854","ID","rexburg","13203300100000",32691,2021,18334403,3115000,6268730,91920,8322845,0,0,1148292,0,0,535907,27238634,2916915,12029326,7797936,12270408,37712403,0,0,0,49982811,"1667420","city of rexburg",162,"16","000","67420","00000",0,"A","rexburg city","Idaho",39423,NA
"5855","IA","perry","16202501000000",92066,2021,0,7963854,0,0,0,1193934,1873971,0,0,0,487000,3181888,2778772,318670,10825384,2006021,15098693,0,0,0,17104714,"1962355","city of perry",162,"19","000","62355","00000",0,"A","perry city","Iowa",7840,NA
"5856","ID","driggs","13204100100000",32693,2021,11326967,811764,641408,0,4494959,5378836,0,19028,0,0,0,3308311,274628,227917,5394505,1634694,7570667,0,0,0,9205361,"1622690","city of driggs",162,"16","000","22690","00000",0,"A","driggs city","Idaho",1991,NA
"5857","GA","dalton","11215500100000",32486,2021,349622292,165604026,39314779,18360000,0,0,0,1314229,22706898,0,5346589,242627579,2088783,7159521,24566799,29411505,247031177,0,0,0,276442682,"1321380","city of dalton",162,"13","000","21380","00000",0,"A","dalton city","Georgia",34443,NA
"5858","IA","hawarden","16208400500000",114090,2021,12434971,10732918,545506,0,0,0,1053091,0,27215,0,76241,7077448,561994,35829,1870818,762493,8783596,0,0,0,9546089,"1935265","city of hawarden",162,"19","000","35265","00000",0,"A","hawarden city","Iowa",2698,NA
"5859","FL","daytona beach","10206400100000",92021,2021,273759084,39618638,32357558,2445160,75692369,47133726,51621368,22744,5975657,0,9100645,119280598,10530401,7613727,67296925,41510852,163210799,0,0,0,204721651,"1216525","city of daytona beach",162,"12","000","16525","00000",0,"A","daytona beach city","Florida",71587,43864
"5860","CA","seal beach","05203001700000",67855,2021,62261642,2920000,5150939,0,3720934,0,42834478,0,5899205,0,1438791,15494933,4287922,10692,33567519,2345284,51015782,0,0,0,53361066,"0670686","city of seal beach",162,"06","000","70686","00000",0,"A","seal beach city","California",25229,NA
"5861","GA","warrenton","11214900300000",92049,2021,6826899,5758622,689226,0,0,379051,0,303207,0,0,0,1477978,0,1120187,1162059,667805,3092419,0,0,0,3760224,"1380592","city of warrenton",162,"13","000","80592","00000",0,"A","warrenton city","Georgia",1740,NA
"5862","CO","colorado springs","06202100200000",31999,2021,3971629197,2962799000,358382576,26083000,0,21074000,313149000,18791321,66775000,0,41658000,1251944309,75745579,203406095,398827143,271690474,1658232652,0,0,0,1929923126,"0816000","city of colorado springs",162,"08","000","16000","00000",0,"A","colorado springs city","Colorado",479016,74579
"5863","FL","north miami beach","10201301900000",32290,2021,250851618,103679321,21342947,0,17819857,10676666,85123543,0,4566739,0,3495544,69995226,1020909,378200,58991027,10832007,119553355,0,0,0,130385362,"1249475","city of north miami beach",162,"12","000","49475","00000",0,"A","north miami beach city","Florida",43667,NA
"5864","CO","longmont","06200700400000",31996,2021,335948506,239360225,37191672,952979,2502274,0,3363895,679851,11469893,0,13417424,179904662,8944258,30026403,135605882,76088481,278392724,0,0,0,354481205,"0845970","city of longmont",162,"08","000","45970","00000",0,"A","longmont city","Colorado",98906,72911
"5865","FL","palm bay","10200550200000",32269,2021,306933009,181467487,38657166,5531621,11062908,40289000,7761926,3642355,12315964,0,6099519,86023257,5394856,15455157,78202144,66516029,118559385,0,0,0,185075414,"1254000","city of palm bay",162,"12","000","54000","00000",0,"A","palm bay city","Florida",119752,54746
"5866","CA","la habra","05203001100000",31825,2021,174362690,33575687,17799771,1050116,746019,0,91230438,0,4397266,0,5358394,37536360,11890028,6195484,45430844,6455607,94597109,0,0,0,101052716,"0639290","city of la habra",162,"06","000","39290","00000",0,"A","la habra city","California",63118,NA
"5867","ME","portland","20200300100000",33882,2021,680799959,445507736,77055941,6592248,0,62076414,46258016,0,23243802,0,10542982,110147619,81565917,8788743,224468796,39698398,385272677,0,0,0,424971075,"2360545","city of portland",162,"23","000","60545","00000",0,"A","portland city","Maine",68409,70244
"5868","ID","athol","13202800100000",111690,2021,1307494,0,307001,0,0,0,0,3110,0,0,0,314380,0,490820,434262,765823,473639,0,0,0,1239462,"1603700","city of athol",162,"16","000","03700","00000",0,"A","athol city","Idaho",704,NA
"5869","ID","mccall","13204300300000",32694,2021,9381803,4279435,3596042,45201,0,1128198,0,91027,0,0,332927,6234093,1060325,2549848,13858754,10381557,13321463,0,0,0,23703020,"1648790","city of mccall",162,"16","000","48790","00000",0,"A","mccall city","Idaho",3683,NA
"5870","CA","long beach","05201902600000",31784,2021,4381212000,1858585000,474323000,38943000,0,552878000,527875000,0,8785000,0,225119000,1182700000,352496000,116132000,484050000,431940000,1703438000,0,0,0,2135378000,"0643000","city of long beach",162,"06","000","43000","00000",0,"A","long beach city","California",466775,73905
"5871","CA","montebello","05201903200000",31788,2021,354679889,254979887,30034465,1642752,0,9790412,0,2441115,30359256,0,4271887,31764485,34174363,13008609,57482049,8668042,127761465,0,0,0,136429507,"0648816","city of montebello",162,"06","000","48816","00000",0,"A","montebello city","California",62623,NA
"5872","KS","gardner","17204600500000",114561,2021,107293486,68754635,3665301,11088153,7905171,5205000,8943757,0,749118,0,982351,41513799,3592019,9784755,12732415,4617757,63005231,0,0,0,67622988,"2025425","city of gardner",162,"20","000","25425","00000",0,"A","gardner city","Kansas",23331,NA
"5873","IA","solon","16205200700000",113813,2021,0,4157000,0,0,0,0,650224,0,0,0,29748,2055565,465054,0,4119451,1779463,4860607,0,0,0,6640070,"1973875","city of solon",162,"19","000","73875","00000",0,"A","solon city","Iowa",3024,NA
"5874","MI","livonia","23208201900000",34318,2021,140794021,41086455,21171727,84067,0,0,0,8763108,65659724,0,10205838,59231436,14159346,3051390,77592471,31484882,122549761,0,0,0,154034643,"2649000","city of livonia",162,"26","000","49000","00000",0,"A","livonia city","Michigan",95526,87332
"5875","CO","commerce city","06200100400000",103729,2021,313834539,248595565,20349083,316085,14125000,0,0,0,0,0,163741,25029831,1087738,2198922,121991472,30916192,119391771,0,0,0,150307963,"0816495","city of commerce",162,"08","000","16495","00000",0,"A","commerce city city","Colorado",62425,NA
"5876","MA","gloucester","22200500200000",34009,2021,512520086,94172255,18790229,605292,0,67735723,105002519,0,222776644,0,2696441,29460290,30033904,4309101,101483611,-5505542,170792448,0,0,0,165286906,"2526150","city of gloucester",162,"25","000","26150","00000",0,"A","gloucester city","Massachusetts",29730,NA
"5877","MI","ludington","23205300400000",97185,2021,50869156,39166000,2520063,0,0,31110,8308499,0,663723,0,179761,8410503,1514070,18620,6358943,1109077,15193059,0,0,0,16302136,"2649640","city of ludington",162,"26","000","49640","00000",0,"A","ludington city","Michigan",7655,NA
"5878","KS","wichita","17208701400000",33468,2021,1500033422,1078742000,246530158,291000,24955000,0,15602000,0,44218000,0,14577000,281550001,96248303,56162968,279539928,125235932,588265268,0,0,0,713501200,"2079000","city of wichita",162,"20","000","79000","00000",0,"A","wichita city","Kansas",397547,56293
"5879","MN","ely","24206900900000",81314,2021,10033672,3118269,1802763,2726000,520092,0,1387948,158789,0,0,0,9761853,1600870,2143255,5022703,5409844,13118837,0,0,0,18528681,"2719142","city of ely",162,"27","000","19142","00000",0,"A","ely city","Minnesota",3268,NA
"5880","MN","elbow lake","24202600300000",97924,2021,0,5602000,0,18023,2228604,0,448397,0,0,0,35199,886282,1355676,0,4559768,1061764,5739962,0,0,0,6801726,"2718458","city of elbow lake",162,"27","000","18458","00000",0,"A","elbow lake city","Minnesota",1275,NA
"5881","MN","fairmont","24204600300000",44416,2021,55918598,19955697,5357335,0,0,24896737,4040311,540575,705790,0,962728,29311053,1639974,3480811,10979445,6846513,38564770,0,0,0,45411283,"2720330","city of fairmont",162,"27","000","20330","00000",0,"A","fairmont city","Minnesota",10477,NA
"5882","MN","faribault","24206600200000",64933,2021,47930724,35541331,2072229,0,71750,0,6572818,0,1816166,0,1856430,14876984,6077902,5118437,16207819,10871990,31409152,0,0,0,42281142,"2720546","city of faribault",162,"27","000","20546","00000",0,"A","faribault city","Minnesota",24454,NA
"5883","MN","freeport","24207300700000",117454,2021,4953905,3444700,1424098,0,0,0,72598,0,0,0,12509,395031,177904,30272,698282,458852,842637,0,0,0,1301489,"2722652","city of freeport",162,"27","000","22652","00000",0,"A","freeport city","Minnesota",675,NA
"5884","MN","hoyt lakes","24206901600000",66543,2021,11061779,5560000,573895,17493,762500,2649750,657649,141788,832104,0,0,2881156,208896,5097568,2810937,3914808,7083749,0,0,0,10998557,"2730302","city of hoyt lakes",162,"27","000","30302","00000",0,"A","hoyt lakes city","Minnesota",2021,NA
"5885","MN","lakefield","24203200400000",117145,2021,10524956,5795000,793712,0,0,3581356,335582,0,0,0,19306,3715345,136438,498922,1594634,754890,5190449,0,0,0,5945339,"2734316","city of lakefield",162,"27","000","34316","00000",0,"A","lakefield city","Minnesota",1734,NA
"5886","MN","little falls","24204900900000",100208,2021,30815805,26865323,1363446,94510,0,0,2092495,437869,0,0,400031,6144696,1388770,4343142,7258965,5852049,13283524,0,0,0,19135573,"2737556","city of little falls",162,"27","000","37556","00000",0,"A","little falls city","Minnesota",9129,NA
"5887","MN","maple grove","24202701600000",81358,2021,139857524,97839656,16682096,0,5384126,0,13163448,0,2153473,0,4634725,32790409,13025242,31054729,36986094,25009166,88847308,0,0,0,113856474,"2740166","city of maple grove",162,"27","000","40166","00000",0,"A","maple grove city","Minnesota",70264,117442
"5888","MN","maplewood","24206250100000",106063,2021,89525312,68359768,6616585,707278,0,0,9650219,0,2262954,0,1928508,16798559,6233111,7740876,27957889,13093961,45636474,0,0,0,58730435,"2740382","city of maplewood",162,"27","000","40382","00000",0,"A","maplewood city","Minnesota",42086,NA
"5889","MN","minnetonka","24202702200000",49186,2021,95717106,65180252,9660086,0,0,0,14289583,6787748,2653693,0,3933492,39894735,6576939,12706369,50461981,32538988,77101036,0,0,0,109640024,"2743252","city of minnetonka",162,"27","000","43252","00000",0,"A","minnetonka city","Minnesota",53794,NA
"5890","MN","mountain lake","24201700300000",116996,2021,29303026,27384150,1040108,0,0,169982,641140,0,0,0,67247,5364300,148671,384903,2852733,2325819,6424788,0,0,0,8750607,"2744566","city of mountain lake",162,"27","000","44566","00000",0,"A","mountain lake city","Minnesota",1996,NA
"5891","MN","new brighton","24206200500000",117364,2021,73901239,40102842,23770507,0,0,0,5291894,2888102,2102523,0,1300873,17596689,1479334,1505411,17827906,9211233,29198107,0,0,0,38409340,"2745430","city of new brighton",162,"27","000","45430","00000",0,"A","new brighton city","Minnesota",23456,NA
"5892","MN","new hope","24202702600000",117102,2021,58884121,48396716,3050636,112376,0,823000,4722769,0,903535,0,875089,15016573,1240515,734174,23681851,11034386,29638727,0,0,0,40673113,"2745628","city of new hope",162,"27","000","45628","00000",0,"A","new hope city","Minnesota",21983,NA
"5893","MN","northfield","24206600600000",106067,2021,38360777,26818836,2414125,553017,0,905164,4677431,0,1858873,0,1133331,14638364,1476676,812001,17102985,6066024,27964002,0,0,0,34030026,"2746924","city of northfield",162,"27","000","46924","00000",0,"A","northfield city","Minnesota",20789,NA
"5894","MN","sandstone","24205801100000",97921,2021,4282861,2210000,345335,0,0,1354137,226334,164340,0,0,77055,823863,619213,779991,1543886,1073322,2693631,0,0,0,3766953,"2758396","city of sandstone",162,"27","000","58396","00000",0,"A","sandstone city","Minnesota",2459,NA
"5895","MN","shakopee","24207000800000",117436,2021,63905094,39730992,9361669,0,0,0,8525595,2163427,3178694,0,3108144,18147261,7554897,21014887,25663534,24747684,47632895,0,0,0,72380579,"2759350","city of shakopee",162,"27","000","59350","00000",0,"A","shakopee city","Minnesota",43704,NA
"5896","MN","shoreview","24206250300000",117369,2021,63625904,50256819,2524829,0,5195035,0,4219203,0,0,0,530018,19762417,982570,1266920,20156228,8679812,33488323,0,0,0,42168135,"2759998","city of shoreview",162,"27","000","59998","00000",0,"A","shoreview city","Minnesota",26930,NA
"5897","MN","tracy","24204201100000",51278,2021,30117444,28113628,979815,0,159303,0,721626,180316,0,0,143072,3898499,397542,1083323,2442269,-308211,8129844,0,0,0,7821633,"2765308","city of tracy",162,"27","000","65308","00000",0,"A","tracy city","Minnesota",2071,NA
"5898","MN","walker","24201101400000",106071,2021,10314,0,10314,0,0,0,0,0,0,0,0,4664693,600549,0,2776447,2173916,5867773,0,0,0,8041689,"2767792","city of walker",162,"27","000","67792","00000",0,"A","walker city","Minnesota",973,NA
"5899","MN","waverly","24208601500000",117571,2021,12378632,8305551,871768,0,0,2886633,247686,0,0,0,66994,3153122,49623,896281,1325565,1307694,4116897,0,0,0,5424591,"2768764","city of waverly",162,"27","000","68764","00000",0,"A","waverly city","Minnesota",1895,NA
"5900","MN","wood lake","24208700900000",117577,2021,3890577,1475000,89700,0,0,995000,55516,182209,0,0,327,365793,9985,2549370,408661,2620164,713645,0,0,0,3333809,"2771446","city of wood lake",162,"27","000","71446","00000",0,"A","wood lake city","Minnesota",379,NA
"5901","MN","woodbury","24208280400000",117535,2021,102099588,52903089,26520629,0,0,73287,14245862,7492308,4781081,0,3575640,38659542,4554607,31537393,39671333,34593250,79829625,0,0,0,114422875,"2771428","city of woodbury",162,"27","000","71428","00000",0,"A","woodbury city","Minnesota",75107,114592
"5902","MN","austin","24205000200000",106049,2021,60084899,16863478,10003376,51050,0,0,10529178,0,18470711,0,4167106,74796490,2980866,6061909,18727230,9079998,93486497,0,0,0,102566495,"2702908","city of austin",162,"27","000","02908","00000",0,"A","austin city","Minnesota",26178,NA
"5903","MN","askov","24205800100000",117321,2021,1114253,214000,228338,0,0,633481,38434,0,0,0,0,253637,68251,1819012,279690,1894066,526524,0,0,0,2420590,"2702548","city of askov",162,"27","000","02548","00000",0,"A","askov city","Minnesota",329,NA
"5904","MN","detroit lakes","24200300300000",97911,2021,56819283,29363793,4121971,0,0,16905806,3891491,1119170,1220660,0,1315561,37602739,1688627,6475515,11107242,14769021,42105102,0,0,0,56874123,"2715832","city of detroit lakes",162,"27","000","15832","00000",0,"A","detroit lakes city","Minnesota",10021,NA
"5905","MN","brainerd","24201800200000",34751,2021,52450262,44293936,2213377,520691,0,0,3025667,1007747,931773,0,1464818,3975659,3235846,1445082,12277336,1720602,19213321,0,0,0,20933923,"2707300","city of brainerd",162,"27","000","07300","00000",0,"A","brainerd city","Minnesota",14404,NA
"5906","CA","willows","05201100200000",96345,2021,24355659,8510000,484175,191001,6316562,0,8647031,0,121368,0,85522,2106116,4475781,0,4213866,3178301,7617462,0,0,0,10795763,"0685684","city of willows",162,"06","000","85684","00000",0,"A","willows city","California",6290,NA
"5907","MN","burnsville","24201970200000",34752,2021,117152452,63358599,15473683,0,0,7195319,16622560,0,10295245,0,4207046,35885299,7766053,10898936,44970261,13888247,85632302,0,0,0,99520549,"2708794","city of burnsville",162,"27","000","08794","00000",0,"A","burnsville city","Minnesota",64324,NA
"5908","FL","hallandale beach","10200600500000",101881,2021,238249850,81666849,13219467,1116269,0,21754426,100876055,0,12305754,0,3393030,66809374,7436531,35011,67155106,28166655,113269367,0,0,0,141436022,"1228452","city of hallandale beach",162,"12","000","28452","00000",0,"A","hallandale beach city","Florida",41221,NA
"5909","MN","dayton","24202700600000",117088,2021,25534216,18349385,5373400,0,0,343000,0,1183423,0,0,285008,12617586,287491,14316322,6788579,23803025,10206953,0,0,0,34009978,"2715022","city of dayton",162,"27","000","15022","00000",0,"A","dayton city","Minnesota",7263,NA
"5910","MN","east bethel","24200280100000",116902,2021,18743661,15930000,807803,0,995062,0,785762,806009,0,0,225034,1654877,1490064,4207707,6486277,4383190,9455735,0,0,0,13838925,"2717486","city of east bethel",162,"27","000","17486","00000",0,"A","east bethel city","Minnesota",11783,NA
"5911","MN","eden prairie","24202770200000",117116,2021,76231310,46825464,7733105,0,0,0,15751743,3929445,3131833,0,2789165,46392842,6577899,12390203,44492943,14890653,94963234,0,0,0,109853887,"2718116","city of eden prairie",162,"27","000","18116","00000",0,"A","eden prairie city","Minnesota",64198,NA
"5912","MN","cokato","24208600500000",117562,2021,13807984,11624085,462180,0,0,1376385,281850,38875,0,0,63484,1962655,84726,2563987,2637523,1794359,5454532,0,0,0,7248891,"2712430","city of cokato",162,"27","000","12430","00000",0,"A","cokato city","Minnesota",2794,NA
"5913","MN","cosmos","24204700200000",117229,2021,3504426,2428195,66368,0,0,917724,81139,0,0,0,0,389505,34146,0,806513,272468,957696,0,0,0,1230164,"2713420","city of cosmos",162,"27","000","13420","00000",0,"A","cosmos city","Minnesota",511,NA
"5914","MN","cottage grove","24208280100000",117533,2021,66096672,45184230,10722981,0,0,0,8282346,0,607334,0,1299781,21928061,4796118,30187155,19375825,25639366,50647793,0,0,0,76287159,"2713456","city of cottage grove",162,"27","000","13456","00000",0,"A","cottage grove city","Minnesota",38837,NA
"5915","MN","sauk rapids","24200500400000",116918,2021,15053980,6169915,820850,0,0,4311216,2246642,581472,236810,0,1268547,10074043,421443,3482968,7521482,3245325,18254611,0,0,0,21499936,"2758684","city of sauk rapids",162,"27","000","58684","00000",0,"A","sauk rapids city","Minnesota",13862,NA
"5916","MN","clinton","24200600300000",116922,2021,0,1106000,0,119939,0,3142818,0,0,0,0,3194,130467,212378,0,148422,-531770,1023037,0,0,0,491267,"2711980","city of clinton",162,"27","000","11980","00000",0,"A","clinton city","Minnesota",385,NA
"5917","KS","shawnee","17204601600000",93314,2021,165290693,106319249,8576344,597622,0,0,32109190,0,12435081,0,5253207,8528131,5896071,6534435,75342667,4795067,91506237,0,0,0,96301304,"2064500","city of shawnee",162,"20","000","64500","00000",0,"A","shawnee city","Kansas",67310,92844
"5918","ND","bismarck","35200800100000",1036423,2021,228375649,169057639,21021462,2311847,25015840,0,1264964,1030073,0,0,4787416,77803046,20123112,44335043,69111363,75018157,136354407,0,0,0,211372564,"3807200","city of bismarck",162,"38","000","07200","00000",0,"A","bismarck city","North Dakota",73625,61861
"5919","ND","lamoure","35202300600000",98042,2021,3725602,3432046,0,0,293556,0,0,0,0,0,0,564532,470329,0,479397,73492,1440766,0,0,0,1514258,"3844540","city of la moure",162,"38","000","44540","00000",0,"A","lamoure city","North Dakota",762,NA
"5920","ND","minot","35205100800000",1036425,2021,213494726,120159068,14681401,2008828,0,0,57636491,0,8376,111627,2080693,40517873,18209269,55327844,57902076,28267787,143689275,0,0,0,171957062,"3853380","city of minot",162,"38","000","53380","00000",0,"A","minot city","North Dakota",48384,NA
"5921","ND","new town","35203100100000",1036426,2021,11404553,11188402,0,0,216151,0,0,0,0,0,0,2907055,1534229,0,5681504,2983923,7138864,0,0,0,10122788,"3856740","city of new town",162,"38","000","56740","00000",0,"A","new town city","North Dakota",2768,NA
"5922","ND","west fargo","35200901800000",1035849,2021,358564587,324241079,7837832,1475072,12919165,0,9461963,0,625801,0,2003675,24210581,2272063,39624819,36127821,20871268,81364016,0,0,0,102235284,"3884780","city of west fargo",162,"38","000","84780","00000",0,"A","west fargo city","North Dakota",38635,NA
"5923","NE","bassett","28207500100000",120925,2021,646437,0,0,0,0,646437,0,0,0,0,0,446688,126656,10359,580386,119147,1044942,0,0,0,1164089,"3103215","city of bassett",162,"31","000","03215","00000",0,"A","bassett city","Nebraska",542,NA
"5924","NE","columbus","28207100100000",81837,2021,89837863,75999824,4626563,0,0,0,0,0,0,0,1546476,25539580,7422259,4163493,20793895,16430137,41489090,0,0,0,57919227,"3110110","city of columbus",162,"31","000","10110","00000",0,"A","columbus city","Nebraska",24029,NA
"5925","NE","fremont","28202700200000",109132,2021,128313601,102650851,21613238,478736,0,0,0,0,0,0,3333928,87833868,4455579,2294053,24985337,24973281,94595556,0,0,0,119568837,"3117670","city of fremont",162,"31","000","17670","00000",0,"A","fremont city","Nebraska",27134,NA
"5926","NE","crawford","28202300200000",108790,2021,2570625,2264367,215383,0,0,90875,0,0,0,0,0,1107416,374932,6214,737018,65530,2160050,433422,182,0,2225580,"3111195","city of crawford",162,"31","000","11195","00000",0,"A","crawford city","Nebraska",841,NA
"5927","NE","newman grove","28206000400000",109342,2021,670875,1280000,31593,0,73178,0,0,0,0,0,1104,313631,136800,0,1412248,-64191,1926870,131407,49,0,1862679,"3134230","city of newman grove",162,"31","000","34230","00000",0,"A","newman grove city","Nebraska",664,NA
"5928","NE","genoa","28206300300000",109149,2021,877056,836276,40780,0,0,0,0,0,0,0,0,415800,4887,132190,942800,163061,1332616,0,0,0,1495677,"3118475","city of genoa",162,"31","000","18475","00000",0,"A","genoa city","Nebraska",894,NA
"5929","NE","minden","28205000300000",109317,2021,4713255,4475000,87995,0,148715,0,0,0,0,0,0,4573159,625611,36760,2753567,1292557,6696540,0,0,0,7989097,"3132340","city of minden",162,"31","000","32340","00000",0,"A","minden city","Nebraska",3121,NA
"5930","NE","harvard","28201800600000",108739,2021,0,0,0,0,0,0,0,0,0,0,0,549467,85308,0,957437,-567643,2159855,0,8894,0,1592212,"3121345","city of harvard",162,"31","000","21345","00000",0,"A","harvard city","Nebraska",949,NA
"5931","CO","boulder","06200700100000",31995,2021,350247000,108759000,45332000,4529000,0,49167000,59800000,321119,15721000,0,11444000,124689000,14643000,13108000,239720000,107935000,284225000,0,0,0,392160000,"0807850","city of boulder",162,"08","000","07850","00000",0,"A","boulder city","Colorado",108246,84167
"5932","IL","aurora","14204500100000",32805,2021,897202220,147007000,63221088,0,22030000,25000,549293000,0,83960000,0,20476000,75968058,13006124,11735756,229936965,18584714,312062189,0,0,0,330646903,"1703012","city of aurora",162,"17","000","03012","00000",0,"A","aurora city","Illinois",180526,83996
"5933","GA","mcdonough","11207500300000",70924,2021,17381601,4899850,1898892,0,0,2256828,6998127,0,984043,0,307435,12304199,1430014,2949494,16740534,5910109,27514132,0,0,0,33424241,"1348624","city of mcdonough",162,"13","000","48624","00000",0,"A","mcdonough city","Georgia",29065,NA
"5934","FL","kissimmee","10204900100000",32308,2021,136411000,40389000,19885000,3369000,0,35985000,21917000,0,7244000,0,2870000,51318000,2654000,10132000,80408000,19909000,124603000,0,0,0,144512000,"1236950","city of kissimmee",162,"12","000","36950","00000",0,"A","kissimmee city","Florida",79224,42615
"5935","GA","norcross","11206700700000",92040,2021,30067793,3045000,6884482,137629,0,0,2134981,0,17576128,0,289573,25760069,3105699,3275790,11769089,8010332,35900315,0,0,0,43910647,"1355776","city of norcross",162,"13","000","55776","00000",0,"A","norcross city","Georgia",17211,NA
"5936","GA","oxford","11210700400000",96508,2021,1114385,0,253672,0,0,431903,395786,0,0,0,33024,3550239,150777,420348,1115297,1207233,4029428,0,0,0,5236661,"1358744","city of oxford",162,"13","000","58744","00000",0,"A","oxford city","Georgia",2298,NA
"5937","GA","stockbridge","11207500400000",105191,2021,46448061,35420000,9558047,0,0,1120169,141189,0,0,0,208655,8390506,0,11766794,7093286,6526570,20724016,0,0,0,27250586,"1373704","city of stockbridge",162,"13","000","73704","00000",0,"A","stockbridge city","Georgia",28960,NA
