"","state.abb","name","government_id","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","geo_id","name_midfile","sumlev","state","county","place","cousub","concit","funcstat","census_name","state.name","population","Median_Household_Income_2021"
"4093","NE","alma","28204200100000",108835,2021,3390586,2725000,293089,0,0,372497,0,0,0,0,0,1520322,68400,1188126,1456880,1564836,2668892,0,0,0,4233728,"3100975","city of alma",162,"31","000","00975","00000",0,"A","alma city","Nebraska",1036,NA
"4094","NE","albion","28200600100000",108584,2021,6044690,5325000,100163,0,0,619527,0,0,0,0,0,984379,105706,184946,2025297,165801,3134527,0,0,0,3300328,"3100555","city of albion",162,"31","000","00555","00000",0,"A","albion city","Nebraska",1697,NA
"4095","NE","arapahoe","28203300100000",108840,2021,1612327,1561972,50355,0,0,0,0,0,0,0,0,2087033,29875,911979,1245469,482774,3791582,0,0,0,4274356,"3101780","city of arapahoe",162,"31","000","01780","00000",0,"A","arapahoe city","Nebraska",996,NA
"4096","NE","auburn","28206400100000",108849,2021,0,0,0,0,0,0,0,0,0,0,0,178336,174542,0,2700233,763154,2289957,0,0,0,3053111,"3102655","city of auburn",162,"31","000","02655","00000",0,"A","auburn city","Nebraska",3470,NA
"4097","NE","beatrice","28203400300000",35444,2021,26882527,13870000,4828090,742291,0,0,0,0,0,0,2042146,32615814,3529612,2338807,10866538,6774769,42576004,0,0,0,49350773,"3103390","city of beatrice",162,"31","000","03390","00000",0,"A","beatrice city","Nebraska",12254,NA
"4098","NE","bayard","28206200100000",57490,2021,3755096,3428176,137209,214708,0,187741,0,0,0,0,21428,2197827,191455,0,831707,397234,2823755,0,0,0,3220989,"3103285","city of bayard",162,"31","000","03285","00000",0,"A","bayard city","Nebraska",1133,NA
"4099","NE","ashland","28207800100000",108845,2021,4670984,5780000,750984,0,0,0,0,0,0,0,0,233734,493464,0,4137617,451567,4413248,0,0,0,4864815,"3102305","city of ashland",162,"31","000","02305","00000",0,"A","ashland city","Nebraska",3091,NA
"4100","NE","blue springs","28203400400000",108884,2021,9983,0,4676,0,0,0,0,0,0,0,0,135134,34730,0,151195,-80514,401573,0,0,0,321059,"3105630","city of blue springs",162,"31","000","05630","00000",0,"A","blue springs city","Nebraska",280,NA
"4101","NE","blue hill","28209100200000",108881,2021,2639625,2040000,199625,0,400000,0,0,0,0,0,0,1145089,224802,846694,734688,1133919,1817354,0,0,0,2951273,"3105560","city of blue hill",162,"31","000","05560","00000",0,"A","blue hill city","Nebraska",807,NA
"4102","NE","gordon","28208100200000",109158,2021,3063556,2915000,26380,110971,0,0,0,0,0,0,0,1112727,399540,0,1400091,570625,2341733,0,0,0,2912358,"3119350","city of gordon",162,"31","000","19350","00000",0,"A","gordon city","Nebraska",1510,NA
"4103","NE","kearney","28201000400000",35441,2021,65244385,49701569,9530777,170461,0,0,0,0,0,0,1890120,35586522,4383894,13943275,24578876,22724558,55768009,0,0,0,78492567,"3125055","city of kearney",162,"31","000","25055","00000",0,"A","kearney city","Nebraska",33784,NA
"4104","NE","ogallala","28205100200000",98057,2021,13882844,6945000,247842,0,5000,6685002,0,0,0,0,0,3018696,744555,1708573,5812176,2282856,9001144,0,0,0,11284000,"3135980","city of ogallala",162,"31","000","35980","00000",0,"A","ogallala city","Nebraska",4875,NA
"4105","NE","laurel","28201400500000",108668,2021,5851843,4695000,201042,25946,0,929855,0,0,0,0,0,1835331,16100,1924051,894620,2131299,2538803,0,0,0,4670102,"3126350","city of laurel",162,"31","000","26350","00000",0,"A","laurel city","Nebraska",974,NA
"4106","NE","wayne","28209000400000",47939,2021,14323774,5990000,1425876,0,0,6687338,0,0,0,0,220560,12705995,697304,3005761,5324836,6064290,15669606,0,0,0,21733896,"3151840","city of wayne",162,"31","000","51840","00000",0,"A","wayne city","Nebraska",5974,NA
"4107","NE","wood river","28204000500000",109743,2021,6128369,5745000,383369,0,0,0,0,0,0,0,0,2208908,1135484,650514,1552352,789822,4757436,0,0,0,5547258,"3153660","city of wood river",162,"31","000","53660","00000",0,"A","wood river city","Nebraska",1176,NA
"4108","NE","bridgeport","28206200200000",108888,2021,4472651,4095187,377464,0,0,0,0,0,0,0,0,3198581,382466,0,1179342,-12825,4773214,0,0,0,4760389,"3106295","city of bridgeport",162,"31","000","06295","00000",0,"A","bridgeport city","Nebraska",1462,NA
"4109","NE","crete","28207600100000",44347,2021,12575075,10445666,2129409,0,0,0,0,0,0,0,0,14750302,712929,3224060,6099641,4136935,20649997,0,0,0,24786932,"3111370","city of crete",162,"31","000","11370","00000",0,"A","crete city","Nebraska",7116,NA
"4110","NE","david city","28201200500000",108634,2021,130412,11995180,130412,0,23647,0,0,0,0,0,0,6896870,10564,490333,4346348,1290017,10454098,0,0,0,11744115,"3112315","city of david city",162,"31","000","12315","00000",0,"A","david city city","Nebraska",3000,NA
"4111","NE","ralston","28202800500000",109440,2021,30055808,28772623,1283185,0,0,0,0,217706,0,0,0,8748290,8188203,0,8802044,7085251,18653286,0,0,0,25738537,"3140605","city of ralston",162,"31","000","40605","00000",0,"A","ralston city","Nebraska",6486,NA
"4112","NE","elgin","28200200300000",108639,2021,2335938,685000,81449,0,0,1569489,0,0,0,0,0,372045,26920,305957,632416,399011,938327,0,0,0,1337338,"3114730","city of elgin",162,"31","000","14730","00000",0,"A","elgin city","Nebraska",718,NA
"4113","NE","grant","28206800300000",81848,2021,3933480,1725000,203369,121711,1883400,0,0,0,0,0,0,3108218,346552,144244,1126763,849355,3876422,0,0,0,4725777,"3119910","city of grant",162,"31","000","19910","00000",0,"A","grant city","Nebraska",1200,NA
"4114","NE","mccook","28207300500000",109289,2021,8826883,6555000,707160,0,0,799033,0,0,0,0,0,8198227,443876,1854407,7142838,2170729,15468619,0,0,0,17639348,"3129925","city of mccook",162,"31","000","29925","00000",0,"A","mccook city","Nebraska",7430,NA
"4115","NE","loup city","28208200400000",109263,2021,0,1186993,0,0,0,360461,0,0,0,0,0,564569,338353,0,1214469,318299,1799092,0,0,0,2117391,"3129470","city of loup city",162,"31","000","29470","00000",0,"A","loup city city","Nebraska",1053,NA
"4116","NE","fairfield","28201800400000",108737,2021,2290531,110000,15010,0,322815,1839487,0,0,0,0,3220,274564,27753,138678,338283,-513,779791,0,0,0,779278,"3116445","city of fairfield",162,"31","000","16445","00000",0,"A","fairfield city","Nebraska",330,NA
"4117","NE","milford","28208000600000",109310,2021,0,748896,0,0,887854,0,0,0,0,0,0,912072,855417,0,1283402,515636,2535255,0,0,0,3050891,"3132060","city of milford",162,"31","000","32060","00000",0,"A","milford city","Nebraska",2161,NA
"4118","NE","lyons","28201100300000",108677,2021,630234,1920000,160234,0,7764,0,0,0,0,0,0,1787473,254685,0,1105056,42171,3105043,0,0,0,3147214,"3129855","city of lyons",162,"31","000","29855","00000",0,"A","lyons city","Nebraska",820,NA
"4119","NE","imperial","28201500100000",108657,2021,6349378,5740000,316678,207759,0,35891,0,0,0,0,0,4876543,49512,501701,2856414,1776973,6507197,0,0,0,8284170,"3123690","city of imperial",162,"31","000","23690","00000",0,"A","imperial city","Nebraska",2066,NA
"4120","NE","indianola","28207300300000",109217,2021,1370951,1210674,155277,0,0,5000,0,0,0,0,0,897999,4055,48672,347174,58655,1239245,0,0,0,1297900,"3123830","city of indianola",162,"31","000","23830","00000",0,"A","indianola city","Nebraska",529,NA
"4121","NE","nebraska city","28206600500000",120897,2021,6381781,13811657,3137915,0,0,625051,0,0,0,0,0,25427251,1460217,1303836,9939865,831127,37300042,0,0,0,38131169,"3133705","city of nebraska city",162,"31","000","33705","00000",0,"A","nebraska city city","Nebraska",7216,NA
"4122","NE","neligh","28200200400000",108684,2021,4222136,2745000,394756,0,0,594775,0,0,0,0,0,3019463,218731,327666,1714228,-750257,6030345,0,0,0,5280088,"3133775","city of neligh",162,"31","000","33775","00000",0,"A","neligh city","Nebraska",1538,NA
"4123","NE","nelson","28206500500000",109337,2021,848671,672514,116234,0,0,59923,0,0,0,0,0,829925,15347,0,513677,106242,1252707,0,0,0,1358949,"3133880","city of nelson",162,"31","000","33880","00000",0,"A","nelson city","Nebraska",460,NA
"4124","NE","north bend","28202700500000",109354,2021,115748,87169,28579,0,0,0,0,0,0,0,0,608472,206286,542283,882961,298900,1941102,0,0,0,2240002,"3134720","city of north bend",162,"31","000","34720","00000",0,"A","north bend city","Nebraska",1278,NA
"4125","NE","lexington","28202400500000",108811,2021,15204685,9027221,2107820,461540,441629,1985345,0,0,0,0,366772,24422768,1117767,678938,9391694,4850494,30760673,0,0,0,35611167,"3126910","city of lexington",162,"31","000","26910","00000",0,"A","lexington city","Nebraska",10668,NA
"4126","NE","plainview","28207000600000",109425,2021,1599076,920000,159975,0,0,519101,0,0,0,0,0,1352192,125691,156786,1081498,570928,2145239,0,0,0,2716167,"3139170","city of plainview",162,"31","000","39170","00000",0,"A","plainview city","Nebraska",1279,NA
"4127","AL","northport","01206300100000",110736,2021,92743479,0,4184059,695368,0,900000,21460241,0,8113732,0,1406521,19638596,1835202,1123488,32551333,7899783,47248836,0,0,0,55148619,"0155200","city of northport",162,"01","000","55200","00000",0,"A","northport city","Alabama",31146,NA
"4128","AZ","chandler","03200700300000",31633,2021,1014689233,533634364,63516870,0,0,0,316219876,0,63003983,0,15088278,207153580,26659645,30929214,304246854,25690296,543298997,0,0,0,568989293,"0412000","city of chandler",162,"04","000","12000","00000",0,"A","chandler city","Arizona",276010,94613
"4129","CA","huntington beach","05203000900000",31824,2021,962271000,371046000,46350000,13185000,4339000,0,438377000,0,3220000,0,13405000,120314000,6013000,10192000,213447000,3567000,346399000,0,0,0,349966000,"0636000","city of huntington beach",162,"06","000","36000","00000",0,"A","huntington beach city","California",198723,107808
"4130","CA","san carlos","05204101100000",67801,2021,62836774,2787135,16240821,0,0,0,40566366,0,1614408,0,1018044,33126004,4761192,20833501,40645094,40712979,58652812,0,0,0,99365791,"0665070","city of san carlos",162,"06","000","65070","00000",0,"A","san carlos city","California",30726,NA
"4131","CA","newport beach","05203001200000",43165,2021,515821376,1291026,41726557,0,403000,0,310081711,0,20297440,0,13513007,93471559,20361620,7658387,191779748,28360188,284911126,0,0,0,313271314,"0651182","city of newport beach",162,"06","000","51182","00000",0,"A","newport beach city","California",85235,136588
"4132","AZ","willcox","03200200600000",31627,2021,13724746,0,809251,0,1300000,4323273,7120898,0,10939,90216,160385,3955854,815317,90700,4547271,968668,8440474,0,0,0,9409142,"0483090","city of willcox",162,"04","000","83090","00000",0,"A","willcox city","Arizona",3217,NA
"4133","FL","coral springs","10200670200000",32278,2021,243212314,88200968,35426731,6799369,9389480,17178707,53465930,17773878,24299160,0,8451969,87059217,16116756,1259700,122287695,2449671,224273697,0,0,0,226723368,"1214400","city of coral springs",162,"12","000","14400","00000",0,"A","coral springs city","Florida",134396,81067
"4134","DE","rehoboth beach","08200301800000",32215,2021,68984111,44164894,1084772,0,0,17848700,208009,0,4854118,0,823618,16391972,2377806,772286,9385789,4182991,24744862,0,0,0,28927853,"1060290","city of rehoboth beach",162,"10","000","60290","00000",0,"A","rehoboth beach city","Delaware",1105,NA
"4135","FL","deland","10206400200000",65237,2021,46149589,0,8908946,161714,0,16245638,15682354,0,1946418,0,3204519,36239713,3805317,9581057,28761796,20633983,57753900,0,0,0,78387883,"1216875","city of de land",162,"12","000","16875","00000",0,"A","deland city","Florida",37787,NA
"4136","FL","margate","10200650800000",69625,2021,110192777,28958157,15528578,853592,0,0,28490197,0,16547115,0,13762194,58051117,3166657,1336200,56792710,22755817,96590867,0,0,0,119346684,"1243125","city of margate",162,"12","000","43125","00000",0,"A","margate city","Florida",58700,NA
"4137","FL","miami springs","10201301600000",49011,2021,18156828,0,1178823,1862300,0,10008582,19942,911122,2899182,0,2187999,8247050,983720,3635190,15700837,5939096,22627701,0,0,0,28566797,"1245200","city of miami springs",162,"12","000","45200","00000",0,"A","miami springs city","Florida",13860,NA
"4138","FL","st petersburg","10205202000000",32314,2021,1459810343,804019000,88765560,5146000,0,93735000,115587405,16268755,256867376,0,28634000,343744042,27084983,8669465,310801563,70430621,619869432,0,0,0,690300053,"1263000","city of st petersburg",162,"12","000","63000","00000",0,"A","st petersburg city","Florida",258356,64141
"4139","FL","pensacola","10201700100000",32294,2021,326375193,0,57894052,0,20000,153223819,78858824,0,18162593,0,7137611,96201170,37015403,18832939,63980639,40351242,175678909,0,0,0,216030151,"1255925","city of pensacola",162,"12","000","55925","00000",0,"A","pensacola city","Florida",54310,NA
"4140","FL","palm coast","10201830100000",50575,2021,187079668,74527475,21754205,0,84211110,0,646483,2417302,1214943,0,4725452,75864273,4379320,34713726,42081090,38991567,118046842,0,0,0,157038409,"1254200","city of palm coast",162,"12","000","54200","00000",0,"A","palm coast city","Florida",89251,60648
"4141","FL","venice","10205800200000",49637,2021,123709256,63872661,13310830,1136847,0,7293965,25913000,3111928,10169448,0,2012505,45570137,2630759,8897566,38439844,26970911,68567395,0,0,0,95538306,"1273900","city of venice",162,"12","000","73900","00000",0,"A","venice city","Florida",25461,NA
"4142","FL","lynn haven","10200300500000",1160280,2021,68312887,45476962,7326991,0,0,14324402,0,4187203,529069,0,655463,12509709,14211738,4252079,14997894,18681771,27289649,0,0,0,45971420,"1241825","city of lynn haven",162,"12","000","41825","00000",0,"A","lynn haven city","Florida",18707,NA
"4143","GA","austell","11203300200000",96442,2021,6159556,0,1212229,551431,0,0,3922855,0,0,0,473041,6839547,582378,2404770,8783735,-16719,18627149,0,0,0,18610430,"1304252","city of austell",162,"13","000","04252","00000",0,"A","austell city","Georgia",7710,NA
"4144","GA","canton","11202800200000",70764,2021,106918474,81115930,14328226,0,0,6692684,4414141,0,0,0,367493,23952725,150376,5696870,14637942,9903600,34534313,0,0,0,44437913,"1312988","city of canton",162,"13","000","12988","00000",0,"A","canton city","Georgia",32972,NA
"4145","GA","barwick","11213600100000",70742,2021,72778,0,47216,0,0,25562,0,0,0,0,0,147099,36400,100671,186666,136379,334457,0,0,0,470836,"1305708","city of barwick",162,"13","000","05708","00000",0,"A","barwick city","Georgia",361,NA
"4146","GA","davisboro","11215000100000",105154,2021,3545142,0,29588,0,0,3422811,92743,0,0,0,0,897768,169292,231678,325936,467469,1157205,0,0,0,1624674,"1321800","city of davisboro",162,"13","000","21800","00000",0,"A","davisboro city","Georgia",1836,NA
"4147","GA","dawsonville","11204200100000",92029,2021,5205403,0,336945,0,0,4633715,172144,0,0,0,62599,2577868,25050,2424381,2129415,2724884,4431830,0,0,0,7156714,"1321940","city of dawsonville",162,"13","000","21940","00000",0,"A","dawsonville city","Georgia",3717,NA
"4148","GA","eatonton","11211700100000",70825,2021,1429940,0,449120,0,0,0,661777,0,0,0,123575,2019632,549914,3633968,4026248,3922828,6306934,0,0,0,10229762,"1326084","city of eatonton",162,"13","000","26084","00000",0,"A","eatonton city","Georgia",6306,NA
"4149","GA","mansfield","11210700200000",70920,2021,248893,155500,93393,0,0,0,0,0,0,0,0,1127706,0,119527,236816,217304,1266745,0,0,0,1484049,"1349616","city of mansfield",162,"13","000","49616","00000",0,"A","mansfield city","Georgia",442,NA
"4150","GA","glennville","11213200300000",70841,2021,6440351,5265649,250837,20513,0,613935,225649,0,0,0,63768,2588054,388765,1701438,2062815,1708849,5032223,0,0,0,6741072,"1333336","city of glennville",162,"13","000","33336","00000",0,"A","glennville city","Georgia",5274,NA
"4151","GA","emerson","11200800300000",70828,2021,2203672,0,293572,33431,0,1594939,210624,0,0,0,71106,2550436,119383,381221,1458533,596146,3913427,0,0,0,4509573,"1327344","city of emerson",162,"13","000","27344","00000",0,"A","emerson city","Georgia",1436,NA
"4152","GA","riverdale","11203100600000",111342,2021,20537603,0,2287076,0,0,0,0,0,1476438,0,479495,2154236,0,4194127,12903558,3702702,15549219,0,0,0,19251921,"1365464","city of riverdale",162,"13","000","65464","00000",0,"A","riverdale city","Georgia",15029,NA
"4153","GA","hiram","11211000200000",70861,2021,984330,0,422297,93829,0,0,348725,0,0,0,119479,844130,230564,1539312,3741088,1814770,4540324,0,0,0,6355094,"1339076","city of hiram",162,"13","000","39076","00000",0,"A","hiram city","Georgia",4925,NA
"4154","GA","johns creek","11206010200000",54263,2021,70821764,38462045,9568040,0,0,2103547,0,0,0,0,1278132,6051826,26794,27296863,63907954,34630636,62652801,0,0,0,97283437,"1342425","city of johns creek",162,"13","000","42425","00000",0,"A","johns creek city","Georgia",82444,132870
"4155","GA","sylvester","11215900300000",32487,2021,8878014,0,1491289,945189,0,4458776,1764785,0,0,0,217975,15631532,328378,2567961,2313586,1808150,19033307,0,0,0,20841457,"1375188","city of sylvester",162,"13","000","75188","00000",0,"A","sylvester city","Georgia",5639,NA
"4156","GA","tybee island","11202500400000",58424,2021,16264438,7755361,3981035,0,0,2877469,1230959,0,0,0,419614,15570690,0,1688602,10444142,2959347,24744087,0,0,0,27703434,"1378036","city of tybee island",162,"13","000","78036","00000",0,"A","tybee island city","Georgia",3110,NA
"4157","GA","milton","11206010300000",70927,2021,65550076,47870158,13586103,0,0,0,3261879,0,0,0,831936,4926190,1661366,9738779,34491064,16895569,33921830,0,0,0,50817399,"1351670","city of milton",162,"13","000","51670","00000",0,"A","milton city","Georgia",41290,NA
"4158","GA","villa rica","11202200600000",196494,2021,42625507,33723759,5989355,0,0,81365,2501449,0,0,0,329579,11935019,567721,7430093,12603134,5474741,27061226,0,0,0,32535967,"1379528","city of villa rica",162,"13","000","79528","00000",0,"A","villa rica city","Georgia",16980,NA
"4159","GA","lagrange","11214100200000",224016,2021,128678307,32194551,12399938,0,0,14883725,16846899,0,16634504,0,1105118,87779943,2071631,6543151,17249051,-2032950,115676726,0,0,0,113643776,"1344340","city of lagrange",162,"13","000","44340","00000",0,"A","lagrange city","Georgia",30858,NA
"4160","IL","altamont","14202500100000",71179,2021,4838717,1130000,223362,0,3344387,0,0,0,65309,0,75659,4549325,217446,79113,1707674,1252656,5300902,0,0,0,6553558,"1701049","city of altamont",162,"17","000","01049","00000",0,"A","altamont city","Illinois",2219,NA
"4161","IL","amboy","14205200100000",71184,2021,634336,343835,85529,0,0,0,181154,0,0,0,0,1013304,135653,0,1483289,758233,1874013,0,0,0,2632246,"1701270","city of amboy",162,"17","000","01270","00000",0,"A","amboy city","Illinois",2281,NA
"4162","IA","newton","16205000800000",65212,2021,0,33456220,0,0,0,6322000,11910411,0,0,0,756900,9005364,3659491,1408208,25727846,9294088,30506821,0,0,0,39800909,"1956505","city of newton",162,"19","000","56505","00000",0,"A","newton city","Iowa",15757,NA
"4163","IA","north english","16204800400000",224705,2021,0,3830114,0,61230,0,0,138159,0,0,0,9592,501641,20207,0,3876300,265253,4132895,0,0,0,4398148,"1957225","city of north english",162,"19","000","57225","00000",0,"A","north english city","Iowa",1067,NA
"4164","IA","atlantic","16201500200000",90204,2021,0,18570012,0,0,0,0,1286418,0,0,0,300000,2396115,2071457,1643135,5966334,754933,11322108,0,0,0,12077041,"1903520","city of atlantic",162,"19","000","03520","00000",0,"A","atlantic city","Iowa",6793,NA
"4165","IA","bondurant","16207700300000",114017,2021,0,28470000,0,0,160500,0,905144,0,0,0,0,7696594,1636792,5810279,16857293,2048619,29952340,0,0,0,32000959,"1907390","city of bondurant",162,"19","000","07390","00000",0,"A","bondurant city","Iowa",7371,NA
"4166","IA","eldridge","16208200700000",48679,2021,22311263,12851502,1111658,0,0,6259000,1563280,0,138420,0,387403,8035661,1099475,542167,5004120,1364855,13316568,0,0,0,14681423,"1924600","city of eldridge",162,"19","000","24600","00000",0,"A","eldridge city","Iowa",6721,NA
"4167","IA","fairfax","16205700800000",113863,2021,0,17573303,0,0,0,0,528658,0,0,0,37000,1736335,953736,0,11414026,3835215,10268882,0,0,0,14104097,"1926400","city of fairfax",162,"19","000","26400","00000",0,"A","fairfax city","Iowa",2836,NA
"4168","IA","avoca","16207800100000",114027,2021,0,0,0,0,0,5445669,378364,0,0,0,40438,1655654,633548,28865,3690230,1185777,4822520,0,0,0,6008297,"1903970","city of avoca",162,"19","000","03970","00000",0,"A","avoca city","Iowa",1685,NA
"4169","IA","osceola","16202000200000",96574,2021,0,18857732,0,0,0,3227834,1049857,0,0,0,150592,2542391,1715192,1074320,14394386,989575,18736714,0,0,0,19726289,"1959835","city of osceola",162,"19","000","59835","00000",0,"A","osceola city","Iowa",5409,NA
"4170","IA","oakland","16207801000000",114034,2021,0,0,0,0,0,3275000,332851,0,0,0,165449,1478104,500694,0,1008389,334899,2652288,0,0,0,2987187,"1958080","city of oakland",162,"19","000","58080","00000",0,"A","oakland city","Iowa",1523,NA
"4171","IA","spirit lake","16203000700000",113618,2021,0,13165000,0,0,0,1847000,1340032,0,0,0,240914,3840684,931296,0,15538687,510514,19800153,0,0,0,20310667,"1974415","city of spirit lake",162,"19","000","74415","00000",0,"A","spirit lake city","Iowa",5440,NA
"4172","IA","storm lake","16201100900000",45303,2021,0,17588000,0,0,0,7877000,1880127,0,0,0,580146,14526438,2568128,1930717,23547594,642590,41930287,0,0,0,42572877,"1975630","city of storm lake",162,"19","000","75630","00000",0,"A","storm lake city","Iowa",11267,NA
"4173","IA","traer","16208601100000",114122,2021,0,2500000,0,0,0,1599346,630672,0,0,0,130000,3566117,429856,0,2371537,12550,6354960,0,0,0,6367510,"1978735","city of traer",162,"19","000","78735","00000",0,"A","traer city","Iowa",1580,NA
"4174","IA","janesville","16200900300000",113427,2021,0,1584000,0,0,0,0,200456,0,0,0,53870,577806,258857,0,746201,-933077,2515941,0,0,0,1582864,"1939405","city of janesville",162,"19","000","39405","00000",0,"A","janesville city","Iowa",1038,NA
"4175","IA","underwood","16207801200000",114036,2021,0,64213,0,0,190000,1230542,139153,0,0,0,3497,299027,736874,0,1776172,554368,2257705,0,0,0,2812073,"1979500","city of underwood",162,"19","000","79500","00000",0,"A","underwood city","Iowa",953,NA
"4176","IA","keokuk","16205600400000",113853,2021,0,0,0,47223,0,26002241,7386273,0,0,0,844171,5537642,2441565,119418,14015128,2985377,19128376,0,0,0,22113753,"1940845","city of keokuk",162,"19","000","40845","00000",0,"A","keokuk city","Iowa",9905,NA
"4177","KY","erlanger","18205900600000",116043,2021,38658160,155000,1596140,0,0,0,27820016,0,8577173,0,509831,3313669,1540573,45838,17397823,-1104010,23401913,0,0,0,22297903,"2125300","city of erlanger",162,"21","000","25300","00000",0,"A","erlanger city","Kentucky",19592,NA
"4178","IA","winterset","16206100800000",113899,2021,0,9228521,0,0,0,109300,1853959,0,0,0,302523,2117193,1039523,357073,5949851,1417076,8046564,0,0,0,9463640,"1986520","city of winterset",162,"19","000","86520","00000",0,"A","winterset city","Iowa",5357,NA
"4179","IA","waterloo","16200701000000",42844,2021,251960719,105024478,31927385,3762930,23317243,0,60267652,0,21264550,0,5295814,37783792,16684533,11128080,79468984,18908854,126156535,0,0,0,145065389,"1982425","city of waterloo",162,"19","000","82425","00000",0,"A","waterloo city","Iowa",67320,50549
"4180","KY","frankfort","18203700100000",33592,2021,142082581,20506640,4626898,34830,23185844,0,67106061,0,20738275,0,5884033,20476605,2703208,1733923,27188003,-9733358,61835097,0,0,0,52101739,"2128900","city of frankfort",162,"21","000","28900","00000",0,"A","frankfort city","Kentucky",28609,NA
"4181","KY","henderson","18205100200000",33595,2021,141269552,50765026,8098892,82923,0,0,58944889,0,16933458,0,1528880,25887743,4987951,320227,25345347,-2016944,58558212,0,0,0,56541268,"2135866","city of henderson",162,"21","000","35866","00000",0,"A","henderson city","Kentucky",28201,NA
"4182","KY","cadiz","18211100100000",65266,2021,12244022,4813500,497854,171047,0,357729,4779130,0,1491403,0,133359,2069489,366604,1834598,2799014,1275309,5794396,0,0,0,7069705,"2111692","city of cadiz",162,"21","000","11692","00000",0,"A","cadiz city","Kentucky",2541,NA
"4183","KY","ashland","18201000100000",33585,2021,140318882,33946462,14683164,2110832,5445673,0,64945137,0,17823097,0,1364517,36308090,6517812,559226,11338543,3084926,51638745,0,0,0,54723671,"2102368","city of ashland",162,"21","000","02368","00000",0,"A","ashland city","Kentucky",21628,NA
"4184","KY","elizabethtown","18204700100000",93316,2021,122505704,24888763,3448074,0,19430581,1551809,55136683,0,17095275,0,404470,21139726,3571186,4617367,36752642,492935,65587986,0,0,0,66080921,"2124274","city of elizabethtown",162,"21","000","24274","00000",0,"A","elizabethtown city","Kentucky",31379,NA
"4185","KY","georgetown","18210500100000",116153,2021,94086847,17443060,5610759,1221284,0,4374002,48589304,0,15053647,0,1704791,17790932,5171278,3243813,27230658,130145,53306536,0,0,0,53436681,"2130700","city of georgetown",162,"21","000","30700","00000",0,"A","georgetown city","Kentucky",37549,NA
"4186","KY","hazard","18209700100000",64887,2021,35302074,14883140,1815327,0,0,2680375,11600106,0,3648306,0,0,9140154,1306499,0,6749041,348906,16846788,0,0,0,17195694,"2135362","city of hazard",162,"21","000","35362","00000",0,"A","hazard city","Kentucky",5259,NA
"4187","KY","hopkinsville","18202400200000",96870,2021,138679507,43792102,1987245,7084473,0,1485271,59941756,0,18044991,0,1710794,2720121,13808836,1006624,30030220,2084882,45480919,0,0,0,47565801,"2137918","city of hopkinsville",162,"21","000","37918","00000",0,"A","hopkinsville city","Kentucky",31178,NA
"4188","KY","bardstown","18209000100000",116117,2021,49365334,0,6368821,671822,12325429,0,22881329,0,7117933,0,0,40258020,2118317,1798825,10953593,5685735,49443020,0,0,0,55128755,"2103628","city of bardstown",162,"21","000","03628","00000",0,"A","bardstown city","Kentucky",13566,NA
"4189","KY","florence","18200800100000",196799,2021,91040591,7840000,3347886,0,0,0,60261629,0,18581401,0,1009675,16666103,1592174,599603,37583939,917358,55524461,0,0,0,56441819,"2127982","city of florence",162,"21","000","27982","00000",0,"A","florence city","Kentucky",31960,NA
"4190","KY","berea","18207600100000",48952,2021,52165964,15669582,3500639,463676,0,4455427,20461193,0,6440260,0,1175186,18378742,1620040,1077632,14113164,4497502,30692076,0,0,0,35189578,"2105842","city of berea",162,"21","000","05842","00000",0,"A","berea city","Kentucky",15542,NA
"4191","ID","boise","13200100100000",32682,2021,224705000,122279000,77747000,960000,0,0,0,101251000,15036000,0,8683000,211744000,31395000,46814000,165306000,92708000,362551000,0,0,0,455259000,"1608830","city of boise",162,"16","000","08830","00000",0,"A","boise city city","Idaho",235712,70217
"4192","ID","blackfoot","13200600400000",32683,2021,22093697,0,1430432,429653,5793977,0,0,82912,0,0,595842,11730530,3020430,0,7537046,4532591,17755415,0,0,0,22288006,"1607840","city of blackfoot",162,"16","000","07840","00000",0,"A","blackfoot city","Idaho",12355,NA
"4193","KY","covington","18205900200000",33598,2021,256539483,28957214,28630353,30000000,327000,13621385,117747191,0,34247969,0,2008371,8540433,16688868,4047867,51355790,-7317172,87950130,0,0,0,80632958,"2117848","city of covington",162,"21","000","17848","00000",0,"A","covington city","Kentucky",40950,NA
"4194","NE","scottsbluff","28207900900000",109598,2021,6413947,3940000,1526325,0,120661,0,0,0,0,0,826961,12132839,103373,2715350,15455079,5855950,24550692,0,0,0,30406642,"3144245","city of scottsbluff",162,"31","000","44245","00000",0,"A","scottsbluff city","Nebraska",14445,NA
"4195","ID","kellogg","13204000100000",100150,2021,8161198,7622107,367622,0,0,0,7046,28548,0,0,164423,1173724,0,0,3382016,998635,3557105,0,0,0,4555740,"1642580","city of kellogg",162,"16","000","42580","00000",0,"A","kellogg city","Idaho",2316,NA
"4196","ID","sandpoint","13200900800000",44546,2021,19181121,15097717,2898159,169594,0,0,0,2562984,0,0,1015651,12003271,0,4436882,7616237,7507207,16549183,0,0,0,24056390,"1672100","city of sandpoint",162,"16","000","72100","00000",0,"A","sandpoint city","Idaho",8662,NA
