"","state.abb","name","government_id","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","geo_id","name_midfile","name_census","population"
"88","CA","san bernardino","05203601000000",31848,2021,764831424,103233089,81630898,139182,0,4374000,473069693,0,4870958,0,8342227,103214998,36292187,8307060,159130522,36657064,270287703,42758192,2717660,0,306944767,"0665000","city of san bernardino","san bernardino city",222068
"89","VA","richmond","47212700100000",230420,2021,2728454001,880909424,273104411,0,0,977821551,399778235,0,120143312,0,24659319,588576958,44339425,28362735,582921061,62470445,1181729734,0,0,0,1244200179,"5167000","city of richmond","richmond city",226618
"90","MD","baltimore","21200400100000",33980,2021,9542603000,3394325000,1058738000,150218000,184821000,0,2164643000,0,527869000,0,203137000,746863000,471637000,264540000,1830949000,315321000,2998668000,0,0,0,3313989000,"2404000","city of baltimore","baltimore city",585693
"91","NV","henderson","29200200100000",35518,2021,1084887438,392227766,104643888,1125511,786030,0,416549579,0,89339854,0,50613783,213767054,47122554,131993963,315648488,114461453,594070606,0,0,0,708532059,"3231900","city of henderson","henderson city",317310
"92","FL","jacksonville","10201600300000",32292,2021,6696965000,2234806000,408696000,0,82538000,39003000,3107155000,0,416420000,0,133140000,298890000,100593000,54297000,1622272000,-43312000,2119364000,84202000,2606000,0,2076052000,"1235000","city of jacksonville","jacksonville city",949616
"93","NJ","jersey city","31200900600000",108025,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3436000","city of jersey city","jersey city city",292754
"94","WA","tacoma","48202701600000",39559,2021,2172314000,260367000,208719000,0,138293000,841000,110879000,177099000,229263000,0,51398000,909445000,72197000,59934000,263593000,178902000,1126267000,0,0,0,1305169000,"5370000","city of tacoma","tacoma city",219175
"95","NY","new york","33203100100000",122258,2021,283974857000,99441465000,36958227000,1598706000,0,0,9598353000,0,117979233000,0,6372726000,5669230000,28108585000,675115000,69723042000,9325259000,94850713000,0,0,0,104175972000,"3651000","city of new york","new york city",8804194
"96","PA","philadelphia","39205100100000",42714,2021,18803884000,8484844000,2887334000,0,0,141110000,4721351000,0,2088155000,0,5984000,1454661000,2716502000,90286000,4502394000,355507000,8408336000,0,0,0,8763843000,"4260000","city of philadelphia","philadelphia city",1603799
"97","LA","new orleans",NA,1266697,2021,2846275000,1086587000,229401000,0,0,3198000,862741000,0,172847000,0,56039000,242053000,312912000,208986000,559745000,323840000,999856000,0,0,0,1323696000,"2255000",NA,"new orleans city",383998
"98","MO","st louis","26209600100000",44598,2021,3662613000,1529364000,523453000,27087000,18331000,0,616351000,0,654613000,0,58308000,363395000,111276000,15657000,610714000,-69766000,1170808000,0,0,0,1101042000,"2965000","city of st louis","st louis city",301574
"99","NJ","newark","31200700900000",35652,2021,2271924473,0,0,0,0,0,0,0,0,0,0,0,0,0,1141989198,27877368,1114111829,0,0,0,1141989198,"3451000","city of newark","newark city",311552
"100","MN","st paul","24206200900000",101973,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2758000","city of st paul","st paul city",311518
"101","CA","modesto","05205000200000",31888,2020,910981832,183280052,133992675,4584778,135800291,1565000,341835012,0,26459988,0,11079022,205760542,38619042,6441092,183729467,40281791,394268352,0,0,0,434550143,"0648354","city of modesto","modesto city",218467
"102","CA","san bernardino","05203601000000",31848,2020,700249533,86565402,31349043,274558,0,24666171,443384956,0,13557801,0,7708701,100971934,26523701,5139725,127576482,-16636737,276848579,40267376,3636039,0,260211842,"0665000","city of san bernardino","san bernardino city",222068
"103","CA","bakersfield","05201500100000",43912,2020,815271946,138826334,71337485,17000597,355737,5635925,441885448,0,56993372,0,20867857,182546830,24858552,119568726,268418491,39829468,555563131,0,0,0,595392599,"0603526","city of bakersfield","bakersfield city",404440
"104","CA","riverside","05203301200000",31836,2020,2997462000,1788483000,113462000,21840000,899000,69519000,599576000,0,50004000,0,39333000,585005000,25252000,33924000,289744000,3607000,930318000,0,0,0,933925000,"0662000","city of riverside","riverside city",315014
"105","AZ","glendale","03200700600000",44287,2020,1364207000,768970000,74510000,0,66352000,0,379276000,0,3126000,1711000,34513000,148671000,61865000,39386000,302934000,85419000,467437000,0,0,0,552856000,"0427820","city of glendale","glendale city",248374
"106","AZ","scottsdale","03200701100000",31637,2020,1672194000,1104139000,105699000,3540000,0,0,352019000,0,2177000,0,31911000,244982000,55604000,76719000,424710000,156096000,645919000,0,0,0,802015000,"0465000","city of scottsdale","scottsdale city",241339
"107","AZ","mesa","03200700800000",31634,2020,3946213000,1778838000,316334000,0,0,1431000,908215779,0,907417000,0,33980000,452514000,72265000,60615000,524920000,38305000,1072009000,0,0,0,1110314000,"0446000","city of mesa","mesa city",504300
"108","AZ","chandler","03200700300000",31633,2020,993301804,580768480,38727213,0,0,0,293895280,0,53112727,0,15199811,206841153,38190135,32904473,299413853,69362643,507986971,0,0,0,577349614,"0412000","city of chandler","chandler city",276010
"109","CA","santa clarita","05201940200000",31800,2020,217263369,65085696,36580252,1227954,0,0,38909366,0,16669651,0,4263235,64450266,35471928,47163438,108773945,44070588,211788989,6785178,13405112,5701142,255859577,"0669088","city of santa clarita","santa clarita city",228679
"110","CA","moreno valley","05203340100000",31838,2020,221955207,78447151,27193899,8089757,0,0,72896273,0,8175011,0,6923677,63294641,28134990,8638377,114284078,-1809332,216161418,35657797,1234769,0,214352086,"0649270","city of moreno valley","moreno valley city",208640
"111","FL","st petersburg","10205202000000",32314,2020,1355292248,745451000,74380972,6146000,0,107721000,102271391,16809084,224027878,0,32443000,317902373,20202453,4928250,319202170,55497524,606737722,0,0,0,662235246,"1263000","city of st petersburg","st petersburg city",258356
"112","MO","kansas city","26204800600000",43771,2020,5330276000,3565786000,428601000,0,2769000,82088000,870059000,0,115354000,0,49670000,884086000,136566000,55657000,841368000,-43148000,1960825000,0,0,0,1917677000,"2938000","city of kansas city","kansas city city",507971
"113","NC","raleigh","34209200800000",36728,2020,2241239412,1018919476,191899615,30179781,0,0,157437366,0,190900860,0,32553519,385174864,56607272,45958676,485788412,177554488,795974736,0,0,0,973529224,"3755000","city of raleigh","raleigh city",467762
"114","NC","durham","34203200100000",36706,2020,1029720774,653400039,63244220,0,28255000,0,84911103,0,155600034,0,30680043,172790962,31966773,61741273,290446236,72094843,484850401,0,0,0,556945244,"3719000","city of durham","durham city",283588
"115","NC","greensboro","34204100200000",36710,2020,1170826645,780043435,99244554,15695250,1744000,2580810,90709688,0,131940179,0,17117085,216724918,28078983,68497092,300059181,72052334,541307840,122357533,2245545,3856656,613360174,"3728000","city of greensboro","greensboro city",299101
"116","NC","winston-salem","34203400200000",36708,2020,1083821870,612533418,29047731,0,6515,0,108050925,0,7852505,0,16677959,181544248,27870469,16685511,226456870,52676464,399880634,0,0,0,452557098,"3775000","city of winston-salem","winston-salem city",249562
"117","NY","buffalo",NA,149470,2020,2227222037,304118951,334346029,871331,0,59799600,254162180,0,1228417474,0,25739773,111253005,27973121,20282886,412218645,-24222043,595949700,0,0,0,571727657,"3611000",NA,"buffalo city",278301
"118","NY","rochester","33202800800000",36037,2020,2283161000,72509000,192893000,0,0,66175000,254732000,0,1477364000,0,0,223951000,30322000,22340000,441124000,-116743000,834480000,0,0,0,717737000,"3663000","city of rochester","rochester city",211321
"119","OK","tulsa","37207201000000",37344,2020,1315222000,874945000,71276000,0,0,0,15849000,0,702000,0,37241000,133558000,37174000,14653000,494318000,88632000,591071000,0,0,0,679703000,"4075000","city of tulsa","tulsa city",413123
"120","OK","oklahoma city","37205501500000",125837,2020,2204253000,1079235000,125893000,11000,0,16803000,288492000,11458000,425090000,0,92640000,187223000,103849000,53927000,732291000,67477000,1009813000,0,0,0,1077290000,"4055000","city of oklahoma city","oklahoma city city",681084
"121","OR","portland","38202600300000",37572,2020,9174347541,3226187185,330486470,27847077,171949990,0,5078795811,0,84298521,7679943,96499054,1200566770,61943758,218326797,849680285,79069857,2251447753,0,0,0,2330517610,"4159000","city of portland","portland city",652518
"122","TN","memphis","43207900500000",38563,2020,4403060000,1870382000,605559000,28184000,328819000,0,578293000,0,933940000,0,132839000,2002165000,60921000,13834000,792533000,-55604000,2925057000,0,0,0,2869453000,"4748000","city of memphis","memphis city",631539
"123","TX","irving","44205701600000",47012,2020,1041752554,741265712,49882637,2783609,0,0,164966856,0,16706512,0,36386710,155312088,11997065,9530747,288606466,37890309,427556057,0,0,0,465446366,"4837000","city of irving","irving city",256687
"124","TX","el paso","44207100200000",43166,2020,2782722728,1608864857,175729645,7552341,0,7059380,590743738,0,156786139,0,69805882,248370140,90009016,31837251,562855469,88901985,844169891,0,0,0,933071876,"4824000","city of el paso","el paso city",678697
"125","TX","plano","44204300900000",38665,2020,747692669,537963438,66533729,0,0,0,74014899,0,12327491,0,48803200,241447378,38930198,16493053,352664739,50403734,599131634,169258210,2400853,0,649535368,"4858016","city of plano","plano city",285469
"126","TX","houston","44210100800000",43770,2020,25651079000,13051137000,803248000,0,0,559227000,4944343000,0,2233624000,0,522645000,2151299000,617294000,243887000,2495081000,-13570000,5521131000,0,0,0,5507561000,"4835000","city of houston","houston city",2301572
"127","VA","chesapeake","47210570100000",230275,2020,1137616969,717700020,84316399,0,1319095,0,162210178,0,41676036,0,23227413,147623419,124720601,28940701,554164489,39752932,815696278,78500028,2920588,5468018,855449210,"5116000","city of chesapeake","chesapeake city",249415
"128","VA","virginia beach","47213200100000",230476,2020,2174515595,1383608358,103328094,0,0,0,417692180,0,103615930,0,50506959,311619577,230798711,14456834,1075242969,85729324,1546388767,0,0,0,1632118091,"5182000","city of virginia beach","virginia beach city",459471
"129","VA","richmond","47212700100000",230420,2020,2594525942,1801261313,199271710,0,0,33473000,370679024,0,116933633,0,24131176,540541796,39215046,36117578,574942301,73469336,1117347385,0,0,0,1190816721,"5167000","city of richmond","richmond city",226618
"130","VA","norfolk","47212200100000",230389,2020,2126539198,1480231849,190368768,0,0,0,319781825,0,75620871,0,26136799,219229604,161602162,1449786,553797136,26726390,909352298,0,0,0,936078688,"5157000","city of norfolk","norfolk city",238001
"131","TX","san antonio","44201501000000",38656,2020,6535995000,3585735000,443951000,7093000,0,7341000,993046000,0,1170748000,0,245737000,557124000,268731000,80328000,1664123000,-10258000,2580564000,0,0,0,2570306000,"4865000","city of san antonio","san antonio city",1434367
"132","NC","charlotte","34206000100000",36713,2020,6759442000,3320636000,575342000,0,274074000,346539000,618604000,0,531962000,0,87508000,959272000,107838000,223111000,994777000,258473000,2026525000,0,0,0,2284998000,"3712000","city of charlotte","charlotte city",874607
"133","TX","lubbock","44215200200000",38693,2020,1869606346,1249891322,96255991,1988956,6925000,0,167632275,0,150930890,0,38129914,422697601,33399167,43728823,250173473,109007895,640991169,0,0,0,749999064,"4845000","city of lubbock","lubbock city",257157
"134","CA","oakland","05200100900000",31740,2020,3808291000,898898000,324048000,43743000,4250000,0,1717434000,0,598569000,0,57728000,261028000,130396000,2446000,924171000,218438000,1099603000,0,0,0,1318041000,"0653000","city of oakland","oakland city",440660
"135","CA","irvine","05203090100000",31829,2020,247393000,0,57504000,0,0,0,146569000,0,8219000,0,17328000,90339000,44589000,45591000,199669000,-17645000,397833000,0,0,0,380188000,"0636770","city of irvine","irvine city",307665
"136","CA","santa ana","05203001600000",31826,2020,1014020583,80232506,110846149,2628034,1898200,29480430,666536096,0,52935451,0,28343832,159456411,83584114,19764765,266463537,2394914,526873913,57061740,1357798,0,529268827,"0669000","city of santa ana","santa ana city",310555
"137","CA","anaheim","05203000100000",31819,2020,3138253000,1782802000,169081000,2495000,0,33063000,790303000,0,161507000,0,24248000,704968000,158893000,55530000,328865000,-26040000,1274296000,0,0,0,1248256000,"0602000","city of anaheim","anaheim city",346825
"138","CA","san diego","05203701000000",44032,2020,7466528000,2527648000,695168000,225200000,268771000,57305000,2671000000,0,462516000,0,91041000,1601654000,245109000,134803000,1454307000,-34133000,3470006000,360823000,29114000,21039000,3435873000,"0666000","city of san diego","san diego city",1386960
"139","CA","sacramento","05203400500000",42691,2020,3150700000,1346181000,246136000,8328000,0,73628000,1046941000,0,248904000,0,47131000,516030000,77327000,193384000,557982000,155680000,1189043000,0,0,0,1344723000,"0664000","city of sacramento","sacramento city",524924
"140","ID","boise","13200100100000",32682,2020,224761000,63785000,52760000,1631000,0,0,82764000,54173000,15136000,0,8684000,194227000,43887000,26319000,214621000,86486000,392568000,0,0,0,479054000,"1608830","city of boise","boise city city",235712
"141","NV","henderson","29200200100000",35518,2020,1048710549,407774280,67676930,138808,873366,0,411959319,0,85625605,0,50511244,203985025,9272182,70317020,303048034,13099554,573522707,0,0,0,586622261,"3231900","city of henderson","henderson city",317310
"142","OH","cincinnati","36203100600000",36933,2020,3389782000,1238677000,125427000,23751000,56304000,60551000,1498856000,0,211704000,0,142610000,365692000,62975000,31378000,641234000,-331352000,1432631000,174786000,20026000,10021000,1101279000,"3915000","city of cincinnati","cincinnati city",309561
"143","TX","garland","44205701200000",44101,2020,1457720709,1039033993,129484878,0,0,0,15972628,0,85640582,0,29549404,492396533,31861124,15018132,186947419,97914077,628309131,0,0,0,726223208,"4829000","city of garland","garland city",246001
"144","TX","fort worth","44222001100000",38708,2020,6248476000,1879910000,379448000,1473000,309000,56890000,2259058000,0,970878000,0,160866000,681717000,662064000,283756000,962521000,2075307000,514751000,0,0,0,2590058000,"4827000","city of fort worth","fort worth city",918937
"145","CA","stockton","05203900400000",31865,2020,1157881712,351085812,53832392,406376,10870821,126300000,536028393,0,0,0,11960578,168833357,28822891,37484858,312843239,73248785,474735560,57518599,5449160,3853942,547984345,"0675000","city of stockton","stockton city",320810
"146","MI","detroit","23208200400000",34317,2020,5377049394,2822384399,466040162,0,26503010,0,1792678121,37262730,0,0,98596755,783231122,345717294,34525983,991664813,-27406870,2182546082,0,0,0,2155139212,"2622000","city of detroit","detroit city",639115
"147","NV","las vegas","29200200200000",35519,2020,1814290240,646092887,97549812,1754720,0,0,878316585,0,55107913,0,48860079,330284946,146134231,252074885,496501417,266783614,958211865,0,0,0,1224995479,"3240000","city of las vegas","las vegas city",644866
"148","NE","lincoln","28205500700000",35447,2020,1682625102,1267089000,173650869,30997000,28324000,1985000,75894676,0,20079000,0,31729000,507542785,74705078,46079313,250538595,114909330,763956441,0,0,0,878865771,"3128000","city of lincoln","lincoln city",291105
"149","NV","north las vegas","29200200300000",35520,2020,756950708,396609437,36924302,0,0,0,218565388,0,43455396,0,39763823,234123079,31065271,58452341,168964003,103642169,388962525,0,0,0,492604694,"3251800","city of north las vegas","north las vegas city",259520
"150","TX","laredo","44224000100000",40881,2020,1409404951,781929706,46912739,5653780,0,1480535,250329436,0,265995373,0,44279265,274158530,60130269,30689529,161406688,-23131626,549516642,0,0,0,526385016,"4841464","city of laredo","laredo city",255212
"151","TX","corpus christi","44217800300000",38701,2020,1928720995,1505667321,87504254,17670831,0,8842000,227467000,0,9212565,0,37242980,344338910,23391698,19483314,280200099,181679351,485734670,0,4609185,0,667414021,"4817000","city of corpus christi","corpus christi city",317863
"152","NV","reno","29201600100000",35523,2020,1064576354,481381079,41238414,0,0,0,249852734,0,168272737,0,25389581,161650132,30352867,85458386,201181621,112868083,365774923,0,0,0,478643006,"3260600","city of reno","reno city",264147
"153","FL","orlando","10204800900000",148141,2020,2034575660,756004787,318979012,0,223265085,0,289467567,0,350601860,0,48675638,380862017,31949000,136229691,530284699,173750520,905574887,106031788,11127577,11721956,1079325407,"1253000","city of orlando","orlando city",307683
"154","AZ","tucson","03201000200000",31644,2020,2732347205,581382673,229636476,12211953,32183254,0,1365520009,0,202517172,0,45516967,437719093,187952683,102928259,574999906,198628352,1104971593,0,0,0,1303599945,"0477000","city of tucson","tucson city",542656
"155","OH","columbus","36202500300000",44337,2020,7128521000,4753916000,239192000,0,0,44334000,1466875000,0,471418000,0,116703000,785156000,330695000,104070000,1248105000,271881000,2196145000,0,0,0,2468026000,"3918000","city of columbus","columbus city",905839
"156","TX","arlington","44222000100000",31543,2020,2015112000,1553649000,55342000,0,0,0,140590000,275000,125761000,65000,39544000,242282000,21193000,383856000,341376000,390098000,598609000,0,0,0,988707000,"4804000","city of arlington","arlington city",394257
"157","MA","boston","22201300100000",34032,2020,6518670000,1208360000,591067000,56410000,0,23308000,1754871000,0,2273281000,0,250008000,305892000,788801000,38382000,3126113000,613786000,3645402000,0,0,0,4259188000,"2507000","city of boston","boston city",675632
"158","NM","albuquerque","32200100100000",35917,2020,2308654159,631777067,201164074,0,25544834,0,773785015,0,256989344,0,47498529,220210849,89662962,69351254,740933930,37016534,1083142461,0,12673342,0,1120158995,"3502000","city of albuquerque","albuquerque city",564581
"159","FL","tampa","10202900300000",32297,2020,1547995667,869169867,109988927,4070236,21039909,77068900,201706974,0,135123704,0,66834663,459692931,75115064,68947462,388609604,69614792,922750269,0,0,0,992365061,"1271000","city of tampa","tampa city",384661
"160","AL","huntsville","01204500100000",31569,2020,1335234757,133543738,71574650,0,0,0,211600490,0,66108743,0,23930976,103009837,34845297,1911872,304661247,11621104,432807149,0,0,0,444428253,"0137000","city of huntsville","huntsville city",215052
"161","FL","miami","10201301300000",398462,2020,2854317892,327700020,127908952,29641986,15454063,182155000,994144647,0,867949431,0,74312829,236702616,120557951,7128248,660180721,-71396627,1095966163,0,0,0,1024569536,"1245000","city of miami","miami city",442260
"162","CO","aurora","06200350100000",31994,2020,1061881120,510407846,92284768,34815411,0,28488376,141270730,7607439,19443717,0,41436620,267428589,65048572,393934692,432231478,407921998,750721333,0,113520685,77081128,1158643331,"0804000","city of aurora","aurora city",386324
"163","CA","chula vista","05203700200000",31856,2020,596108688,91612677,24799864,5188939,5418000,2222645,334945720,0,25079014,0,11046493,137342276,16690347,25449043,210911129,77376227,313016568,0,0,0,390392795,"0613392","city of chula vista","chula vista city",275500
"164","MD","baltimore","21200400100000",33980,2020,9195780000,4003667000,821471000,157753000,13919000,0,1875711000,9121000,1245666000,0,175875000,743585000,378546000,314112000,1756858000,-115150000,3308251000,0,0,0,3193101000,"2404000","city of baltimore","baltimore city",585693
"165","CA","fremont","05200100500000",96340,2020,675792497,143098514,30509891,0,272727,0,390302773,0,82735272,0,13385099,72064554,22360871,78394477,216360939,39007907,350172934,0,0,0,389180841,"0626000","city of fremont","fremont city",230493
"166","TX","dallas","44205700700000",38669,2020,12969622000,5960897000,520329000,586522000,0,241884000,4693271000,0,530989000,0,140853000,1209619000,233854000,70352000,1668152000,462995000,2718982000,0,0,0,3181977000,"4819000","city of dallas","dallas city",1304317
"167","TX","austin","44222700100000",38712,2020,15202009000,6967251000,536339000,27022000,0,366480000,3003314000,0,3504494000,0,180250000,2646659000,214917000,208269000,1176219000,-333681000,4579745000,0,0,0,4246064000,"4805000","city of austin","austin city",961900
"168","AZ","phoenix","03200701000000",31636,2020,13930794000,7346374000,770903000,2307000,254428000,0,4963845000,0,206308000,61488000,168066000,1525160000,481162000,240722000,1972439000,102061000,4117422000,0,0,0,4219483000,"0455000","city of phoenix","phoenix city",1608190
"169","CA","san jose",NA,101868,2020,7622101000,2288316000,448264000,12431000,733000,241376000,3383225000,0,976545000,715000,93159000,1335778000,189737000,155793000,1199400000,-93911000,2974619000,0,0,0,2880708000,"0668000",NA,"san jose city",1013221
"170","FL","hialeah","10201300800000",96403,2020,1038077167,119830281,66240270,8609579,865733,10668191,302477430,2878477,441473906,0,32843878,149132127,25349120,12217671,143848620,-24664618,355212156,0,0,0,330547538,"1230000","city of hialeah","hialeah city",223123
"171","IA","des moines","16207700500000",71073,2020,866817685,546602773,41591897,22534981,7610000,4311444,177894533,0,22869853,0,0,168206556,68650260,33260236,238104812,71434184,436787680,0,0,0,508221864,"1921000","city of des moines","des moines city",214125
"172","CO","colorado springs","06202100200000",31999,2020,3956973674,2866712000,291779855,29877000,0,14490000,424986000,4565101,84007000,0,40877000,1050745549,73426500,162642977,123163152,5288329,1404689849,0,0,0,1409978178,"0816000","city of colorado springs","colorado springs city",479016
"173","WI","madison","50201301100000",39884,2020,1121052486,879654055,90341077,1620000,0,0,105508,57561292,82355761,0,66861699,170732468,69570546,30838943,326922865,33570837,564493985,0,0,0,598064822,"5548000","city of madison","madison city",269769
"174","MN","minneapolis","24202702000000",1036390,2020,1730749000,717596000,103434000,0,0,112392000,528974000,0,41281000,0,47724000,420478000,128766000,39030000,559151000,67233000,1080192000,0,0,0,1147425000,"2743000","city of minneapolis","minneapolis city",429985
"175","OH","cleveland","36201801400000",36922,2020,4080064000,2148742000,410745000,0,73441000,0,893120000,0,344486000,0,0,730020000,143682000,100862000,591664000,24162000,1542066000,0,0,0,1566228000,"3916000","city of cleveland","cleveland city",372632
"176","WI","milwaukee","50204100900000",39892,2020,4631245000,1322744000,189324000,0,303147000,180000000,850751000,0,1690355000,0,50710000,408224000,165929000,13549000,700924000,-296004000,1584630000,98587,4931,493,1288626000,"5553000","city of milwaukee","milwaukee city",577225
"177","NE","omaha","28202800400000",35443,2020,3055956416,1077928756,83975087,228220238,0,5855549,967110658,0,491560909,0,93007157,290719099,144950074,46667247,462907209,165633338,779610291,0,0,0,945243629,"3137000","city of omaha","omaha city",491743
"178","IL","chicago","14201601600000",32795,2020,69251891000,19517837000,4835603000,0,7254252000,1648820000,32958251000,0,1963340000,0,0,3483684000,1166768000,292265000,6272658000,1037609000,10177766000,0,0,0,11215375000,"1714000","city of chicago","chicago city",2746352
"179","GA","atlanta","11206000200000",42897,2020,10846929000,6741826000,510812000,212120000,926000,185690000,1114364000,0,992098000,0,24678000,1199257000,55389000,258186000,1107416000,577522000,2042726000,0,0,0,2620248000,"1304000","city of atlanta","atlanta city",498722
"180","CO","denver county","06201600100000",1266289,2020,11288224000,7772948000,713552000,420341000,0,7565000,1699959000,17721000,249680000,0,197846000,1112258000,329212000,147029000,2119106000,35655000,3671950000,0,0,0,3707605000,"0820000","city and county of denver","denver city",715538
"181","KS","wichita","17208701400000",33468,2020,1466116636,1068344000,64834687,413000,0,111030000,99941000,0,42211000,0,15075000,255626109,84661658,65843781,266850228,74639121,598342655,104016756,2028369,0,672981776,"2079000","city of wichita","wichita city",397547
"182","NY","new york","33203100100000",122258,2020,305300557000,99455082000,30607669000,1547326000,0,0,46376874000,0,109456918000,0,5693120000,5734400000,25835690000,698894000,63652715000,-3984761000,99906460000,21447000,30000,0,95921699000,"3651000","city of new york","new york city",8804194
"183","OH","toledo","36204800700000",98182,2020,1732226000,558552000,48479000,2894000,514109000,73360000,367616000,0,113536000,0,37817000,270963000,31914000,21487000,237239000,82140000,479463000,81875000,2097000,120000,561603000,"3977000","city of toledo","toledo city",270880
"184","PA","pittsburgh","39200205600000",43862,2020,1836357586,458594820,62813200,7422843,0,0,776368485,0,402893514,0,5917299,50740501,65485704,36568346,454424258,25174741,582044068,0,0,0,607218809,"4261000","city of pittsburgh","pittsburgh city",302958
"185","CA","fresno","05201000500000",31759,2020,1541934000,484081000,207987000,43121000,0,408941000,0,244990000,148672000,0,80002000,344539000,119803000,87188000,321656000,70921000,802265000,0,0,0,873186000,"0627000","city of fresno","fresno city",542252
"186","CA","los angeles","05201902700000",149487,2020,50943508000,30270267000,3741504000,54871000,1180448000,429197000,8541000000,0,2674034000,0,943187000,9911858000,1331396000,379988000,5840311000,913613000,16549940000,0,0,0,17463553000,"0644000","city of los angeles","los angeles city",3898767
"187","CA","long beach","05201902600000",31784,2020,5018598000,1961830000,381852000,82423000,0,485789000,1205496000,0,9655000,0,0,1074505000,203883000,145252000,485217000,137846000,1771011000,102486000,3252000,0,1908857000,"0643000","city of long beach","long beach city",466775
"188","IN","fort wayne","15200200100000",33221,2020,1390532275,450118903,51344214,42119026,423298902,0,237996172,0,167460423,0,18194635,211287887,44767244,73369335,244497701,64331101,509591066,0,0,0,573922167,"1825000","city of fort wayne","fort wayne city",263914
"189","PA","philadelphia","39205100100000",42714,2020,19141711000,8953168000,1937322000,0,0,220009000,6095885000,0,1935327000,0,0,1542631000,2337887000,79201000,4717976000,-34593000,8712288000,0,0,0,8677695000,"4260000","city of philadelphia","philadelphia city",1603799
"190","NY","yonkers","33206002800000",36072,2020,4915299122,619039887,311457350,0,2000000,15394238,393017963,3192282,3452182595,0,52157737,90234317,97675473,6916601,1054296336,-173585991,1422708718,0,0,0,1249122727,"3684000","city of yonkers","yonkers city",211585
"191","FL","jacksonville","10201600300000",32292,2020,6319925000,2317159000,199668000,0,79526000,75170000,2985785000,0,261160000,0,145220000,267416000,280509000,41783000,1533763000,-40535000,2164006000,81845000,3622000,0,2123471000,"1235000","city of jacksonville","jacksonville city",949616
"192","WA","spokane","48203201000000",39566,2020,886969987,381708721,41087427,361595,105737915,21601900,179376250,61452699,97392855,0,25615819,291079170,27657425,12665955,253138763,56933983,527607330,0,0,0,584541313,"5367000","city of spokane","spokane city",228978
"193","WA","seattle","48201702100000",39553,2020,9163846000,5619166000,643409000,168000,0,91115000,1471420000,276045000,673085000,0,143102000,2387041000,395179000,72292000,1727222000,196967000,4384767000,0,0,0,4581734000,"5363000","city of seattle","seattle city",737018
"194","NJ","jersey city","31200900600000",108025,2020,1091412205,0,0,0,0,0,0,0,0,0,0,0,0,0,1049105487,9822859,1039282628,0,0,0,1049105487,"3436000","city of jersey city","jersey city city",292754
"195","WA","tacoma","48202701600000",39559,2020,2088340000,253130000,203686000,0,1274381000,841000,43808000,89125000,208422000,0,44245000,878077000,47185000,49052000,254730000,84041000,1145003000,0,0,0,1229044000,"5370000","city of tacoma","tacoma city",219175
"196","MO","st louis","26209600100000",44598,2020,3262271000,1581008000,289003000,15330000,25016000,0,572126000,0,629014000,0,60410000,388882000,67537000,17758000,663607000,19951000,1117833000,0,0,0,1137784000,"2965000","city of st louis","st louis city",301574
"197","CA","san francisco","05203800100000",54175,2020,34557584000,18448410000,1668487000,23490000,202897000,0,4655538000,0,3903016000,0,332989000,4739280000,1973724000,507666000,5299296000,496383000,12023583000,0,0,0,12519966000,"0667000","city and county of san francisco","san francisco city",873959
"198","MN","st paul","24206200900000",101973,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2758000","city of st paul","st paul city",311518
"199","AZ","chandler","03200700300000",31633,2022,937633085,524676261,82806731,0,0,0,212540490,0,81921795,0,14436678,203405767,26462503,31565571,315337214,58046307,518724748,55393260,0,4451743,576771055,"0412000","city of chandler","chandler city",276010
"200","AZ","mesa","03200700800000",31634,2022,4226428000,1926166000,409619000,0,0,1135000,840814000,0,987614000,0,39149000,564475000,106310000,75257000,579490000,85004000,1240528000,0,0,0,1325532000,"0446000","city of mesa","mesa city",504300
"201","AZ","scottsdale","03200701100000",31637,2022,1533417000,887064000,214160000,0,0,0,309646000,0,831000,0,37800000,287754000,53960000,126749000,490391000,277485000,681369000,174463000,0,28203000,958854000,"0465000","city of scottsdale","scottsdale city",241339
"202","CA","irvine","05203090100000",31829,2022,202113000,0,117706000,0,0,0,36051000,0,8475000,0,18488000,106573000,85415000,16785000,186708000,2047000,393434000,0,0,0,395481000,"0636770","city of irvine","irvine city",307665
"203","CA","riverside","05203301200000",31836,2022,2363237000,1668549000,219146000,0,0,59948000,0,140293000,48770000,0,41849000,639546000,56244000,59035000,291401000,171843000,874383000,397947000,0,7667000,1046226000,"0662000","city of riverside","riverside city",315014
"204","CA","modesto","05205000200000",31888,2022,758381147,257309207,102228811,0,27208920,985000,249803716,0,29551870,0,11962073,215170683,16997072,15288882,186394207,82661652,351189192,0,0,0,433850844,"0648354","city of modesto","modesto city",218467
